,logFC,AveExpr,t,P.Value,adj.P.Val,B
RRAGAP1-AS1,0.294620386,3.012451038,1.19015186,0.241319461,0.442842785,-5.84325657
TGFB1,-0.396099058,2.486828382,-1.189397951,0.241612346,0.443226946,-5.844125426
CASP10,0.190904187,4.348180622,1.189368818,0.241623669,0.443235929,-5.844158991
BLOC1S5,-0.154997913,7.596868712,-1.188951202,0.241786025,0.443486574,-5.844640049
CPXM2,0.339408632,7.334701886,1.188793051,0.24184753,0.443514007,-5.844822185
THSD1,-0.290288326,6.555222176,-1.188246207,0.242060287,0.443777192,-5.845451789
KMT2A,0.171741742,10.20803865,1.187932497,0.242182401,0.44390667,-5.845812854
ZC3H8,-0.33717849,3.411023793,-1.187539871,0.242335298,0.444127906,-5.846264624
LAMP3,-0.343150409,3.627109606,-1.187485358,0.242356532,0.444145133,-5.846327338
MIR34AHG,-0.149628934,6.919930693,-1.187466828,0.24236375,0.444145133,-5.846348654
CAHM,-0.267575184,5.284387413,-1.187463415,0.242365079,0.444145133,-5.846352581
FBXL6,0.296584131,4.986237094,1.187157195,0.242484387,0.444330301,-5.846704811
PROKR2,0.348029724,4.267247687,1.186613231,0.24269643,0.444647969,-5.847330301
NFKBIL1,-0.327452343,4.413633601,-1.186539321,0.242725252,0.444688961,-5.847415268
KAZN,0.189954743,4.308114676,1.186445084,0.242762003,0.444720852,-5.847523595
ZNF845,0.357848392,6.714299564,1.18568304,0.243059342,0.445049206,-5.848399285
TEDDM1,-0.30119298,3.331319667,-1.184782865,0.243410921,0.445509118,-5.849433035
MFSD8,-0.381197512,3.032518426,-1.184768523,0.243416526,0.445509118,-5.849449499
DCUN1D2,-0.258123496,6.288127343,-1.184740643,0.243427421,0.445511883,-5.849481504
NAA25,-0.221625705,4.155272709,-1.18431564,0.24359355,0.44569962,-5.849969303
IQCJ-SCHIP1,-0.326727048,6.06030303,-1.184264845,0.243613411,0.445724134,-5.850027592
SETDB2,0.207454954,3.484187557,1.184240241,0.243623032,0.445729912,-5.850055825
GAPT,-0.248551067,4.247376669,-1.184213322,0.243633558,0.445731552,-5.850086715
MAST1,-0.376340648,2.250712525,-1.184166458,0.243651884,0.445747226,-5.850140489
TMEM71,-0.298797805,5.257216468,-1.184049333,0.243697689,0.445807374,-5.850274875
LINC00547,-0.156948342,6.48591344,-1.183543568,0.243895558,0.44601195,-5.850855037
CNTN2,-0.204718164,4.89716832,-1.183532419,0.243899921,0.44601195,-5.850867822
NR1I3,-0.242631195,4.190902115,-1.183485385,0.243918328,0.446021716,-5.850921763
LINC01521,-0.132351626,5.551300664,-1.183278796,0.24399919,0.446122267,-5.851158664
USP5,-0.123390444,9.616109199,-1.182294582,0.244384695,0.446606133,-5.852286758
HNRNPK-AS1,-0.166881913,6.763638148,-1.181967155,0.244513043,0.446720435,-5.852661858
YIPF4,0.265141338,3.899273032,1.181062688,0.24486784,0.447136192,-5.853697512
ADHFE1,-0.196306055,5.488359476,-1.180713799,0.2450048,0.447285027,-5.854096809
JPH1,0.276107291,7.913525342,1.180686625,0.24501547,0.447288645,-5.854127904
BIN1,-0.219200026,5.758318663,-1.180405565,0.245125847,0.447409823,-5.854449486
CRTC1,0.123143421,7.342086839,1.180390032,0.245131948,0.447409823,-5.854467255
RAPGEFL1,-0.326428968,3.654294982,-1.180172876,0.245217255,0.447495213,-5.854715668
HHIPL1,-0.14698687,6.878053013,-1.179842398,0.245347121,0.447684823,-5.855093632
PALB2,-0.127554963,7.677956939,-1.179534752,0.24546806,0.447850778,-5.855445395
POLR3B,-0.143025183,8.862214351,-1.179426601,0.245510585,0.447872584,-5.855569034
ZNF22-AS1,-0.183388792,7.757338228,-1.17930324,0.245559098,0.447941257,-5.85571005
ZNF844,-0.339211848,6.943445907,-1.178398933,0.245914938,0.448436182,-5.856743354
IQCC,-0.353515056,4.582005704,-1.178375793,0.245924048,0.448440939,-5.856769785
SPRYD3,-0.309966041,4.190889469,-1.178297061,0.245955048,0.448480531,-5.856859711
MFNG,0.44289344,2.922614485,1.177932294,0.246098705,0.448582294,-5.85727627
LPGAT1-AS1,0.369705307,2.382340397,1.177583166,0.246236261,0.448736154,-5.857674857
RSKR,-0.258673113,4.235528657,-1.177568364,0.246242094,0.448736154,-5.857691754
CEP68,-0.26141153,4.861831798,-1.17738729,0.24631346,0.448830629,-5.857898433
SIPA1L2,0.324349226,4.293372767,1.177310258,0.246343824,0.4488741,-5.857986349
IQCD,-0.380996243,2.382512726,-1.176220881,0.246773533,0.449414382,-5.859229079
MRE11,-0.198961217,5.886456896,-1.175793959,0.246942082,0.449630748,-5.859715807
LINC02933,-0.303607664,3.948514286,-1.175778638,0.246948133,0.449630748,-5.859733272
SPATA18,-0.259128061,5.485917695,-1.175715877,0.246972918,0.449644226,-5.85980481
DYRK1B,0.271414742,6.336653106,1.175692025,0.246982338,0.449645546,-5.859831996
PRR15L,-0.310330099,3.073700384,-1.175369106,0.247109898,0.449830281,-5.860200014
LINC02451,-0.321001064,2.235054884,-1.175322321,0.247128383,0.449842502,-5.860253325
RPL26L1-AS1,0.256032513,3.76628695,1.175220247,0.247168717,0.449901729,-5.860369631
KRAS,-0.190072307,4.79033994,-1.17511742,0.247209353,0.449935243,-5.860486785
AGBL5-IT1,-0.220531019,3.920466367,-1.175000963,0.247255381,0.449988222,-5.860619457
RAX2,0.259842415,4.507989056,1.174768421,0.247347309,0.450119892,-5.86088434
ZNF157,-0.24231686,3.980169654,-1.174103714,0.247610217,0.450491352,-5.861641224
SPDYE5,-0.167423717,6.799902251,-1.1735757,0.247819204,0.450751602,-5.862242175
AICDA,-0.232999946,4.315897395,-1.173453603,0.247867548,0.450769276,-5.862381102
LINC00314,0.292009804,4.69562635,1.17338104,0.247896283,0.45079776,-5.862463662
TRIM17,-0.286829281,4.18865282,-1.173267956,0.247941068,0.450838315,-5.862592314
TIMM8A,-0.165263798,7.033498767,-1.173249526,0.247948368,0.450838315,-5.86261328
GRWD1,-0.128791925,7.693954241,-1.173184167,0.247974255,0.450846813,-5.862687631
NAP1L5,-0.320661263,6.187880763,-1.17290743,0.248083888,0.450996225,-5.863002397
FBXO2,-0.310237169,3.693245213,-1.172627575,0.248194793,0.451150275,-5.86332064
CYP3A7-CYP3A51P,-1.62028411,3.418624208,-1.171776174,0.248532418,0.451573563,-5.864288393
CCDC158,0.195789394,5.492671665,1.171330972,0.248709097,0.451775565,-5.864794177
COL5A2,-0.298265037,10.2336565,-1.171205199,0.248759027,0.451826419,-5.864937032
CDRT15P3,0.347548004,3.44368562,1.171100408,0.248800633,0.451870432,-5.865056045
C8orf58,-0.259124441,3.491891449,-1.170697009,0.248960844,0.452051125,-5.865514098
MAP1LC3C,-0.304241112,2.802952936,-1.170684871,0.248965666,0.452051125,-5.865527879
FBXO17,-0.144020544,6.004505026,-1.170529535,0.249027379,0.452115568,-5.86570422
FASLG,0.209824775,4.437811748,1.170363952,0.249093175,0.452211216,-5.86589217
STX17,-0.198257988,5.04194698,-1.170206093,0.249155914,0.452277494,-5.866071329
LINC01429,0.377237526,2.564588674,1.170016531,0.249231268,0.45237856,-5.866286439
CALU,0.155670449,12.68944538,1.169778838,0.249325778,0.452514379,-5.866556122
MYO6,-0.251452975,4.007686685,-1.169363032,0.249491171,0.452742472,-5.867027766
ZC3H7B,-0.121222882,7.082885049,-1.169125729,0.249585597,0.452850398,-5.867296866
CFAP107,0.204312885,3.521023774,1.169089631,0.249599964,0.45285679,-5.867337797
ERVH-1,0.395360507,2.554621166,1.169041341,0.249619183,0.45285679,-5.86739255
BIVM,0.162428757,7.40733077,1.168760736,0.249730884,0.453023121,-5.867710667
ADAMTS16,-0.13888894,6.046174064,-1.168584694,0.249800981,0.453078778,-5.867910208
NEDD1,-0.131641447,8.244426959,-1.168168217,0.24996687,0.453273262,-5.868382165
STON2,-0.21241667,4.373682957,-1.167033392,0.250419294,0.453758734,-5.869667368
LINC01535,-0.206929985,6.497988194,-1.166880486,0.250480299,0.453833505,-5.869840447
PPEF2,-0.233908449,4.719430881,-1.166692917,0.250555148,0.453897577,-5.870052733
GARRE1,0.154259414,6.278168716,1.166609532,0.250588428,0.45393402,-5.870147097
NOX4,0.371707625,6.680554803,1.166471815,0.250643399,0.453987846,-5.870302932
RPH3A,-0.353947871,2.653277412,-1.166445798,0.250653785,0.453992793,-5.870332369
RBFA,0.151187629,5.461965486,1.165924314,0.250862027,0.454226826,-5.87092229
GNRH2,-0.413111359,1.904015299,-1.165668225,0.250964336,0.454316656,-5.871211898
GGN,-0.237029922,4.522290965,-1.165535603,0.251017332,0.454377169,-5.871361855
MEOX1,0.216447871,8.412547613,1.165344533,0.251093696,0.454455408,-5.871577871
FKBP8,-0.127895202,10.02824222,-1.165075392,0.251201293,0.45455472,-5.871882097
ADAMTSL3,0.307393192,4.207395955,1.164330317,0.25149933,0.454836801,-5.872723956
CYSLTR2,0.356018477,3.554105349,1.164178854,0.251559949,0.454893085,-5.872895032
SIRPA,0.19449784,8.808586789,1.164098738,0.251592017,0.45491562,-5.872985515
PRR4,-0.315751331,3.946663112,-1.164011693,0.251626862,0.454925863,-5.873083816
PTGES2-AS1,-0.148140957,4.924837084,-1.163915627,0.251665322,0.454952748,-5.873192297
GMIP,-0.259023964,5.559931174,-1.163794568,0.251713794,0.455016522,-5.873328988
SPTSSB,0.329864378,3.738010459,1.163615029,0.251785694,0.455086856,-5.873531688
PMS2,-0.110274675,8.283322798,-1.163527626,0.251820702,0.455126276,-5.873630355
DKC1,0.46120783,3.065150395,1.163253807,0.251930399,0.455300673,-5.873939419
SCX,-0.174724329,5.809965939,-1.163220369,0.251943797,0.455301026,-5.873977156
DPRX,-0.203166823,3.758956733,-1.162101616,0.252392364,0.455848885,-5.875239172
F11R,-0.305188375,6.899717947,-1.161481761,0.252641146,0.456178754,-5.875937916
PCK2,-0.273065692,3.579246742,-1.160912524,0.252869769,0.456472059,-5.876579295
BORCS5,-0.128735606,8.187137389,-1.160557514,0.253012428,0.456646515,-5.87697915
DNAAF11,-0.596939798,3.727434248,-1.16032554,0.253105676,0.456761183,-5.877240364
TPRA1,-0.183629363,6.617264299,-1.159995224,0.253238499,0.456922415,-5.877612233
ZNF343,-0.243704782,6.071962716,-1.159859088,0.253293256,0.456945955,-5.877765467
FAM111A,-0.150649647,7.969013729,-1.159540348,0.253421492,0.45707081,-5.87812417
LINC00348,0.360154493,2.01592165,1.159270271,0.253530187,0.457221446,-5.878428039
RIBC1,-0.369263264,2.990590759,-1.159095286,0.253600629,0.45731261,-5.878624882
MAP4K3-DT,-0.195167364,4.652679666,-1.158882836,0.253686172,0.457430988,-5.878863833
PGM5,-0.182756164,8.094217477,-1.158537762,0.253825161,0.457588032,-5.879251866
LINC02021,0.177324589,7.393178367,1.158531392,0.253827727,0.457588032,-5.879259027
SIRT3,0.420051275,2.750856882,1.158525819,0.253829973,0.457588032,-5.879265293
PPP2R2C,-0.427941921,6.570349352,-1.158518358,0.253832978,0.457588032,-5.879273682
MAPT-AS1,0.302842332,3.813927412,1.158034149,0.254028105,0.457760318,-5.879817979
ATP13A3,-0.240393959,5.265233613,-1.15780362,0.254121042,0.457832096,-5.880077042
C8orf44-SGK3,-0.303627124,4.979835452,-1.157556905,0.254220532,0.457963488,-5.880354241
ZFYVE1,-0.12778769,8.45697453,-1.157065246,0.254418881,0.458153269,-5.880906484
CCDC96,-0.24989328,3.719311167,-1.156921899,0.254476732,0.458218803,-5.881067454
ESF1,-0.198791142,9.30989234,-1.156545214,0.254628798,0.45839407,-5.881490359
GTF2IRD2,-0.13166724,7.562952351,-1.156317542,0.254720739,0.458505309,-5.881745905
GNRH1,-0.395487206,4.500474817,-1.156155008,0.254786391,0.458611514,-5.881928309
SZT2-AS1,-0.12679296,6.048679927,-1.15613319,0.254795205,0.458615105,-5.881952793
BSN-DT,-0.232340659,4.676167643,-1.155303864,0.25513039,0.458991131,-5.882883119
CRTC2,-0.138074962,7.803179712,-1.155092984,0.255215671,0.459037835,-5.883119582
DYNC1LI2-DT,0.173897268,4.975795479,1.154892272,0.255296859,0.459110981,-5.883344606
ATP8A2P3,-0.182058651,3.998202301,-1.154754917,0.25535243,0.459173347,-5.883498578
PI15,-0.579691741,4.400785001,-1.154742196,0.255357577,0.459173347,-5.883512837
RGL2,-0.245034959,7.471869874,-1.154713854,0.255369045,0.459180932,-5.883544604
TMEM231,-0.213501993,5.756134598,-1.154616073,0.255408612,0.459234766,-5.883654202
PPP1R2,0.365867755,3.450104525,1.153728046,0.255768158,0.459599027,-5.884649136
GBGT1,0.2507712,3.671390142,1.15369536,0.255781399,0.459610845,-5.884685743
KDM5A,-0.325641815,3.96702002,-1.153676656,0.255788976,0.459612486,-5.884706691
SHISAL2A,0.197916598,4.855803291,1.153551754,0.255839578,0.45965551,-5.884846566
SLC4A10,-0.246316979,4.884069752,-1.153394875,0.255903147,0.459709844,-5.885022233
DNAH12,-0.197713959,4.946349427,-1.153281583,0.255949061,0.459744426,-5.885149078
KLF11,0.285140916,8.173906723,1.153207269,0.25597918,0.45977458,-5.885232276
ZBED8,-0.140841879,6.313085474,-1.152618916,0.256217737,0.460095223,-5.885890789
SEC14L3,-0.282312168,2.892619756,-1.152456183,0.256283748,0.460177816,-5.886072873
ZMAT4,-0.213849549,4.794363219,-1.152409755,0.256302583,0.460199656,-5.886124818
LINC00871,0.208008206,5.008514497,1.152248327,0.25636808,0.460243886,-5.886305411
SLX4IP,-0.116867538,8.240739216,-1.151368326,0.256725341,0.460668217,-5.887289472
KRT26,0.504219527,2.784634021,1.151347234,0.256733908,0.460668217,-5.887313049
IRF1-AS1,0.160236811,5.923772448,1.151140431,0.256817919,0.460753112,-5.887544202
DHRS12,0.289243066,3.10260805,1.150411679,0.257114125,0.461116603,-5.888358449
BMX,-0.361851986,5.36018591,-1.150041238,0.257264787,0.461314832,-5.888772164
RAD18,-0.251989475,4.888011257,-1.149987766,0.25728654,0.461340739,-5.888831873
ZC3H18,0.209371001,4.916715313,1.149906918,0.257319432,0.461340739,-5.888922144
TP53TG5,-0.254472142,3.490234535,-1.149620295,0.257436067,0.461443308,-5.889242131
WNT16,-0.35525421,2.716088975,-1.149415158,0.257519566,0.461553129,-5.8894711
SEPTIN11,-0.198655125,9.848856965,-1.149011834,0.257683792,0.461701356,-5.889921171
KLF15,-0.2343783,8.772054567,-1.148998273,0.257689315,0.461701356,-5.8899363
HAMP,-0.15572469,4.728331493,-1.148817501,0.257762947,0.461793779,-5.890137975
RDH13,0.24090236,4.84150616,1.148616257,0.257844936,0.4618628,-5.890362454
NPAP1,0.179666004,5.225177047,1.148440694,0.257916478,0.461915359,-5.890558256
EXOC1,-0.263721125,3.31442622,-1.148401551,0.257932431,0.461915359,-5.890601908
SNX12,-0.115864496,9.006816406,-1.147944517,0.258118747,0.462079085,-5.891111483
ZNF587,-0.200591171,4.163543103,-1.147793008,0.258180533,0.462114537,-5.891280367
A2M-AS1,-0.247495788,6.292518675,-1.147552843,0.258278496,0.462231248,-5.891548033
SERPINH1,0.173519357,9.482894836,1.147402995,0.258339632,0.462328665,-5.891715014
HLA-B,-0.442327599,6.584371082,-1.147077837,0.258472328,0.462518134,-5.892077278
SPNS1,0.291664893,6.598056599,1.146916388,0.258538233,0.462624064,-5.892257116
OOSP4B,-0.295707343,3.253347826,-1.146810279,0.258581554,0.46263383,-5.892375298
OSBPL10-AS1,-0.312098391,2.84341689,-1.146149469,0.258851462,0.462920328,-5.893111063
ICMT,-0.237552594,8.442842176,-1.145713736,0.259029549,0.463159149,-5.893596004
TRIM74,-0.242654852,4.702036402,-1.145656891,0.259052788,0.463184289,-5.893659255
ZNF230-DT,-0.257143309,5.281398737,-1.145186335,0.259245218,0.463321043,-5.894182736
AKAP11,-0.138817982,10.29135129,-1.145141333,0.259263627,0.463321043,-5.894232788
LNX1-AS1,0.333145131,3.019515373,1.144937878,0.259346864,0.463420499,-5.894459055
RGS12,-0.285207448,5.746123225,-1.144629746,0.259472964,0.46354421,-5.894801665
HIGD1C,-0.371208299,2.724498893,-1.144288821,0.259612535,0.463701086,-5.895180637
ZNF114,-0.288865567,3.328324105,-1.143626003,0.25988404,0.463936902,-5.895917124
ZFP37,-0.199727481,6.03174673,-1.143606736,0.259891935,0.463938989,-5.895938526
RAB6A,0.141580691,5.99056111,1.142873865,0.26019238,0.464260703,-5.896752377
DPH5-DT,-0.257485814,4.194237342,-1.142610016,0.260300608,0.46440408,-5.89704526
SHFL,-0.207314204,4.736496821,-1.142426425,0.260375934,0.464490408,-5.897249017
PAPLN-AS1,-0.211160572,4.405418425,-1.141690456,0.260678053,0.464812961,-5.898065519
FOXP2,-0.280170325,5.302370938,-1.141478954,0.260764923,0.464865619,-5.898300074
ZNF829,0.173010816,5.124595818,1.141454455,0.260774986,0.464865619,-5.89832724
ITGAE,0.205000769,4.638878392,1.140930915,0.260990114,0.465176973,-5.898907659
RHPN2,0.360602351,4.287817935,1.140904281,0.261001061,0.465184464,-5.898937179
SLC35G5,0.288581743,2.989706994,1.140820985,0.261035301,0.465233467,-5.899029499
SACS-AS1,-0.332257716,3.502782672,-1.14044108,0.261191507,0.465398896,-5.899450484
FAM83D,-0.814442314,5.003593952,-1.139602554,0.261536521,0.465768856,-5.900379217
CAVIN3,-0.274979407,5.016133042,-1.139592262,0.261540758,0.465768856,-5.900390613
ORAI2,-2.829841076,4.77234182,-1.139572458,0.26154891,0.465768856,-5.90041254
LXN,-0.280010258,4.016471743,-1.13846568,0.262004815,0.466274599,-5.901637378
LINC01226,-0.142512536,5.902979726,-1.137626599,0.26235083,0.466721781,-5.902565223
LINC00485,0.309166591,3.316432935,1.137401156,0.262443853,0.466851143,-5.902814407
CHRFAM7A,0.364687027,3.533660027,1.137055302,0.262586605,0.467000792,-5.903196591
CFAP97,-0.183195707,6.305419808,-1.13700929,0.262605601,0.467000792,-5.903247428
HTATSF1,0.112833212,11.26281065,1.136811692,0.26268719,0.467020207,-5.903465727
CHCHD3,-0.122524643,11.24046461,-1.136793177,0.262694836,0.467020565,-5.903486179
AUH,0.315362057,5.57507641,1.136708851,0.26272966,0.467034322,-5.903579327
HS3ST3B1,-0.236523744,6.379212654,-1.135132295,0.263381352,0.467939512,-5.905319625
ADPGK-AS1,-0.195498754,4.929534311,-1.134265642,0.263740089,0.468359698,-5.906275328
CD300LD-AS1,-0.295341877,3.121927113,-1.1339983,0.263850821,0.468474886,-5.906570002
LINC02837,-0.305606751,2.257469423,-1.133977851,0.263859292,0.468474886,-5.906592539
ITGA8,-0.23776473,8.09934675,-1.133903475,0.263890105,0.468498617,-5.906674506
H2BC9,-0.428630474,3.907072418,-1.133764737,0.26394759,0.468583405,-5.906827392
LINC02880,-0.312234838,5.589096923,-1.132760867,0.264363798,0.469001074,-5.907933103
PPM1K-DT,-0.372404658,5.30851456,-1.132754449,0.26436646,0.469001074,-5.90794017
SCN1B,0.255046986,4.524338073,1.132286155,0.264560778,0.469223648,-5.908455655
GCKR,-0.241687832,4.227824574,-1.132271752,0.264566757,0.469223648,-5.908471507
IGIP,0.101465807,9.532593893,1.131678154,0.264813221,0.469479676,-5.909124631
MFSD4A,0.296599219,5.093688006,1.131415286,0.264922417,0.469576704,-5.909413757
LINC02082,0.385398038,2.102675682,1.131397125,0.264929963,0.46957801,-5.90943373
SIAH1,-0.174668949,7.498495322,-1.131223326,0.265002179,0.46968664,-5.909624852
OGFRP1,-0.398425435,2.526470876,-1.13098859,0.265099737,0.469782346,-5.909882943
NUDT19,-0.144100986,8.006186473,-1.130895952,0.265138246,0.469826443,-5.909984784
E2F8,0.290158032,3.739968417,1.130837037,0.265162738,0.4698457,-5.910049548
AHI1-DT,-0.268136812,2.850780201,-1.129026509,0.265916203,0.47072123,-5.912038277
PI4K2A,-0.140884246,8.925333024,-1.128867363,0.265982507,0.470785051,-5.912212945
C6orf62,-0.122920847,10.84702785,-1.128732456,0.266038721,0.470829349,-5.912360992
ACSL3-AS1,-0.357937614,2.343513701,-1.128479782,0.266144029,0.470924584,-5.912638231
ALDH1B1,-0.153278671,8.851654561,-1.128472281,0.266147156,0.470924584,-5.91264646
CMPK2,-0.364636831,6.023181813,-1.128145526,0.266283385,0.471117284,-5.913004895
HCN2,0.294632805,8.771100114,1.128049941,0.266323246,0.471148905,-5.913109728
SEL1L,-0.39930783,3.475659864,-1.12740408,0.266592691,0.47145892,-5.913817865
TRAPPC3L,-0.110036183,7.509023287,-1.12718355,0.266684738,0.471585427,-5.914059573
TSBP1-AS1,-0.150036039,5.881635773,-1.127075416,0.266729881,0.471616886,-5.914178075
BPESC1,0.371610247,1.957687267,1.127028417,0.266749503,0.471634412,-5.914229577
FAT2,-0.404866304,4.398259897,-1.126619349,0.266920334,0.471808235,-5.914677753
ZNF709,0.247270592,4.050138709,1.126261711,0.267069751,0.472024209,-5.915069458
C11orf24,0.234055218,4.135747663,1.126193081,0.267098431,0.472062204,-5.915144612
TRAF4,-0.202319151,5.056555152,-1.125545021,0.267369356,0.472360062,-5.915854065
DUSP19,-0.151123716,8.198502289,-1.125336841,0.267456429,0.472477585,-5.916081887
UBXN2B,-0.274955938,8.744500347,-1.125292262,0.267475076,0.472493164,-5.916130666
ZNF581,-0.186243135,5.737595692,-1.125283005,0.267478949,0.472493164,-5.916140795
SLC16A13,0.222952503,4.765688784,1.125183565,0.26752055,0.472542446,-5.916249599
