,logFC,AveExpr,t,P.Value,adj.P.Val,B
INTS10,-0.578344582,7.618684486,-2.342243451,0.026506285,0.124666786,-3.722923299
ZHX1,-0.616927934,8.607431434,-2.342187945,0.026509563,0.124666786,-3.723030544
HSD17B11,-0.798400085,6.72362219,-2.342010302,0.026520058,0.124666786,-3.723373756
PSME3IP1,-0.523450283,8.392129381,-2.342002983,0.026520491,0.124666786,-3.723387896
ARHGAP18,-0.646707202,6.958157028,-2.341524909,0.026548754,0.124759505,-3.724311468
PPP1R15B,-0.623324912,8.660628144,-2.341274744,0.026563555,0.124788919,-3.724794701
KRTCAP2,-0.622695934,7.212177556,-2.340392006,0.026615841,0.124981932,-3.726499581
SLC7A1,-0.730299334,7.607845964,-2.340131081,0.026631314,0.124981932,-3.72700344
UQCR11,-0.764379517,9.436494855,-2.340059874,0.026635538,0.124981932,-3.727140938
ZNF883,-0.788468589,5.131212332,-2.339781679,0.026652046,0.124981932,-3.727678091
SNX25,-0.557672042,6.819034786,-2.339721333,0.026655628,0.124981932,-3.727794606
RPS19,-0.753916848,9.721423774,-2.339549831,0.026665811,0.124981932,-3.728125725
IDE,-0.723231829,8.928492643,-2.339516705,0.026667779,0.124981932,-3.728189681
TRIM61,-0.731654042,3.771322566,-2.339427487,0.026673078,0.124981932,-3.728361926
AGAP6,0.766447821,4.123689321,2.338930584,0.026702609,0.125036072,-3.729321176
SPG21,-0.78870535,7.754550682,-2.338922119,0.026703112,0.125036072,-3.729337517
ZNRD2,-0.609526832,5.641928883,-2.338736757,0.026714136,0.125036072,-3.729695314
ENPP4,-0.856225075,8.366895442,-2.338657266,0.026718865,0.125036072,-3.729848747
CDK16,-0.514872553,9.56701879,-2.338492226,0.026728685,0.125041976,-3.730167296
TYRO3,-0.890104989,5.309647329,-2.337824004,0.02676848,0.125158454,-3.731456899
CCND1,0.593724114,10.33878483,2.337758967,0.026772356,0.125158454,-3.731582402
NDUFAF6,-0.686079322,6.707494887,-2.337326849,0.026798122,0.125194836,-3.732416202
ZNF154,0.598171009,6.526889548,2.337125724,0.026810123,0.125194836,-3.732804253
MRPL52,-0.579303999,6.984509454,-2.337081285,0.026812775,0.125194836,-3.732889989
SURF4,-0.675444097,9.182230194,-2.336600618,0.026841477,0.125250378,-3.733817286
IL17RC,-0.59187172,6.732237222,-2.336594939,0.026841816,0.125250378,-3.733828241
P2RX4,-0.550173587,5.03942847,-2.336220209,0.026864212,0.125314857,-3.734551076
CYP2R1,-0.665570464,4.87483754,-2.334932462,0.026941304,0.125594271,-3.737034497
G3BP1,-0.619298685,9.617887858,-2.334770861,0.026950992,0.125595578,-3.73734608
MPI,-0.640437792,7.878185181,-2.334624438,0.026959773,0.125595578,-3.737628387
PDCD2,-0.810367562,6.794363692,-2.334497746,0.026967374,0.125595578,-3.737872643
FARSB,-0.645985733,7.729434809,-2.334284303,0.026980182,0.125615188,-3.738284129
MCM5,-0.574264658,6.107800531,-2.333344123,0.027036668,0.125838075,-3.740096365
FGF18,0.91618728,6.388989776,2.333050098,0.027054355,0.125840217,-3.740663011
NCK2,-0.531570183,7.067475854,-2.33278531,0.027070292,0.125874273,-3.741173272
NT5DC1,-0.651525374,8.07208525,-2.332093117,0.027111994,0.12599444,-3.742506986
CALHM5,-0.898453322,6.253120096,-2.331946257,0.02712085,0.12599444,-3.74278992
POGK,-0.555187192,7.999040345,-2.331452008,0.027150671,0.12599444,-3.743742035
TBKBP1,-0.493496993,6.272192254,-2.331319421,0.027158676,0.12599444,-3.743997427
CDH24,-0.766566911,3.365632201,-2.331291294,0.027160375,0.12599444,-3.744051606
LMCD1-AS1,0.805621896,2.993242939,2.331199478,0.02716592,0.12599444,-3.744228455
CRYAB,-0.778501879,13.52466132,-2.331197227,0.027166056,0.12599444,-3.744232792
HS6ST1,-0.592339092,7.359748647,-2.330844289,0.02718738,0.12599444,-3.744912558
MOB1A,-0.70362241,7.996894446,-2.330824537,0.027188574,0.12599444,-3.744950597
CCDC136,0.783867063,6.669509195,2.330720238,0.027194879,0.12599444,-3.745151465
ZNF326,0.487631081,6.4267103,2.330637151,0.027199903,0.12599444,-3.745311477
MPV17L,-0.65038326,5.059221286,-2.330411199,0.027213568,0.12599444,-3.745746604
PTBP3,-0.675028991,8.248724217,-2.330276508,0.027221718,0.12599444,-3.746005972
CCDC47,-0.685982293,9.350444033,-2.33026297,0.027222537,0.12599444,-3.746032041
CEP20,-0.730099587,7.66069056,-2.330214128,0.027225493,0.12599444,-3.746126092
CNOT2,-0.601339323,8.329388609,-2.329826555,0.027248957,0.12600386,-3.746872353
C8orf82,-0.531939152,6.101391611,-2.32970641,0.027256235,0.12600386,-3.747103672
HECTD1,-0.636311053,11.46476853,-2.329577769,0.027264029,0.12600386,-3.74735134
PTTG1IP,-0.665603708,10.30236095,-2.329412751,0.02727403,0.12600386,-3.747669031
WASHC5,-0.663872207,8.224041605,-2.329375206,0.027276306,0.12600386,-3.747741311
LPIN2,-0.608792074,7.247208351,-2.329222891,0.027285541,0.12600386,-3.748034529
ELOVL5,-0.685937147,8.010385632,-2.329183998,0.0272879,0.12600386,-3.748109399
PAM,-0.781603655,12.91009693,-2.328881758,0.027306234,0.126048684,-3.748691192
GGCX,-0.559896471,6.950968862,-2.328501254,0.027329333,0.126115462,-3.749423567
RPP14,-0.771848099,8.105966028,-2.328288723,0.027342242,0.126135194,-3.749832601
ITGB1,-0.887596616,12.79419601,-2.327665174,0.02738015,0.126270198,-3.751032534
TMEM60,-0.750596264,5.115282265,-2.327184294,0.027409416,0.12636528,-3.751957775
RNF24,-0.788991102,5.627821205,-2.326902657,0.02742657,0.126404476,-3.752499602
ZNF792,-0.608278557,5.961798485,-2.325942585,0.027485119,0.126603033,-3.754346311
ELOF1,-0.587974785,6.714718584,-2.325912056,0.027486983,0.126603033,-3.754405027
FBXL5,-0.825471189,9.810269643,-2.325750981,0.027496818,0.126608416,-3.754714804
LY6E,-0.669612373,7.191174643,-2.325595909,0.027506289,0.126612123,-3.755013023
SPATA7,-0.70448274,6.080397829,-2.325080498,0.02753779,0.126717198,-3.756004116
MRS2,-0.700712769,8.53912859,-2.324830295,0.027553093,0.126747699,-3.756485184
RNF5,-0.7426439,7.924709801,-2.32431966,0.02758435,0.126827071,-3.75746688
NUDCD2,-0.73505649,5.537807967,-2.324264813,0.027587709,0.126827071,-3.757572315
C3orf18,-0.602778661,7.986784761,-2.323704388,0.027622055,0.126945021,-3.758649552
ZNRD1ASP,0.596348768,5.767893836,2.322832676,0.027675555,0.127150898,-3.760324796
SLC39A9,-0.745440682,8.207900106,-2.322604104,0.027689599,0.127175428,-3.760763994
PRPS1,-0.762068472,7.062723849,-2.322103052,0.027720407,0.127205418,-3.761726659
ACTG1P10,0.675526118,3.682112944,2.322073112,0.027722249,0.127205418,-3.761784177
G6PD,-0.700528355,5.061934991,-2.321486474,0.027758361,0.127331131,-3.762911092
TTC21A,1.020834523,3.320380038,2.321192788,0.027776456,0.127352685,-3.763475183
MMP11,-0.820087994,4.278195633,-2.321127277,0.027780493,0.127352685,-3.763601006
DDX59,-0.602424389,6.719197007,-2.320583602,0.027814023,0.127434288,-3.764645115
HINT2,-0.676433604,6.637233675,-2.320395355,0.027825642,0.127434288,-3.7650066
PPP2R5D,-0.556944845,8.116695197,-2.320319351,0.027830334,0.127434288,-3.765152542
RPL10P16,-1.141672528,2.266373476,-2.320205101,0.027837388,0.127434288,-3.765371917
NCOA5,-0.534852117,6.897283408,-2.320131948,0.027841906,0.127434288,-3.765512378
TMEM81,-0.547070485,3.297370358,-2.319792478,0.02786288,0.127449583,-3.766164153
EZR,-0.645428604,10.45974735,-2.319761153,0.027864816,0.127449583,-3.766224292
MRPS11,-0.657359872,7.269405254,-2.31965435,0.027871418,0.127449583,-3.766429336
LINC00887,0.700503609,4.787241782,2.319315833,0.027892353,0.127505407,-3.767079192
TOX2,0.926845637,2.423728074,2.318797778,0.027924419,0.127612062,-3.768073588
BCL2L13,-0.661096014,9.674165733,-2.318167058,0.027963504,0.127661872,-3.769284044
MAP4K5,-0.578691319,7.629837327,-2.318133982,0.027965555,0.127661872,-3.769347515
SLC25A19,-0.653337338,4.812482657,-2.318084435,0.027968628,0.127661872,-3.769442594
HLA-E,-0.605124473,10.20667407,-2.318057946,0.02797027,0.127661872,-3.769493426
TC2N,-1.15750229,5.378417368,-2.317834639,0.027984123,0.12768521,-3.769921923
DCLK1,-0.589541414,6.638751677,-2.317693152,0.027992904,0.127685397,-3.770193404
ABCA10,0.822600667,7.022794876,2.31742202,0.028009737,0.127722302,-3.770713613
C19orf53,-0.534072833,7.94013762,-2.316581678,0.028061967,0.127849326,-3.772325685
TUBB2A,-0.997176221,4.816529038,-2.316496999,0.028067235,0.127849326,-3.772488108
ZNF441,0.5005643,6.830759512,2.3162883,0.028080222,0.127849326,-3.772888395
AP1B1,-0.539384533,8.31570616,-2.316042564,0.028095521,0.127849326,-3.773359691
RHOG,-0.681874489,6.197275607,-2.3160255,0.028096584,0.127849326,-3.773392416
GTPBP4,-0.624361119,8.101249487,-2.315909107,0.028103833,0.127849326,-3.773615633
MED7,-0.655767524,5.793952779,-2.315848645,0.0281076,0.127849326,-3.773731583
NELFE,-0.606710139,7.650366782,-2.314299029,0.028204289,0.128169051,-3.776702651
ADAM1A,0.70617821,3.922190136,2.314290103,0.028204846,0.128169051,-3.776719762
CHCHD2,-0.733139349,9.62085434,-2.314040942,0.028220421,0.128169051,-3.777197351
GTPBP8,-0.883726266,6.603570303,-2.313484253,0.028255248,0.128257316,-3.778264287
YIF1B,-0.646328152,6.195918336,-2.313428346,0.028258748,0.128257316,-3.778371427
UBE2G2,-0.559176487,8.56646192,-2.313236998,0.028270729,0.128271846,-3.778738112
THOC5,-0.514644795,7.827769412,-2.312844738,0.028295304,0.128276543,-3.779489752
SBK1,1.168119812,4.525889008,2.312743605,0.028301643,0.128276543,-3.779683526
IMP4,-0.584511927,7.250039686,-2.312679035,0.028305691,0.128276543,-3.779807243
AGFG1,-0.640903071,8.921843444,-2.312648627,0.028307598,0.128276543,-3.779865503
RIC8B,-0.52403271,7.90592419,-2.312320671,0.028328168,0.128276543,-3.780493824
DHX29,-0.598066604,8.506648099,-2.312198916,0.028335808,0.128276543,-3.780727075
SLC25A24,-0.594111346,7.528558121,-2.312104601,0.028341727,0.128276543,-3.780907753
ACP5,-1.5065207,2.943012866,-2.312100188,0.028342004,0.128276543,-3.780916208
ADGRG6,-0.919464824,5.155905195,-2.311561551,0.028375833,0.128389877,-3.781947971
EXTL2,-0.777026684,6.417413383,-2.311103684,0.028404617,0.128480327,-3.782824895
QTRT2,-0.605648009,5.699043787,-2.310953551,0.028414061,0.128483267,-3.783112409
C16orf72,-0.59673852,8.91314096,-2.310610992,0.028435621,0.128534328,-3.783768387
VPS37A,-0.653085774,8.816055971,-2.310406573,0.028448493,0.128534328,-3.784159804
SLC37A3,-0.605459439,6.49851839,-2.310354918,0.028451747,0.128534328,-3.78425871
ZFYVE9,-0.54051023,8.167421624,-2.309937883,0.028478027,0.128582192,-3.785057156
PSME4,-0.694015498,10.23753574,-2.309907483,0.028479943,0.128582192,-3.785115357
LINC01967,1.038079093,3.24185071,2.309701735,0.028492918,0.128601028,-3.78550924
CDK17,-0.585761645,7.723426604,-2.309478937,0.028506973,0.128624732,-3.785935737
GFUS,-0.553822983,6.507336336,-2.309267223,0.028520336,0.128627559,-3.786340989
RTN4IP1,-0.656897107,6.662577973,-2.309190045,0.028525208,0.128627559,-3.786488714
TBC1D2,-0.804200926,3.921074048,-2.308908801,0.02854297,0.128667941,-3.787027008
RUNDC3B,-0.798896647,3.920969891,-2.30861246,0.028561697,0.128678919,-3.787594152
TRMT10A,-0.732762404,4.727149841,-2.308591515,0.028563021,0.128678919,-3.787634234
NOL11,-0.661475859,7.6118568,-2.308237987,0.028585377,0.128739936,-3.788310756
FAM136A,-0.852695192,6.756312059,-2.307362738,0.028640792,0.128949762,-3.789985359
CCDC88B,-0.625166924,4.593859073,-2.307209659,0.028650495,0.128953705,-3.7902782
COPB1,-0.766853925,9.266006231,-2.306986975,0.028664614,0.128970867,-3.790704174
DENND2C,-0.565818579,6.074396485,-2.306871101,0.028671963,0.128970867,-3.790925818
ADAMTS9,-0.665492467,8.176322298,-2.306343519,0.028705447,0.12908174,-3.791934887
ELK4,-0.493311655,8.006581216,-2.30616031,0.028717082,0.12909433,-3.792285262
KRT18P57,1.249167786,2.22337331,2.30600486,0.028726959,0.129099005,-3.792582535
ARMCX4,0.688986852,4.910842164,2.305550987,0.028755812,0.129113837,-3.793450419
FLVCR1-DT,-0.942909574,2.761191815,-2.305472478,0.028760806,0.129113837,-3.79360053
CD40,-0.561477182,5.311455441,-2.305467274,0.028761137,0.129113837,-3.793610481
ETFRF1,-0.850667349,7.54580368,-2.305335125,0.028769544,0.129113837,-3.793863145
BFSP1,-0.718999886,2.414138541,-2.305258095,0.028774446,0.129113837,-3.794010418
VKORC1,-0.76242079,6.582822226,-2.304575658,0.028817905,0.12926914,-3.795315031
MTM1,-0.659064729,6.80634958,-2.304016086,0.028853584,0.129362496,-3.796384572
ORC4,-0.738325592,7.352294299,-2.303613499,0.028879278,0.129362496,-3.797153952
USP32,-0.629956417,8.507857066,-2.303587837,0.028880917,0.129362496,-3.797202991
OPA3,-0.520206014,8.12563995,-2.3035696,0.028882081,0.129362496,-3.797237841
SUPT4H1,-0.696822422,7.593831986,-2.303555389,0.028882989,0.129362496,-3.797264998
APRT,-0.696583515,6.587804055,-2.303152591,0.02890872,0.129406417,-3.798034676
SRPX2,-0.875463154,6.971521731,-2.303064446,0.028914354,0.129406417,-3.798203095
PRKAR2A,-0.674138926,8.446913603,-2.302871098,0.028926715,0.129406417,-3.79857251
NUDT16L1,-0.597687189,7.0572571,-2.302664278,0.028939942,0.129406417,-3.798967641
ZC4H2,-0.792534551,5.076384098,-2.302660124,0.028940208,0.129406417,-3.798975578
POLR2J3,0.900741436,5.554107085,2.302510544,0.028949778,0.129406417,-3.799261337
SCPEP1,-0.63910378,8.380169509,-2.302008953,0.028981891,0.129406417,-3.800219489
ZBTB47-AS1,0.754423696,4.08122377,2.30188995,0.028989515,0.129406417,-3.800446791
AK1,-0.568676353,10.29732517,-2.301866539,0.028991015,0.129406417,-3.800491507
NR2C2AP,-0.620498709,4.079766553,-2.301851878,0.028991954,0.129406417,-3.80051951
DNAI7,-1.083146103,2.403466317,-2.30184367,0.02899248,0.129406417,-3.800535188
RPS6KB1,-0.545467709,8.077570659,-2.301740622,0.028999084,0.129406417,-3.800732006
KAT14,-0.60532086,7.356939316,-2.301482754,0.029015614,0.129423317,-3.801224501
NRAS,-0.693548314,7.346251096,-2.301405196,0.029020588,0.129423317,-3.801372618
RGS9BP,-0.877095592,4.208368443,-2.300997165,0.029046766,0.129428555,-3.802151811
RGS2,-0.919228152,6.229189254,-2.30088479,0.02905398,0.129428555,-3.802366392
DCAF13,-0.701664443,6.89411253,-2.300866476,0.029055156,0.129428555,-3.802401362
HNRNPH3,0.607945521,8.197253968,2.300834668,0.029057198,0.129428555,-3.802462098
RNF7,-0.754672319,7.816398433,-2.300124964,0.029102797,0.129493966,-3.803817096
GTF2F1,-0.508065277,7.930267925,-2.300097201,0.029104582,0.129493966,-3.803870096
TMEM160,-0.763344828,3.112026806,-2.299917374,0.029116147,0.129493966,-3.804213382
LPCAT4,-0.582497952,7.002434139,-2.299916558,0.0291162,0.129493966,-3.80421494
NCSTN,-0.648936334,8.879959602,-2.299260937,0.029158399,0.129642183,-3.805466357
POR,-0.582817878,7.881907298,-2.298683421,0.029195617,0.129764998,-3.806568493
MRGPRF,-0.946143582,4.376032159,-2.298556761,0.029203786,0.129764998,-3.806810187
TGIF2,-0.531418608,6.027412414,-2.298028883,0.029237852,0.129861896,-3.807817395
ARMC8,-0.603145178,8.224067822,-2.29782321,0.029251134,0.129861896,-3.808209784
NDUFV1-DT,0.613973236,5.383326792,2.297720877,0.029257745,0.129861896,-3.80840501
ULK3,-0.485986623,7.378356476,-2.297097875,0.02929802,0.129953893,-3.809593412
ADAMTS3,-1.020063219,3.021624966,-2.297072429,0.029299666,0.129953893,-3.809641947
NFKB1,-0.593207086,7.856683145,-2.296608482,0.029329693,0.130047594,-3.810526799
SERPINA1,-1.365378832,3.941258142,-2.296258548,0.02935236,0.13010861,-3.811194123
RPS6KA5,-0.723319725,6.322848227,-2.295714798,0.029387612,0.130225361,-3.81223092
MRPL18,-0.678394487,7.555404019,-2.295503835,0.0294013,0.130225948,-3.812633129
LSP1P4,-0.968374923,4.056375172,-2.295438009,0.029405572,0.130225948,-3.812758626
PPP6C,-0.798793936,8.657020249,-2.294935443,0.029438206,0.130317631,-3.813716671
GATM,0.690463331,7.935632494,2.29472269,0.029452031,0.130317631,-3.814122201
RNF126,-0.559391244,6.109270284,-2.294707272,0.029453033,0.130317631,-3.814151589
MVB12A,-0.534054193,5.213340817,-2.294387502,0.029473824,0.130370141,-3.814761055
SSR3,-0.873119324,10.52708788,-2.293972688,0.029500815,0.13039092,-3.815551588
ERI3,-0.59101345,7.701821364,-2.293922865,0.029504058,0.13039092,-3.815646531
NUDT1,-0.737295331,4.557268733,-2.29384039,0.029509428,0.13039092,-3.815803695
TRIM17,1.127400747,2.677769613,2.293671568,0.029520422,0.13039092,-3.816125386
MRPL58,-0.718520238,6.957222795,-2.293629743,0.029523146,0.13039092,-3.816205082
MYO18B,0.522201989,12.30491477,2.292114748,0.02962198,0.130774003,-3.819091184
WDR3,-0.654996815,7.301590061,-2.292000191,0.029629465,0.130774003,-3.819309365
MARCHF3,-0.685250651,7.291480077,-2.291888934,0.029636737,0.130774003,-3.819521254
UFC1,-0.737178003,7.40058913,-2.291594104,0.029656014,0.130812915,-3.820082727
KLF16,-0.719298943,4.131821351,-2.291480236,0.029663462,0.130812915,-3.820299564
RPAP3,-0.64350217,7.127874264,-2.290480625,0.029728921,0.130940516,-3.822202795
SLC38A9,-0.718060049,5.53471149,-2.290347962,0.029737618,0.130940516,-3.82245534
FSD1L,0.653718957,7.408501894,2.290201636,0.029747214,0.130940516,-3.822733883
ATP1A1,-0.682285576,10.64689086,-2.289943503,0.029764148,0.130940516,-3.823225231
ZNF302,-0.597875915,8.381892719,-2.289896799,0.029767213,0.130940516,-3.823314125
ISCA2,-0.716524723,6.525057261,-2.289813319,0.029772692,0.130940516,-3.823473016
CTCF,-0.545275372,8.296384911,-2.289708967,0.029779542,0.130940516,-3.823671628
SLC35G1,-0.760390424,3.074775,-2.289604056,0.02978643,0.130940516,-3.823871299
CWC27,-0.562144564,7.215977321,-2.289357386,0.029802631,0.130940516,-3.824340747
ERVK3-1,-0.508487125,6.639645767,-2.289269057,0.029808435,0.130940516,-3.824508841
PPP1R3F,-0.549719008,7.166712182,-2.289245562,0.029809979,0.130940516,-3.824553551
SLC25A33,-0.842141646,5.712353293,-2.289211308,0.02981223,0.130940516,-3.824618736
AHNAK2,-1.038186533,6.900036394,-2.289053343,0.029822612,0.130940516,-3.824919335
VPS26C,-0.606535303,8.593408871,-2.289023369,0.029824583,0.130940516,-3.824976371
TFIP11,-0.52153563,7.79870409,-2.288231286,0.029876696,0.131066959,-3.826483437
TAF12-DT,-0.802802556,2.432846596,-2.288181138,0.029879998,0.131066959,-3.826578841
CCDC149,-0.508851541,6.221058431,-2.288013484,0.02989104,0.131066959,-3.826897781
NCAM2,-0.812578708,5.568662434,-2.287930081,0.029896535,0.131066959,-3.827056438
RNF113A,-0.582233512,5.37340109,-2.287776963,0.029906624,0.131066959,-3.827347702
CDR2,-0.639653685,5.808473311,-2.287733901,0.029909462,0.131066959,-3.827429614
METTL9,-0.899960435,8.218166954,-2.287484456,0.029925907,0.131099702,-3.827904083
RAMP1,-0.746606409,8.48592939,-2.286956403,0.029960747,0.131121204,-3.828908375
RPL28,-0.602033423,8.643201029,-2.286942312,0.029961677,0.131121204,-3.828935171
GABARAP,-0.694928575,9.294282192,-2.286932707,0.029962311,0.131121204,-3.828953437
TRAPPC12,-0.460313864,7.683960355,-2.286673029,0.029979458,0.131121204,-3.829447253
COPS8,-0.833144877,8.8733275,-2.28647017,0.02999286,0.131121204,-3.829832992
EAF1,-0.549778887,6.903697737,-2.28641827,0.02999629,0.131121204,-3.829931678
DRG1,-0.647630509,8.142416134,-2.28632258,0.030002614,0.131121204,-3.830113622
PPA1,-0.902556849,8.13467089,-2.285481767,0.030058235,0.131325003,-3.831712129
7SK,-0.792278754,15.36532048,-2.285226157,0.030075162,0.131359677,-3.832198001
BMI1,-0.721935175,8.164856872,-2.284737855,0.030107523,0.131424451,-3.833126081
MAP3K7CL,1.319679063,5.614099977,2.284508314,0.030122747,0.13143916,-3.833562308
SRP72,-0.695524189,8.454659043,-2.284307281,0.030136085,0.13143916,-3.833944332
ISG15,-0.748596825,5.22329658,-2.284273261,0.030138343,0.13143916,-3.834008979
ZNF480,-0.617936615,7.725737149,-2.283804305,0.03016948,0.131511691,-3.834900044
ARFGEF3,0.868962085,6.979892987,2.283751675,0.030172977,0.131511691,-3.835000038
AURKAIP1,-0.481176187,8.416633557,-2.283490917,0.030190305,0.131547973,-3.835495444
M6PR,-0.563508334,8.557207053,-2.283222777,0.030208133,0.131586411,-3.836004836
TPP1,-0.572605811,8.992058761,-2.28285567,0.030232557,0.131653548,-3.836702171
TBL2,-0.556899197,6.088561228,-2.282415384,0.030261873,0.131741942,-3.837538416
NPAS2,-0.54363703,7.585270899,-2.281717904,0.030308366,0.131905043,-3.83886293
EGR2,0.971238272,4.255068851,2.281576288,0.030317814,0.131906868,-3.839131825
ALG1,-0.620137371,4.946853524,-2.281057609,0.030352441,0.132018207,-3.84011658
SLC25A20,-0.777603086,8.809546103,-2.280920728,0.030361585,0.132018676,-3.840376435
RTN1,-1.162090352,2.931757709,-2.280534971,0.030387368,0.132091473,-3.841108699
P3H3,0.660083371,7.123345407,2.280323495,0.030401511,0.132106792,-3.8415101
EIF4E,-0.734270259,8.253511269,-2.2802119,0.030408976,0.132106792,-3.841721906
PXDNL,0.576893207,9.733786999,2.279472968,0.030458452,0.132158303,-3.843124219
CYP2T1P,0.74098341,3.554435036,2.279164537,0.030479124,0.132158303,-3.843709456
TMEM69,-0.754131557,6.88549627,-2.278937153,0.030494373,0.132158303,-3.844140875
FUCA2,-0.680408053,7.433264329,-2.278873644,0.030498633,0.132158303,-3.844261366
MED20,-0.695268241,6.713427095,-2.278830906,0.0305015,0.132158303,-3.844342449
STAU2,-0.652137322,9.506988299,-2.278744817,0.030507276,0.132158303,-3.844505773
RANBP2,-0.656217711,10.99884426,-2.278742829,0.03050741,0.132158303,-3.844509545
DARS1,-0.716905493,8.926020006,-2.278721693,0.030508828,0.132158303,-3.844549643
HGSNAT,-0.487224826,8.044934087,-2.278684997,0.030511291,0.132158303,-3.84461926
HNRNPA3,0.50090357,8.995056664,2.278528583,0.030521789,0.132164594,-3.844915987
DANCR,-0.685796552,7.960804384,-2.278193291,0.030544305,0.132222903,-3.845552012
DPP3P2,0.581049539,6.0022586,2.277911074,0.030563269,0.132265804,-3.846087309
AP1S1,-0.742274999,5.22056822,-2.277024724,0.030622896,0.132464682,-3.847768208
SH3GLB1,-0.761085199,10.4181146,-2.276958462,0.030627358,0.132464682,-3.847893851
PLA2G12A,-0.800472931,8.541459518,-2.276609066,0.030650894,0.132527247,-3.848556322
NFKBIE,-0.787125591,3.984022856,-2.275701104,0.030712135,0.132622751,-3.850277538
KCTD5,-0.520729282,6.260634636,-2.275639644,0.030716285,0.132622751,-3.850394031
GIMAP5,-0.550369683,7.485480712,-2.275605011,0.030718623,0.132622751,-3.850459673
P2RX5,-0.847496572,6.360977938,-2.275595846,0.030719242,0.132622751,-3.850477044
DR1,-0.67869772,8.241548966,-2.275540642,0.03072297,0.132622751,-3.850581676
PLCD3,-0.559089832,8.35352729,-2.275474335,0.030727448,0.132622751,-3.85070735
ADAM17,-0.513207397,7.792818069,-2.275275624,0.030740871,0.132641504,-3.851083958
SENP1,-0.515433723,6.680840055,-2.275055773,0.030755729,0.132666432,-3.851500606
SLC26A2,-0.794902716,7.404722981,-2.274799239,0.030773074,0.132702071,-3.851986738
SLC66A3,-0.728380021,5.743531009,-2.274384753,0.030801118,0.132727126,-3.852772114
HAS3,0.667680701,3.200996207,2.274376303,0.03080169,0.132727126,-3.852788124
LAGE3,-0.640559763,5.184186561,-2.274310583,0.030806139,0.132727126,-3.852912641
POLR2I,-0.629712384,7.18896684,-2.273791649,0.030841287,0.132839387,-3.853895768
DIS3L,-0.579564435,8.531491394,-2.273566769,0.03085653,0.13286587,-3.85432176
FOXN3,-0.603862214,10.75987768,-2.272758609,0.030911364,0.133030111,-3.855852424
TAS2R15P,1.103232373,1.897384249,2.27255379,0.030925275,0.133030111,-3.856240297
TMEM263,-0.758306375,8.497045042,-2.27255251,0.030925362,0.133030111,-3.85624272
NCEH1,-0.765745696,9.028310048,-2.272468142,0.030931094,0.133030111,-3.856402484
ATP6V1C2,-1.032124575,2.116477555,-2.272216667,0.030948185,0.133054372,-3.856878665
COX4I2,-0.565688067,5.536856416,-2.272117169,0.030954949,0.133054372,-3.857067059
ADAM11,-1.236534939,4.973259447,-2.271805159,0.03097617,0.133075131,-3.8576578
PPP1R3A,-0.798397796,11.05174138,-2.271778325,0.030977996,0.133075131,-3.857708604
UTP25,-0.602493165,6.850014083,-2.271114336,0.031023202,0.133201085,-3.858965567
MYLK4,-0.793868693,4.113920431,-2.271079869,0.03102555,0.133201085,-3.859030809
FBXL15,-0.488898057,4.705936389,-2.270771745,0.03104655,0.133252085,-3.859614013
TXNL4A,-0.778268147,7.436048126,-2.270303426,0.031078492,0.133350006,-3.860500324
ALG6,-0.62959242,4.993929011,-2.270066413,0.031094669,0.133380246,-3.860948833
PNPT1,-0.577253717,7.972461894,-2.26943297,0.031137942,0.133426422,-3.862147369
ZNF180,-0.586947707,5.799940538,-2.269428743,0.03113823,0.133426422,-3.862155365
DES,-0.593520838,15.99388591,-2.269277717,0.031148556,0.133426422,-3.862441088
UBE2I,-0.499566058,7.833216343,-2.269047327,0.031164313,0.133426422,-3.862876932
CSNK2A1,-0.569258915,9.500270364,-2.269025671,0.031165794,0.133426422,-3.862917899
BNIP3L,-0.784698654,9.058999938,-2.268841151,0.03117842,0.133426422,-3.863266942
ITGB1BP2,-0.664165308,8.497380689,-2.268838106,0.031178628,0.133426422,-3.863272703
CACFD1,-0.542860561,5.679718788,-2.26872349,0.031186473,0.133426422,-3.863489504
ST6GALNAC6,-0.608711409,8.267438261,-2.268532587,0.031199543,0.133426422,-3.863850592
CNOT7,-0.78794304,8.532034512,-2.268478089,0.031203275,0.133426422,-3.863953669
ARHGAP32,-0.543956678,6.367204709,-2.268439877,0.031205892,0.133426422,-3.864025941
FAM131A,-0.493318426,6.88042917,-2.268281592,0.031216735,0.133433732,-3.864325309
SPAG5,-0.841016246,3.463279435,-2.268107831,0.031228642,0.133445585,-3.864653928
CDKN2C,-0.628504522,6.075303427,-2.267831661,0.031247574,0.133466887,-3.865176192
MRPS31,-0.62733039,7.217793962,-2.267768622,0.031251897,0.133466887,-3.865295399
PLPP1,-0.628220899,8.147085817,-2.267164495,0.031293354,0.133538209,-3.866437689
PCDH18,-0.923632839,7.441654345,-2.267106468,0.031297339,0.133538209,-3.866547396
LMAN2L,-0.623891735,7.212290315,-2.267071357,0.03129975,0.133538209,-3.866613777
MYG1,-0.539526274,6.537820183,-2.266992615,0.031305158,0.133538209,-3.866762643
NCKAP1,-0.78440172,10.94369929,-2.266688157,0.031326077,0.13355502,-3.867338208
MORN2,-0.942493608,5.495777576,-2.26666917,0.031327382,0.13355502,-3.867374101
FAM131B-AS2,-1.078570952,3.366720098,-2.266509471,0.03133836,0.133559211,-3.867675983
