,logFC,AveExpr,t,P.Value,adj.P.Val,B
SERPINA3,-5.159595462,5.089482736,-8.509809286,2.98E-09,2.45E-05,10.88656676
WNT9A,3.436242166,4.4402105,8.461523909,3.35E-09,2.45E-05,10.78314515
CD163,-3.399282126,7.363001815,-8.206319278,6.22E-09,3.03E-05,10.23041752
FCN3,-2.988638271,4.841714505,-7.189576857,7.96E-08,0.000290881,7.92881739
C1QB,-2.986883674,6.729942687,-7.024091146,1.22E-07,0.000291929,7.539833927
METTL7B,-2.685255778,4.200241915,-7.002729831,1.29E-07,0.000291929,7.489346767
TLL2,1.848571926,7.367993141,6.971558771,1.40E-07,0.000291929,7.41556277
DNAAF3,2.20306269,7.219512416,6.853036364,1.90E-07,0.00033221,7.133817817
EIF4EBP1,-1.705713946,5.299017529,-6.807579943,2.14E-07,0.00033221,7.025267137
VSIG4,-3.194312933,6.018822766,-6.785111519,2.27E-07,0.00033221,6.971512553
ARNTL,-1.908035977,5.022786822,-6.617700057,3.53E-07,0.000428167,6.568958244
LYVE1,-2.769430039,6.817944618,-6.590659449,3.79E-07,0.000428167,6.503608119
ST8SIA2,1.572533397,6.187166558,6.588646302,3.81E-07,0.000428167,6.498739284
C3AR1,-2.457191658,4.552294289,-6.205864286,1.05E-06,0.001025586,5.564390548
G0S2,-1.633579577,7.773668124,-6.137976266,1.26E-06,0.001153064,5.397006877
C1QC,-2.442863414,6.691250576,-6.02367054,1.72E-06,0.001474904,5.114140908
LILRB1,-2.046403063,3.268403972,-5.999771178,1.83E-06,0.001485441,5.054840872
TUBA3E,-3.029048868,4.881591245,-5.875881313,2.56E-06,0.001965077,4.746615921
ANKRD33B,1.847775203,4.353334385,5.824851109,2.93E-06,0.00214274,4.619275343
ALOX5AP,-2.183574368,3.563476175,-5.773307553,3.37E-06,0.002179748,4.490440499
S1PR3,-1.65686102,7.371423799,-5.748614106,3.61E-06,0.002179748,4.428645276
VAV1,-1.897559073,3.858687726,-5.733856746,3.75E-06,0.002179748,4.39169308
ITGB2,-2.114142753,6.237286687,-5.714695034,3.95E-06,0.002179748,4.343688384
DANT2,1.846971689,4.925588638,5.714226165,3.96E-06,0.002179748,4.342513418
MAP3K8,-1.607760538,5.122067952,-5.703943614,4.07E-06,0.002179748,4.316741758
TUBA3D,-2.831021004,5.794015142,-5.700073006,4.11E-06,0.002179748,4.30703869
CD84,-2.292020563,4.272578525,-5.694239537,4.18E-06,0.002179748,4.292412977
ATRNL1,2.488282864,6.702204981,5.681231884,4.33E-06,0.002180142,4.259791397
CR1,-2.645668609,3.977220653,-5.625560997,5.03E-06,0.002451154,4.12004352
KDM4A-AS1,2.104116467,2.363692344,5.61280341,5.21E-06,0.002455702,4.087989514
MS4A4A,-2.227472155,4.683425525,-5.545132847,6.26E-06,0.002819631,3.917791527
ASRGL1,-1.582372273,3.574151428,-5.538951868,6.37E-06,0.002819631,3.902231822
RNF165,1.260078587,4.592027475,5.51611613,6.78E-06,0.002912091,3.844726837
NCKAP1L,-1.81498919,5.595507431,-5.465697138,7.77E-06,0.003154876,3.717657824
ITGAM,-1.747394196,5.590424345,-5.447797299,8.16E-06,0.003222956,3.672512767
CD68,-2.21620514,6.69613055,-5.426135869,8.66E-06,0.003273279,3.617858761
AZGP1,-2.485170268,7.806685965,-5.422786684,8.74E-06,0.003273279,3.60940634
BMPR1AP1,2.616000935,3.59828258,5.396362702,9.39E-06,0.00329616,3.542700512
S100A9,-2.55957937,4.890170411,-5.396331523,9.39E-06,0.00329616,3.542621782
HCK,-1.873571875,4.425005765,-5.389690802,9.56E-06,0.00329616,3.525852477
MYOM3-AS1,2.24815579,3.427396271,5.38440815,9.70E-06,0.00329616,3.512511151
BLM,-2.617672482,4.738581706,-5.337923138,1.10E-05,0.003551538,3.395060165
DENND2D,-1.75439362,3.045869576,-5.336032351,1.11E-05,0.003551538,3.390280876
MGST1,-2.712194135,3.672506741,-5.332317909,1.12E-05,0.003551538,3.380891561
SCD,-2.333590277,5.903056521,-5.293349512,1.24E-05,0.00373184,3.282354908
PLEK,-2.24484007,4.800552267,-5.291018339,1.25E-05,0.00373184,3.2764584
CYBB,-2.23122899,7.221029397,-5.275439842,1.31E-05,0.003783528,3.237048823
TPST2,-1.409528579,6.645190728,-5.270096318,1.33E-05,0.003783528,3.2235291
SORBS2-AS1,2.474141272,5.277518917,5.260768697,1.36E-05,0.003783528,3.199926794
MS4A6A,-2.009524314,5.982359128,-5.257235007,1.37E-05,0.003783528,3.190984489
COL9A1,2.398151433,3.775184785,5.191923103,1.64E-05,0.00428012,3.02563654
RNF157,-1.660375982,5.164186707,-5.156885714,1.81E-05,0.004564647,2.936884485
CD14,-2.212680735,6.526779755,-5.148701866,1.85E-05,0.004564647,2.916149965
IRF5,-1.721588283,3.39588455,-5.142182462,1.88E-05,0.004564647,2.899631389
ALOX5,-1.988384678,4.316161646,-5.141184164,1.88E-05,0.004564647,2.897101861
KLF7-IT1,1.850046405,2.964854904,5.131775223,1.93E-05,0.004564647,2.87326008
RASSF7,-1.548993251,3.175841545,-5.131123501,1.94E-05,0.004564647,2.87160858
NPL,-1.733087916,4.015444707,-5.120428165,1.99E-05,0.004605469,2.844504779
MYH6,-2.636088164,11.66057313,-5.113630972,2.03E-05,0.004605469,2.827278373
AOAH,-2.11940625,3.827409608,-5.110578582,2.05E-05,0.004605469,2.81954229
TRIM14,-1.502248347,4.182941861,-5.094796122,2.14E-05,0.004703625,2.779540009
PHACTR3,-2.246209815,3.298047798,-5.089898612,2.17E-05,0.004703625,2.767125895
TBXAS1,-1.640592528,4.255926855,-5.078718501,2.24E-05,0.004703625,2.738785327
HK3,-2.230999393,3.101132861,-5.078423364,2.24E-05,0.004703625,2.738037155
LILRB4,-1.942510987,3.518028213,-5.075755426,2.25E-05,0.004703625,2.731273881
NQO1,-1.848772515,6.180907597,-5.061747388,2.34E-05,0.004809269,2.695761565
IFI30,-2.170090008,5.337672859,-5.057327564,2.37E-05,0.004809269,2.68455615
IL15RA,-1.447579229,4.56415578,-5.042701472,2.47E-05,0.004936924,2.647473455
CD53,-2.107217443,4.742016276,-5.036173902,2.51E-05,0.00493857,2.630922802
FYB1,-1.659026829,4.883271774,-5.032694497,2.54E-05,0.00493857,2.622100591
CDC7,-1.64311462,3.044058938,-5.026714532,2.58E-05,0.004953934,2.606937801
RBM47,-2.068908055,3.866139972,-5.00948992,2.70E-05,0.004972002,2.563261332
PLTP,-1.917245824,7.884434391,-5.003481936,2.75E-05,0.004972002,2.548026339
SIGLEC1,-2.178612414,5.64152317,-4.994333931,2.82E-05,0.004972002,2.524828457
SMTNL2,-1.811337501,5.229204804,-4.991286735,2.84E-05,0.004972002,2.517101143
F13A1,-2.420618309,8.638958759,-4.990945587,2.84E-05,0.004972002,2.516236033
LCP1,-2.200247267,6.833840728,-4.990769208,2.84E-05,0.004972002,2.515788755
PPP1R1A,-1.517898723,7.481922256,-4.988322421,2.86E-05,0.004972002,2.509583964
RPL7P3,2.488931478,4.246230037,4.988048299,2.86E-05,0.004972002,2.508888817
EVI2B,-1.782850791,4.519381917,-4.976665222,2.95E-05,0.004972002,2.480022171
TATDN2P3,1.340878465,5.466865873,4.968176041,3.02E-05,0.005021121,2.458493921
SAMHD1,-1.543656457,7.622587951,-4.939549872,3.27E-05,0.005345372,2.385898025
SPOCK1,-2.445691264,7.347814662,-4.936545338,3.30E-05,0.005345372,2.378278522
IL20RA,-3.061256752,3.204633979,-4.933033612,3.33E-05,0.005345372,2.369372789
CD86,-2.359621924,3.287567647,-4.92260667,3.43E-05,0.005440197,2.342930206
SEPTIN4,-1.352398435,7.554659933,-4.904820454,3.60E-05,0.005641655,2.297825352
IKZF1,-1.935408683,4.222900414,-4.90144435,3.63E-05,0.005641655,2.289263893
HAVCR2,-2.442853423,3.498908439,-4.894921119,3.70E-05,0.005682736,2.272721806
RNASE1,-1.534472803,9.365577041,-4.878876039,3.86E-05,0.005854507,2.232034675
MIR208B,2.383892518,3.744118498,4.87347183,3.92E-05,0.005854507,2.218331113
PPP1R14B,-1.307625403,7.473478711,-4.872659912,3.93E-05,0.005854507,2.216272335
THRB-IT1,2.46223957,2.877947598,4.864618559,4.01E-05,0.005924203,2.195882241
CHGB,-1.963703828,4.296397382,-4.850204417,4.18E-05,0.006084281,2.159334558
IL2RG,-1.935257633,2.129064799,-4.838055344,4.32E-05,0.006084281,2.128531887
GOLGA6L5P,1.39572472,4.697783842,4.83748287,4.32E-05,0.006084281,2.127080486
SLCO4A1,-1.93219679,3.756862274,-4.829189222,4.42E-05,0.006084281,2.106053976
CADPS2,-1.147587711,7.403096813,-4.82866074,4.43E-05,0.006084281,2.104714171
DOCK2,-1.571773614,5.783164087,-4.826619362,4.45E-05,0.006084281,2.099538917
PCK2,-1.361304328,4.006290244,-4.824181141,4.48E-05,0.006084281,2.093357678
GALNT15,-2.116870447,6.51263342,-4.823040029,4.50E-05,0.006084281,2.090464823
TMEM71,1.310692078,7.643255623,4.801059194,4.78E-05,0.006401789,2.034744796
EYA2,-1.809330699,2.418737489,-4.787466631,4.96E-05,0.006524388,2.000292663
C1QA,-2.07243576,6.858717567,-4.778175304,5.08E-05,0.006621385,1.976744605
FGF7,-1.784671311,7.093259061,-4.775533002,5.12E-05,0.006621385,1.970048238
MED12L,1.916049637,5.131132527,4.760382949,5.34E-05,0.006688741,1.931656445
DOK2,-2.08769489,2.990573025,-4.758767099,5.36E-05,0.006688741,1.927562015
FCGR3A,-2.844893555,4.492975158,-4.756885967,5.39E-05,0.006688741,1.922795459
SLA,-2.041262711,4.250514805,-4.749682016,5.50E-05,0.006688741,1.904542298
PIR,-1.271527739,5.551854649,-4.746254611,5.55E-05,0.006688741,1.895858474
APBB1IP,-1.998904605,3.47726507,-4.745867406,5.55E-05,0.006688741,1.894877453
DEPDC1P2,1.800612966,3.160152865,4.744517881,5.57E-05,0.006688741,1.891458331
GNB3,2.026850714,4.997050097,4.74374308,5.59E-05,0.006688741,1.889495332
ASB18,1.447878344,6.725837686,4.740797465,5.63E-05,0.006688741,1.882032609
RANP4,1.808512226,2.713728013,4.721658856,5.93E-05,0.006990938,1.833550375
HMOX1,-2.439735962,4.317115153,-4.709385773,6.14E-05,0.007114533,1.802465293
LCP2,-1.277913315,5.127566705,-4.704184077,6.22E-05,0.007159515,1.789291837
SYK,-1.712085118,5.366663373,-4.69478171,6.39E-05,0.00717629,1.765482127
SLC2A3P2,2.347496391,2.754163589,4.693713419,6.40E-05,0.00717629,1.762777058
LAPTM5,-2.200507658,6.500169495,-4.68886776,6.49E-05,0.00717629,1.750507583
CDC20,-1.967560614,2.203340908,-4.6850182,6.56E-05,0.00717629,1.740760824
FN3K,1.330114287,6.278553337,4.683654912,6.58E-05,0.00717629,1.73730921
RPL6P27,-1.915820832,1.490918901,-4.683182429,6.59E-05,0.00717629,1.736112977
PROCR,-1.555824165,5.331982156,-4.68097254,6.63E-05,0.00717629,1.730518076
FAM222A,-1.73580878,5.089457951,-4.680958785,6.63E-05,0.00717629,1.730483253
C9orf131,2.056375394,4.452201089,4.676059796,6.72E-05,0.007219455,1.718080789
TMEM53,-1.073775274,4.502338401,-4.665389451,6.92E-05,0.007348906,1.691070173
PYGL,-1.502102384,5.605436201,-4.662411324,6.98E-05,0.007348906,1.683532134
PER2,1.239729532,7.266142387,4.661559161,6.99E-05,0.007348906,1.681375252
IL1R1,-1.686886335,8.099782379,-4.647257631,7.27E-05,0.007555418,1.64518108
KLHL32,-1.907467686,2.761258268,-4.644833394,7.32E-05,0.007555418,1.639046598
CBS,-1.934974663,5.236683381,-4.643584613,7.34E-05,0.007555418,1.63588667
SDSL,1.23134217,5.056108417,4.638382225,7.45E-05,0.007609875,1.622723143
GCNT1,-1.653127909,4.505168876,-4.63140755,7.59E-05,0.007702256,1.605076878
BMS1P1,1.678007817,6.038830013,4.628649359,7.65E-05,0.00770693,1.598099055
DUSP23,-1.149468419,4.616463477,-4.626021975,7.70E-05,0.00770922,1.591452438
NSA2P5,2.078409347,2.777558729,4.612324655,8.00E-05,0.007948363,1.556806287
AKR1C1,-2.080447093,6.258716521,-4.605449165,8.15E-05,0.008010509,1.539418334
INSYN1,-1.143326548,7.466485774,-4.604516636,8.17E-05,0.008010509,1.537060147
RPL22P1,-1.62203069,1.819212239,-4.599483206,8.28E-05,0.00806712,1.524332226
PRH2,1.735314373,3.985213975,4.588671665,8.53E-05,0.008199242,1.496997144
EPHB2,-2.037197305,3.378113935,-4.584566266,8.63E-05,0.008237371,1.486618757
MID1IP1,-1.265733272,6.588549632,-4.566084757,9.07E-05,0.0086069,1.439907612
UBASH3B,-1.395492644,4.556120648,-4.561534245,9.19E-05,0.008658127,1.42840894
CEP19,-1.24066449,3.306644433,-4.551843488,9.43E-05,0.008725432,1.403924847
GRB14,-1.727644446,5.645574559,-4.551661774,9.44E-05,0.008725432,1.403465784
GRIP1,-2.113870686,2.422203889,-4.545897806,9.59E-05,0.008807857,1.388905203
HMOX2,-1.212171124,8.384013164,-4.533693042,9.91E-05,0.009027232,1.358080003
FAM167B,-1.806381648,2.576546464,-4.53228415,9.95E-05,0.009027232,1.354522116
SNHG14,1.925961215,4.816917966,4.525672924,0.000101287,0.009094933,1.33782817
PIK3AP1,-1.599927064,5.821227529,-4.520853203,0.000102626,0.009125755,1.325659443
CACNA2D4,-1.455589851,2.725157892,-4.519293441,0.000103063,0.009125755,1.321721667
ADAP2,-1.453960472,5.278253353,-4.514894133,0.000104306,0.009180148,1.310615898
LAIR1,-1.397142712,5.360819535,-4.504261363,0.000107371,0.009370213,1.283778693
VGLL3,-1.99672755,6.534731473,-4.501400778,0.000108211,0.009370213,1.27655966
NABP1,-1.436146344,4.361091292,-4.486194003,0.000112786,0.009636245,1.238191625
GPSM2,-1.811122317,4.047756098,-4.479272212,0.000114931,0.00974925,1.220731947
DOCK11,-1.334795818,6.652912529,-4.477640571,0.000115443,0.00974925,1.216616686
FCER1G,-2.702764931,4.364189671,-4.471196294,0.000117486,0.009753851,1.200364805
ZNF831,-2.082437645,1.822802619,-4.471151387,0.0001175,0.009753851,1.200251562
TNFRSF8,-1.433019655,2.916683006,-4.468458895,0.000118364,0.009770084,1.19346212
BCAT1,-2.186936966,5.77844611,-4.465698061,0.000119257,0.009777586,1.186500819
MT1X,-2.065731731,5.068185646,-4.462759122,0.000120215,0.009777586,1.179090971
CTSC,-1.838117711,6.557558733,-4.462001412,0.000120463,0.009777586,1.177180672
LRRN3,-1.984954538,4.566033219,-4.45702931,0.000122104,0.009801628,1.164646182
HAS2,-1.664125173,4.131414277,-4.456350661,0.00012233,0.009801628,1.162935457
CDCP1,-2.279751246,2.188327709,-4.448918619,0.000124829,0.00991167,1.144202875
LRMDA,-1.458799825,4.386850964,-4.441386761,0.000127413,0.010062172,1.125222435
ZSCAN5A,-1.178617001,3.733337534,-4.437218827,0.000128866,0.010068407,1.114720789
KLHL3,-1.103412562,8.290429738,-4.435570367,0.000129445,0.010068407,1.110567607
SPI1,-1.543915288,4.41265991,-4.43426185,0.000129906,0.010068407,1.107271021
GHRL,1.885977937,2.540368352,4.433294678,0.000130248,0.010068407,1.104834468
RPS6KA1,-1.376099385,4.684201848,-4.422066596,0.000134287,0.010325945,1.076552814
FPR1,-2.426789424,3.266524758,-4.410518123,0.00013857,0.01059951,1.047473385
MTND4P14,1.875283824,2.384605928,4.408543904,0.000139316,0.010601044,1.042503191
C1orf105,-2.829160375,3.199434377,-4.404773844,0.000140751,0.010654744,1.033012663
CAPN3,1.536892902,6.661283695,4.394562022,0.000144712,0.010898119,1.007311245
COQ8A,-1.126431563,10.56304525,-4.383716709,0.000149039,0.01114106,0.98002394
ASB2,-0.971565312,9.760473966,-4.382672634,0.000149463,0.01114106,0.977397469
PSD4,-1.723017705,3.977230768,-4.364109797,0.000157191,0.011627955,0.930714903
FGFRL1,-1.021144675,7.208561717,-4.363185305,0.000157586,0.011627955,0.928390659
MCRIP2,-1.023983265,7.250775167,-4.360740039,0.000158636,0.011646594,0.922243397
ALCAM,-1.799116664,6.264863588,-4.354090668,0.000161526,0.01179946,0.905529665
CYTH4,-1.633701514,5.168418841,-4.351895865,0.000162491,0.011810917,0.900013633
F8,-1.436883539,10.23034297,-4.345807236,0.000165199,0.011948289,0.884713588
NXPH4,1.696327005,3.342923384,4.335707975,0.000169789,0.012219789,0.859341996
CEP85L,-0.976560578,7.124276765,-4.331308934,0.000171828,0.012305894,0.848293282
RNF144B,-1.165691809,7.389380542,-4.325350273,0.000174628,0.012338045,0.833330004
CARNS1,1.099792952,6.672293416,4.32475307,0.000174911,0.012338045,0.831830486
PRKCB,-1.477592349,4.221404574,-4.324680057,0.000174946,0.012338045,0.831647158
IMPA2,-1.139011909,6.60797779,-4.323189108,0.000175655,0.012338045,0.827903672
PTPRO,-1.772300047,2.630404687,-4.320877132,0.00017676,0.012356255,0.822099122
TIMP4,-1.858455727,5.771411498,-4.318905524,0.000177707,0.012363352,0.81714948
HSPB6,1.523939331,10.3369914,4.31642551,0.000178907,0.012387798,0.810923978
SIRPB2,-2.015773951,3.064800231,-4.311562011,0.000181282,0.01244551,0.798716841
STXBP2,-2.095354371,2.964874415,-4.311178528,0.00018147,0.01244551,0.797754406
TNNT1,1.961929711,8.852441696,4.307644727,0.000183218,0.01244551,0.788886161
MRPL41,-0.895526806,8.878840828,-4.30673572,0.00018367,0.01244551,0.786605141
TLR2,-2.310272079,4.148614693,-4.306074347,0.000183999,0.01244551,0.784945567
METTL8,-0.946073435,5.356554096,-4.296205569,0.000188988,0.012724045,0.760186616
MTUS2,-1.053767629,9.731335076,-4.291943589,0.000191184,0.01281283,0.749496789
SLC7A7,-1.399288455,4.680488218,-4.289961836,0.000192213,0.012813465,0.744526751
KCNJ13,1.427988022,3.307812786,4.286898663,0.000193816,0.012813465,0.736845321
XKR6,1.607888826,2.673710896,4.284595812,0.000195029,0.012813465,0.731071093
VAMP8,-1.741919519,3.898127721,-4.282514805,0.000196132,0.012813465,0.725853542
FTL,-1.402536828,11.16312955,-4.281905481,0.000196456,0.012813465,0.724325904
VIT,-1.442832804,6.303777597,-4.265130722,0.000205588,0.013270993,0.682283477
GUSBP9,2.002924049,2.684498277,4.264098375,0.000206163,0.013270993,0.679696982
SELPLG,-1.440918362,4.583128224,-4.255214565,0.000211182,0.013532347,0.657443227
RPS19BP1,-0.994010317,7.223942277,-4.250416208,0.000213943,0.0136127,0.645426608
SLC6A13,1.513961369,3.892088776,4.249399244,0.000214533,0.0136127,0.642880093
ERVH48-1,1.967364743,2.656669255,4.248198225,0.000215232,0.0136127,0.639872827
CCL2,-1.907610082,5.658651099,-4.242188184,0.000218761,0.013776285,0.62482624
KCNIP1,1.986813859,3.053268422,4.23547638,0.00022277,0.013968549,0.608026957
ARSI,-2.110455466,2.108680873,-4.229628361,0.000226322,0.01408411,0.593393345
KCNK3,-2.498608335,2.702958904,-4.22867361,0.000226908,0.01408411,0.59100458
FABP4,-1.787550996,8.50472913,-4.227701547,0.000227505,0.01408411,0.588572595
MESTP1,2.365753756,4.913695593,4.224406731,0.000229542,0.014150223,0.580330075
SLC45A3,-1.156577257,4.343488715,-4.218827621,0.000233031,0.014304976,0.566375538
FOLR2,-1.857739203,5.175950391,-4.213610151,0.000236342,0.014331312,0.553328432
AKR1C3,-1.68146495,6.228383451,-4.211574493,0.000237646,0.014347145,0.548238712
CACNA2D3,-1.336466801,6.524180518,-4.209550122,0.00023895,0.01436651,0.543177638
TYROBP,-1.893788632,4.850906486,-4.199235836,0.000245705,0.01465205,0.517397844
DNAJC1,-1.011424613,6.533304938,-4.193523048,0.000249527,0.014759492,0.503123992
DRAM1,-1.506496781,5.62419771,-4.190270486,0.00025173,0.01482972,0.494998766
WARS1,-1.083053355,9.546584686,-4.185328151,0.000255113,0.014923554,0.482654493
RPL15P3,-1.559407319,2.671410143,-4.184961936,0.000255365,0.014923554,0.48173992
STEAP4,-1.818674489,8.024997947,-4.183269213,0.000256536,0.014932211,0.477512748
LONRF3,-1.271016638,4.441891487,-4.180761482,0.000258279,0.014974028,0.471250861
CD300A,-2.093254414,2.383156416,-4.173037444,0.000263722,0.015229185,0.451968006
LRRC53,1.402754699,5.044634835,4.161442225,0.000272107,0.015584877,0.423033242
EMC3,-1.317018007,8.070157414,-4.160384768,0.000272885,0.015584877,0.420395207
NNMT,-1.930704617,6.066049106,-4.155735374,0.00027633,0.015584877,0.408797871
SEZ6L,2.572385858,3.847156541,4.154909979,0.000276946,0.015584877,0.406739282
OSMR,-1.374329022,6.962396304,-4.154371434,0.000277349,0.015584877,0.405396157
TGFA,-2.375266179,2.353057868,-4.152279671,0.000278919,0.015586409,0.400179636
CTSB,-1.369754484,11.43301367,-4.150256268,0.000280445,0.015586409,0.395134069
PLA2G2A,-2.807850823,3.128129454,-4.150082631,0.000280577,0.015586409,0.394701107
SPP1,-3.290861121,4.577545779,-4.145446937,0.000284107,0.015627925,0.383143379
SASH3,-1.906971654,3.333792241,-4.144464832,0.000284861,0.015627925,0.38069511
MAFB,-1.207271096,5.581720327,-4.143500384,0.000285603,0.015627925,0.378290963
TFRC,-1.597593316,9.745833192,-4.116127534,0.000307474,0.016738322,0.310102161
GTF2E2,-0.952227882,5.820400143,-4.115267847,0.000308187,0.016738322,0.307962026
LINC02043,1.371126265,6.094174643,4.112446071,0.000310539,0.016753049,0.300938024
PDE4B,-1.406035724,6.337367585,-4.110824531,0.000311898,0.016753049,0.296902099
LINC01359,1.927808029,4.165799771,4.109207778,0.000313259,0.016755173,0.292878407
LY86,-1.783216207,1.907283672,-4.107375134,0.000314809,0.016755173,0.288317802
AIF1,-1.740632494,4.449098502,-4.106705079,0.000315378,0.016755173,0.286650446
PRXL2A,-1.148425054,8.745083752,-4.103165994,0.000318398,0.016854344,0.277844742
WASF1,-1.443267558,3.152082532,-4.100964371,0.000320292,0.016893355,0.272367592
NSG1,-1.866097619,4.184339422,-4.098529324,0.000322398,0.016900786,0.266310426
CD209,-2.048134142,4.905793019,-4.096473679,0.000324188,0.016900786,0.261197591
SYN2,-1.855711964,3.496133983,-4.096405798,0.000324247,0.016900786,0.261028766
GADD45G,1.719881789,5.810943066,4.095475998,0.00032506,0.016900786,0.258716331
PARVB,-0.937182814,8.628636946,-4.093560114,0.00032674,0.016927937,0.253951821
SMYD1,-1.115859033,11.74716708,-4.090681933,0.000329282,0.016942988,0.24679508
CPM,-1.262862973,5.802281738,-4.090604475,0.00032935,0.016942988,0.24660249
FER1L6,-2.50931322,2.464844621,-4.085556777,0.000333855,0.017062786,0.234053684
NPIPB9,1.49846575,4.471833372,4.084466216,0.000334836,0.017062786,0.231342922
WAS,-1.444970643,3.293381438,-4.084081964,0.000335183,0.017062786,0.230387837
JOSD2,-1.196778428,4.501604766,-4.08190527,0.000337152,0.017103423,0.224977868
JAK3,-1.683995949,4.132493627,-4.071816891,0.000346427,0.017470016,0.199911987
ABHD18,1.021419425,7.94422937,4.070426263,0.000347725,0.017470016,0.196457811
SH3RF2,-1.277521812,10.03569707,-4.069935611,0.000348184,0.017470016,0.19523914
HTATIP2,-1.257787447,5.7060489,-4.068893682,0.000349161,0.017470016,0.192651325
ICAM3,-1.148053576,5.500108756,-4.065663005,0.000352208,0.017562304,0.184628251
EFCC1,1.119328266,4.539252341,4.06285857,0.000354874,0.017635044,0.177664803
PPARG,-1.04445161,6.3847406,-4.057113149,0.000360397,0.017812339,0.163402036
QSOX1,-1.227066962,8.662974076,-4.056615439,0.00036088,0.017812339,0.162166694
IL18R1,-1.76060185,3.469017559,-4.050095037,0.000367259,0.018045122,0.145985722
TIGAR,-1.017338559,6.675775039,-4.048564365,0.000368773,0.018045122,0.142188032
UBXN8,-1.049147942,3.910068866,-4.048031694,0.000369301,0.018045122,0.140866514
EDEM2,-0.997917437,6.167758264,-4.045184221,0.000372137,0.018123094,0.133802786
APBB3,1.117651381,5.63505188,4.040153208,0.000377201,0.018239548,0.121324984
IL10RA,-1.405374277,5.706971034,-4.039095665,0.000378274,0.018239548,0.118702521
IFITM3,-1.15439411,9.279397076,-4.032144062,0.000385402,0.018364406,0.101467881
RCN1,-1.266908585,7.576643337,-4.032058721,0.000385491,0.018364406,0.101256342
CPAMD8,-1.402800514,6.280728582,-4.031917825,0.000385636,0.018364406,0.100907096
RHOU,-1.432597158,5.008538929,-4.027412305,0.00039033,0.018364406,0.089740487
MIR29B2CHG,1.613830841,6.252637546,4.02729961,0.000390448,0.018364406,0.089461218
DOK3,-1.615437416,2.72302391,-4.026790387,0.000390982,0.018364406,0.088199327
STYXL1,-0.996261565,5.480779722,-4.026115464,0.000391691,0.018364406,0.086526872
SH3KBP1,-1.147469603,8.002548229,-4.025654121,0.000392176,0.018364406,0.085383703
FPR3,-1.853431284,4.70410056,-4.017631559,0.000400712,0.018618208,0.065509139
C3,-2.065128508,9.45977797,-4.015853596,0.000402628,0.018618208,0.061105731
ZNF385B,-2.005707652,2.42315346,-4.015793183,0.000402694,0.018618208,0.060956114
TPGS2,-0.965623432,6.808010847,-4.011499566,0.000407359,0.01877451,0.050324124
INSYN2A,1.233485004,3.773394034,4.00778543,0.000411438,0.018841389,0.041129129
MAZ,-0.93474854,7.330849394,-4.007187155,0.000412099,0.018841389,0.039648173
TRDN,-0.933403297,11.56774616,-4.00666247,0.000412679,0.018841389,0.038349423
MINAR1,-1.738476988,1.77499672,-3.999794339,0.000420351,0.019131847,0.021352323
ALDH1L1,-1.083523779,7.735136836,-3.995454524,0.00042527,0.01929564,0.010615673
RGS19,-1.291391855,3.893051068,-3.994231688,0.000426666,0.019299061,0.007590874
PER3,0.867988001,8.237580546,3.992952378,0.000428132,0.019305587,0.004426607
LINC01980,1.778112581,2.772944487,3.990754403,0.000430662,0.019359906,-0.001009354
BTK,-1.69553443,3.053573897,-3.988645722,0.000433103,0.019409904,-0.006223831
CTSS,-1.592769213,6.853859739,-3.977461417,0.000446277,0.019878387,-0.033870378
PLAU,-1.28143347,5.717973128,-3.968493411,0.000457125,0.020205225,-0.056025331
DOCK8,-1.15378867,6.1416091,-3.967971887,0.000457764,0.020205225,-0.057313363
CDK2,-0.983402728,5.746852412,-3.960910229,0.0004665,0.020405867,-0.07474994
MPEG1,-1.369643246,6.288185864,-3.946649174,0.000484644,0.021020192,-0.109940575
UNC5B-AS1,1.741366438,3.725564755,3.945859874,0.000485668,0.021020192,-0.111887363
IFI16,-1.062434421,7.790284613,-3.945374637,0.000486299,0.021020192,-0.113084141
BIRC3,-1.449640255,5.675117946,-3.944010193,0.000488077,0.021034804,-0.116449185
ZNF143,-0.875901412,6.850635672,-3.941178872,0.000491786,0.021119589,-0.123430995
GSTM4,-0.837806497,7.177348111,-3.940306184,0.000492935,0.021119589,-0.125582727
UAP1,-0.994903977,7.264283193,-3.938029323,0.000495945,0.021121309,-0.131196097
MSR1,-1.755496758,5.67555494,-3.937609178,0.000496502,0.021121309,-0.132231836
LTBR,-1.040305127,6.877628442,-3.936719229,0.000497685,0.021121309,-0.134425643
CFP,-1.715948431,2.398436996,-3.934706536,0.00050037,0.021121309,-0.139386672
NID1,-1.032517727,10.15957628,-3.934379527,0.000500808,0.021121309,-0.140192649
TFEC,-1.40869966,3.909744007,-3.933751467,0.000501649,0.021121309,-0.141740576
CITED4,-1.028832344,5.310972982,-3.931196556,0.000505087,0.021204929,-0.148036832
CALCOCO2,-1.057027684,10.30758697,-3.929082359,0.000507949,0.021237377,-0.153246247
BAD,-0.908391586,6.501561728,-3.927949092,0.000509489,0.021237377,-0.156038349
DPY19L2,1.212337779,8.600017475,3.927412474,0.00051022,0.021237377,-0.15736038
MTIF3,-1.003784311,8.473865298,-3.921881096,0.000517817,0.021376646,-0.170985079
