"","adj.P.Val","P.Value","t","B","logFC"
"RARB",0.6941,0.19194636,1.3715491,-5.1159,0.39945179
"ATXN7L2",0.6941,0.19200809,1.3713463,-5.1161,0.4415443
"ACTR5",0.6942,0.19208532,-1.3710927,-5.1164,-0.30949905
"DISP1",0.6946,0.19222495,-1.3706344,-5.117,-0.47926252
"BLVRB",0.6946,0.19229924,-1.3703907,-5.1173,-1.04757046
"PRKD3",0.6946,0.19234674,-1.3702349,-5.1175,-0.35226976
"SLC50A1",0.6951,0.19255815,-1.3695419,-5.1183,-0.31176792
"NOL9",0.6951,0.19275013,1.3689132,-5.1191,0.67167444
"PRPF18",0.6951,0.19291786,-1.3683642,-5.1197,-0.47146035
"CENPQ",0.6951,0.19292393,-1.3683444,-5.1197,-0.60451154
"HS2ST1",0.6951,0.19292972,-1.3683254,-5.1198,-0.61567101
"SRSF11",0.6951,0.19297704,-1.3681707,-5.12,-0.85206556
"IRAK1BP1",0.6951,0.19300523,1.3680785,-5.1201,0.47371223
"RPL12",0.6951,0.19302855,-1.3680022,-5.1202,-0.305633
"BORCS8-MEF2B",0.6951,0.1930533,-1.3679213,-5.1203,-0.33971054
"SYNDIG1",0.6951,0.19314464,1.3676227,-5.1206,0.2805958
"SLC25A25",0.6951,0.19320991,1.3674094,-5.1209,1.78539842
"PPM1J",0.6951,0.19325235,1.3672707,-5.121,0.49565672
"PAWR",0.6951,0.19336956,-1.3668879,-5.1215,-0.5666464
"METAP2",0.6951,0.1935935,1.366157,-5.1224,0.20456578
"TRRAP",0.6951,0.19368497,1.3658587,-5.1227,0.27318962
"ATPIF1",0.6951,0.19370968,1.3657781,-5.1228,0.27626736
"FAM124A",0.6951,0.19374284,-1.36567,-5.123,-0.64346319
"SLC35E4",0.6951,0.19375025,-1.3656458,-5.123,-0.56634642
"SOGA1",0.6951,0.19378378,1.3655365,-5.1231,0.4490805
"TRAPPC8",0.6951,0.19378414,-1.3655354,-5.1231,-0.42721943
"TALDO1",0.6951,0.19381203,1.3654444,-5.1232,0.24032095
"UBA52",0.6951,0.19385722,-1.3652972,-5.1234,-0.24458466
"EGR2",0.6951,0.19388634,-1.3652023,-5.1235,-0.80464618
"GNA13",0.6951,0.19391027,-1.3651243,-5.1236,-0.57071358
"SLC30A3",0.6951,0.19403782,1.3647089,-5.1241,0.38002474
"C15orf39",0.6951,0.19411564,-1.3644556,-5.1244,-0.33106375
"SLC5A11",0.6951,0.19412549,1.3644235,-5.1245,0.51116857
"FRG1",0.6951,0.19431513,-1.3638065,-5.1252,-0.51793101
"BCAS1",0.6951,0.19431565,-1.3638048,-5.1252,-0.57283766
"NEFM",0.6951,0.19440116,-1.3635267,-5.1255,-0.47816384
"TRIM11",0.6951,0.19443553,1.363415,-5.1257,0.27931492
"BSDC1",0.6951,0.19447746,1.3632787,-5.1258,0.33448038
"KCNK1",0.6951,0.1944972,-1.3632146,-5.1259,-0.51663542
"MTUS1",0.6951,0.1945164,-1.3631521,-5.126,-0.45881212
"KCNQ3",0.6951,0.1945266,-1.363119,-5.126,-0.66611688
"IFT80",0.6951,0.19454524,1.3630584,-5.1261,0.40826318
"TBX21",0.6951,0.19455058,1.3630411,-5.1261,0.48545374
"TYRO3",0.6951,0.19463268,-1.3627744,-5.1264,-0.42592798
"MTFMT",0.6951,0.19466681,-1.3626635,-5.1266,-0.29102907
"PTPN9",0.6951,0.19470797,-1.3625299,-5.1267,-0.69668508
"ANXA2",0.6953,0.19489559,-1.3619209,-5.1275,-0.44333458
"EIF1AD",0.6953,0.19491014,-1.3618737,-5.1275,-1.38190524
"POLR2C",0.6953,0.19491127,1.36187,-5.1275,0.23288291
"USE1",0.6954,0.19497819,-1.361653,-5.1278,-0.31085573
"IFT46",0.6954,0.19507641,1.3613345,-5.1282,0.29518384
"DPP8",0.6954,0.19510354,1.3612465,-5.1283,0.32228446
"PFKP",0.6955,0.19517598,1.3610118,-5.1286,0.25919341
"MSH2",0.6955,0.19524986,-1.3607723,-5.1289,-0.79136746
"ADRA2A",0.6955,0.19527086,-1.3607043,-5.1289,-0.38484616
"IKBKE",0.6958,0.19540685,-1.3602639,-5.1295,-0.83054252
"TICAM2",0.6959,0.19562124,-1.3595701,-5.1303,-0.2951545
"ZNF544",0.6959,0.19562187,1.3595681,-5.1303,0.3132555
"CFI",0.6959,0.19564729,-1.3594859,-5.1304,-0.31225499
"CMC2",0.6959,0.1956516,-1.359472,-5.1304,-0.28340812
"ZNF570",0.6959,0.19570304,-1.3593056,-5.1306,-0.39891892
"NDUFAF5",0.6959,0.19574566,-1.3591678,-5.1308,-0.284346
"IDO1",0.6959,0.19585405,-1.3588175,-5.1312,-0.69122466
"CARNMT1",0.6959,0.19585512,1.358814,-5.1312,0.3295177
"ZBTB24",0.6959,0.19596289,1.3584658,-5.1316,0.27324808
"CLIP2",0.6959,0.19596782,1.3584499,-5.1316,0.35994957
"MED21",0.6959,0.19600817,-1.3583196,-5.1318,-1.07348289
"HMGXB4",0.696,0.19618114,-1.3577612,-5.1325,-0.86729265
"LDHA",0.696,0.19634283,-1.3572396,-5.1331,-0.38783969
"MB",0.696,0.19635928,-1.3571865,-5.1332,-0.72753294
"C10orf88",0.696,0.19648165,-1.356792,-5.1336,-0.573191
"SS18L1",0.696,0.19658725,-1.3564517,-5.134,-0.28725569
"BHMT2",0.696,0.19660459,-1.3563959,-5.1341,-0.31740928
"ARPP19",0.696,0.1966099,-1.3563788,-5.1341,-0.28499648
"PIK3CA",0.696,0.19669118,-1.356117,-5.1344,-0.75967282
"COPS2",0.696,0.19669181,-1.3561149,-5.1344,-1.18795279
"CRK",0.696,0.19673302,1.3559822,-5.1346,0.3570953
"PAQR3",0.696,0.19677861,-1.3558355,-5.1348,-0.5615499
"SSPN",0.696,0.1968058,1.3557479,-5.1349,0.47345399
"EPHA2",0.696,0.19686816,-1.3555472,-5.1351,-0.3285614
"TNFAIP6",0.696,0.19690113,-1.3554412,-5.1352,-0.8546808
"DDX58",0.696,0.19699388,1.3551428,-5.1356,0.58115473
"MKLN1",0.696,0.19706211,-1.3549234,-5.1359,-0.2339466
"PRKRA",0.696,0.19707769,-1.3548733,-5.1359,-0.50280393
"NSUN2",0.696,0.19714734,1.3546494,-5.1362,0.22229526
"SLC31A2",0.6961,0.19726011,-1.354287,-5.1366,-0.32826269
"INSM1",0.6963,0.19738025,-1.3539011,-5.1371,-0.36667843
"C16orf54",0.6963,0.19740006,-1.3538375,-5.1372,-0.71272612
"NDUFB11",0.697,0.19766896,-1.3529745,-5.1382,-0.24954468
"HERC6",0.697,0.19770997,1.352843,-5.1383,0.36581692
"MSR1",0.697,0.19787102,-1.3523267,-5.139,-0.96347128
"ZC2HC1A",0.697,0.1980089,1.351885,-5.1395,0.44782609
"DDB1",0.697,0.19803237,1.3518098,-5.1396,0.26303574
"ARHGEF17",0.697,0.1980402,1.3517848,-5.1396,0.26403628
"VRK2",0.697,0.19804376,-1.3517733,-5.1396,-1.07268614
"SMARCC1",0.697,0.19817267,1.3513606,-5.1401,0.33928559
"MLF1",0.697,0.19827775,-1.3510244,-5.1405,-0.69671607
"PRLR",0.697,0.19827864,-1.3510215,-5.1405,-0.56338371
"RAPGEF1",0.697,0.19828046,-1.3510157,-5.1405,-0.56784768
"STAT3",0.6971,0.19841311,-1.3505914,-5.141,-0.43531712
"PRKAR1B",0.6971,0.19841517,1.3505848,-5.141,0.38462401
"TM7SF3",0.6974,0.19854778,1.3501609,-5.1416,0.33569227
"CCDC88B",0.6974,0.19860441,-1.34998,-5.1418,-0.51459008
"TAP2",0.6974,0.19865351,-1.3498231,-5.142,-0.41234635
"LIN7B",0.6975,0.19874103,1.3495436,-5.1423,0.42458484
"C1orf174",0.6975,0.19879551,-1.3493696,-5.1425,-0.26941498
"AKR1C3",0.6977,0.19889058,-1.3490662,-5.1429,-0.38501782
"SRF",0.6981,0.19906718,1.3485028,-5.1435,0.35083228
"RGMA",0.6981,0.19912155,-1.3483294,-5.1437,-0.36686109
"NPAS2",0.6982,0.19922731,1.3479923,-5.1441,0.35388929
"DOCK3",0.6982,0.19925443,1.3479058,-5.1442,0.35253101
"PEX5",0.6982,0.19934957,-1.3476027,-5.1446,-0.23434019
"PPP1R14B",0.6982,0.19936799,-1.3475441,-5.1447,-0.38535509
"HS3ST3A1",0.6982,0.19941039,-1.347409,-5.1448,-0.8330569
"TSEN34",0.6985,0.19965323,1.346636,-5.1458,0.32251946
"GNA11",0.6985,0.19968546,1.3465335,-5.1459,0.3371589
"CDS2",0.6985,0.19969755,1.3464951,-5.1459,0.19520913
"MECP2",0.6987,0.19979973,1.3461701,-5.1463,0.47507086
"CD93",0.6988,0.19989206,-1.3458766,-5.1467,-0.36292904
"SETDB1",0.6991,0.20010153,1.3452111,-5.1474,0.4376396
"HAS1",0.6991,0.20011333,-1.3451736,-5.1475,-1.0115546
"COPS7B",0.6991,0.20015208,1.3450506,-5.1476,0.27245775
"SNF8",0.6991,0.20017721,-1.3449708,-5.1477,-0.50732859
"UBL5",0.6991,0.20023343,-1.3447923,-5.1479,-0.24147579
"CALML4",0.6992,0.20029312,-1.3446029,-5.1482,-0.47959449
"SUMF2",0.6994,0.20049576,-1.3439602,-5.1489,-0.32477222
"RGS6",0.6994,0.20052742,1.3438598,-5.1491,0.36243555
"TOM1L2",0.6995,0.20071209,1.3432745,-5.1498,0.47826773
"SLC25A37",0.6995,0.20074847,1.3431593,-5.1499,0.49245535
"REV3L",0.6995,0.20079376,-1.3430159,-5.1501,-0.63646122
"KRCC1",0.6995,0.20081589,-1.3429458,-5.1501,-0.19932948
"ITPR3",0.6995,0.20094236,-1.3425454,-5.1506,-0.32263644
"TFAP4",0.6995,0.20095428,1.3425077,-5.1507,0.55249993
"PALLD",0.6998,0.20109737,1.342055,-5.1512,0.27037654
"FLT4",0.7006,0.20138166,-1.3411563,-5.1523,-0.57047195
"PRRG1",0.701,0.20172189,-1.3400822,-5.1535,-0.28648284
"SGTB",0.701,0.20177804,-1.339905,-5.1538,-0.90806628
"MAPK11",0.701,0.20181444,-1.3397902,-5.1539,-0.53492478
"ACR",0.701,0.20181902,-1.3397758,-5.1539,-1.75788284
"C14orf166",0.701,0.20192207,-1.3394508,-5.1543,-0.31371216
"PXDC1",0.701,0.2019499,-1.3393631,-5.1544,-0.28950672
"LRRC17",0.701,0.20196419,-1.3393181,-5.1544,-0.53378398
"COL11A1",0.701,0.20201563,1.339156,-5.1546,0.52481216
"NHLH1",0.7012,0.2021382,-1.3387698,-5.1551,-0.34627587
"MMAA",0.7012,0.20217896,-1.3386414,-5.1553,-0.89767592
"LSM14A",0.7012,0.20224115,1.3384456,-5.1555,0.23617075
"GTPBP8",0.7012,0.20231242,-1.3382213,-5.1557,-0.37735301
"CDK5RAP1",0.7012,0.20234781,1.3381099,-5.1559,0.21600053
"BCDIN3D",0.7015,0.20246667,1.3377359,-5.1563,0.23609205
"TMEM120A",0.7017,0.20257695,1.3373891,-5.1567,0.28212262
"C20orf196",0.7017,0.20262326,1.3372435,-5.1569,0.3884669
"CCDC28A",0.7017,0.20271973,1.3369403,-5.1573,0.31425187
"SMAD1",0.7017,0.2027279,-1.3369146,-5.1573,-0.5587912
"CLIC4",0.702,0.20290464,-1.3363594,-5.158,-0.69456036
"UBE2Z",0.702,0.20306793,1.3358468,-5.1586,0.42265176
"KCTD6",0.702,0.20323088,-1.3353357,-5.1592,-0.53305181
"ING3",0.702,0.2032805,-1.3351801,-5.1594,-0.68179725
"DAGLB",0.702,0.20331807,-1.3350623,-5.1595,-0.6084312
"AFTPH",0.702,0.20332483,-1.3350411,-5.1595,-1.1394911
"LOC389834",0.702,0.20335818,1.3349365,-5.1596,1.02497953
"CBX4",0.702,0.20348481,1.3345397,-5.1601,0.25199769
"BBS2",0.702,0.2034925,1.3345156,-5.1601,0.32163045
"SHC4",0.702,0.20352733,1.3344065,-5.1603,0.95495583
"RNF216",0.702,0.20352759,1.3344057,-5.1603,0.33886517
"FOXRED1",0.702,0.20355095,-1.3343325,-5.1604,-0.36801624
"HVCN1",0.702,0.20361051,-1.334146,-5.1606,-0.59068552
"LIAS",0.702,0.20368795,-1.3339036,-5.1609,-0.45849208
"SON",0.702,0.20374051,1.333739,-5.1611,0.72096582
"DNAJC4",0.702,0.20376874,-1.3336507,-5.1612,-0.4238499
"AXL",0.702,0.2039307,-1.333144,-5.1618,-0.42854005
"CCDC7",0.702,0.2039666,-1.3330318,-5.1619,-0.84788938
"DTNB",0.702,0.20402407,1.3328521,-5.1621,0.73159751
"TMC6",0.702,0.20412806,1.3325271,-5.1625,0.30279704
"NENF",0.702,0.20421548,-1.3322539,-5.1628,-0.3713038
"KIAA1033",0.702,0.20426802,-1.3320898,-5.163,-0.95528745
"TRMT12",0.702,0.20427422,-1.3320705,-5.163,-0.2620305
"MYH7B",0.702,0.20428468,1.3320378,-5.1631,0.45665819
"THOC7",0.702,0.20429851,-1.3319946,-5.1631,-0.24065849
"RASSF5",0.702,0.20432903,-1.3318993,-5.1632,-0.87114478
"ARL13B",0.702,0.20434345,-1.3318543,-5.1633,-0.92288159
"CDC23",0.702,0.20440095,-1.3316748,-5.1635,-0.2202923
"GOT2",0.702,0.20455,1.3312097,-5.164,0.23516503
"AIFM1",0.702,0.20459592,1.3310664,-5.1642,0.45923353
"FAM192A",0.702,0.20459625,1.3310654,-5.1642,0.26478609
"SECISBP2L",0.7026,0.20494153,1.3299892,-5.1655,0.30635099
"RAB24",0.7026,0.20498012,1.329869,-5.1656,0.5918296
"APOBEC2",0.7026,0.20509011,-1.3295265,-5.166,-0.32193738
"MAVS",0.7026,0.20520113,1.3291809,-5.1664,0.77303847
"IMP4",0.7026,0.20520195,-1.3291784,-5.1664,-0.21232164
"NIT1",0.7028,0.20534211,-1.3287424,-5.167,-0.4064912
"RAC3",0.7028,0.20534882,-1.3287215,-5.167,-0.43220737
"SLC52A1",0.7033,0.20558631,-1.3279833,-5.1678,-1.59264177
"AQP3",0.7033,0.20576939,1.3274147,-5.1685,0.51983383
"SOST",0.7033,0.20577128,-1.3274088,-5.1685,-0.53308663
"DPM3",0.7033,0.20577162,-1.3274077,-5.1685,-0.35820458
"NUDT4",0.7034,0.20588328,-1.3270611,-5.1689,-0.60305514
"LILRA4",0.7034,0.20594994,1.3268543,-5.1692,0.62912223
"DBP",0.7034,0.20595669,1.3268334,-5.1692,0.57830744
"FXR1",0.7035,0.2062387,1.3259589,-5.1702,0.25297578
"BTN1A1",0.7035,0.20626832,1.3258671,-5.1703,0.58418466
"AGAP1",0.7035,0.2062955,1.3257829,-5.1704,0.4106196
"CXCL3",0.7035,0.20634284,-1.3256363,-5.1706,-0.31513351
"BRINP3",0.7035,0.20639886,-1.3254627,-5.1708,-0.91814505
"KHDRBS3",0.7035,0.2064466,-1.3253149,-5.171,-0.28550583
"YIPF2",0.7035,0.20649795,-1.3251559,-5.1712,-0.51127356
"DHRSX",0.7035,0.20653468,1.3250422,-5.1713,0.25204203
"GPR26",0.7035,0.20664358,-1.3247052,-5.1717,-0.49705063
"SCARB1",0.7035,0.20669129,-1.3245576,-5.1719,-0.61364972
"ACSM3",0.7035,0.20671012,1.3244993,-5.1719,1.11243879
"RAPGEF4",0.7035,0.20671606,-1.3244809,-5.172,-0.61257211
"PDCD7",0.7035,0.20681137,1.3241862,-5.1723,0.28911215
"SIAE",0.7035,0.20688771,-1.3239502,-5.1726,-0.33398787
"CHID1",0.7035,0.20689934,1.3239142,-5.1726,0.64634826
"COL14A1",0.7035,0.20691942,1.3238521,-5.1727,0.49284454
"TCEAL4",0.7035,0.2071472,1.3231484,-5.1735,0.24306959
"TEX30",0.7035,0.20718264,-1.323039,-5.1737,-0.41339031
"DIRAS2",0.7035,0.20723973,-1.3228627,-5.1739,-0.63511512
"IVD",0.7035,0.20724674,1.3228411,-5.1739,0.27364262
"ZNF701",0.7035,0.20726904,1.3227722,-5.174,0.36832236
"IGFBP7",0.7035,0.20730753,-1.3226535,-5.1741,-0.30355334
"DCAF1",0.7035,0.20740351,1.3223573,-5.1745,0.32731625
"FLVCR2",0.7035,0.20740907,1.3223402,-5.1745,0.67115608
"SWAP70",0.7035,0.20749682,1.3220695,-5.1748,0.27701337
"LRP12",0.7035,0.20753341,-1.3219567,-5.1749,-0.43029444
"TCAIM",0.7035,0.2076876,1.3214814,-5.1755,0.66749201
"VKORC1L1",0.7035,0.20769421,-1.321461,-5.1755,-0.31957612
"RXRA",0.7035,0.2077023,1.3214361,-5.1755,0.37812367
"DHDDS",0.7035,0.20786403,1.3209379,-5.1761,0.30173667
"SMIM11A",0.7035,0.20786487,1.3209353,-5.1761,0.36387769
"GYPC",0.7035,0.20810487,1.3201966,-5.177,0.32671084
"SH3TC1",0.7035,0.20814137,1.3200843,-5.1771,0.52047566
"NSDHL",0.7035,0.20814165,-1.3200834,-5.1771,-0.29656753
"IDS",0.7035,0.20821858,1.3198468,-5.1774,0.18625585
"BTBD6",0.7035,0.20823718,-1.3197896,-5.1775,-0.31746985
"FXYD2",0.7035,0.20825866,-1.3197235,-5.1776,-0.67151157
"HEY2",0.7035,0.20832827,-1.3195095,-5.1778,-0.56108775
"INTS5",0.7035,0.20833162,1.3194992,-5.1778,0.34798306
"ABCF3",0.7035,0.20838735,1.3193279,-5.178,0.40883114
"COL4A1",0.7035,0.20841215,-1.3192517,-5.1781,-0.33998661
"TRIM58",0.7035,0.2084815,-1.3190386,-5.1784,-0.59495034
"SEMA3C",0.7045,0.20882725,-1.3179772,-5.1796,-0.71580749
"GPBAR1",0.7048,0.20908998,1.3171715,-5.1805,0.62053913
"PLCB3",0.7048,0.20910696,-1.3171194,-5.1806,-0.33051421
"PAXBP1",0.7048,0.20912163,-1.3170745,-5.1807,-0.63340347
"RBBP6",0.7056,0.20940727,-1.3161996,-5.1817,-0.53304895
"DNAJB11",0.7057,0.20950239,-1.3159085,-5.182,-0.21615684
"OSBPL6",0.7057,0.20958732,-1.3156486,-5.1823,-0.49779486
"HTR2A",0.7057,0.20961137,1.315575,-5.1824,0.77224783
"ENOSF1",0.7058,0.20974301,-1.3151725,-5.1829,-0.32428631
"PYCR1",0.7058,0.20975912,-1.3151232,-5.1829,-0.43846423
"NDUFA12",0.7058,0.2097907,-1.3150267,-5.1831,-0.28318816
"SCAMP1",0.7058,0.20987703,-1.3147628,-5.1834,-0.20699691
"CCNC",0.7058,0.20988026,-1.314753,-5.1834,-0.43400935
"TSPAN33",0.7059,0.2100181,-1.3143319,-5.1839,-0.71038824
"LRRTM2",0.7059,0.21003694,-1.3142743,-5.1839,-0.60932457
"OCEL1",0.7062,0.21025099,-1.3136209,-5.1847,-0.47735508
"PNKP",0.7062,0.21027867,1.3135365,-5.1848,0.27220626
"POLR1A",0.7063,0.21040323,-1.3131565,-5.1852,-0.61984655
"RNASEH2B",0.7063,0.21044678,-1.3130237,-5.1854,-0.70707621
"ACTN1",0.7063,0.21045567,1.3129966,-5.1854,0.45066025
"JTB",0.7063,0.21051449,-1.3128173,-5.1856,-0.24975186
"C10orf62",0.7063,0.21057655,1.3126282,-5.1859,0.74651696
"RPL39L",0.7063,0.21062038,1.3124946,-5.186,0.39303311
"DPF3",0.7066,0.21076337,1.312059,-5.1865,0.37617278
"MMP15",0.7067,0.21083563,1.311839,-5.1868,0.48096805
"PSAP",0.7067,0.21089879,-1.3116467,-5.187,-0.32778103
"ACAT2",0.7067,0.21107024,1.311125,-5.1876,0.39100553
"C1QA",0.7067,0.21108505,-1.31108,-5.1877,-0.52265027
"POMT2",0.7067,0.21115992,1.3108523,-5.1879,0.35702289
"RNF207",0.7067,0.21122131,1.3106656,-5.1882,0.49348489
"DNAJC27",0.7067,0.21134684,-1.3102841,-5.1886,-0.19901408
"SKAP2",0.7067,0.21138947,-1.3101546,-5.1887,-0.89315957
"ARHGEF3",0.7067,0.21140771,-1.3100992,-5.1888,-0.24564087
"ITM2C",0.7067,0.21142113,1.3100584,-5.1889,0.32431761
"SLC16A4",0.7069,0.21160492,1.3095003,-5.1895,0.8581512
"CHD3",0.7069,0.21160883,1.3094884,-5.1895,0.72772187
"C19orf53",0.7069,0.21171624,-1.3091624,-5.1899,-0.35666794
"AVL9",0.7069,0.21173034,-1.3091197,-5.19,-1.66069475
"USH2A",0.7069,0.21178353,1.3089583,-5.1901,0.33139482
"CYB561",0.7074,0.21204212,-1.3081742,-5.1911,-0.29261864
"CUL9",0.7076,0.21215373,1.307836,-5.1915,0.68002426
"RRAGC",0.7076,0.21225467,1.3075303,-5.1918,0.28734424
"DFNA5",0.7076,0.21228692,1.3074326,-5.1919,0.35046027
"MRPS11",0.7076,0.21232459,-1.3073186,-5.1921,-0.23933646
"SNAPC4",0.7081,0.21252629,1.3067082,-5.1928,0.40612335
"FAM124B",0.7083,0.21261894,-1.306428,-5.1931,-0.78129661
"WWOX",0.7083,0.21280165,1.3058756,-5.1937,1.28757909
"PTX3",0.7083,0.2128509,-1.3057268,-5.1939,-0.64986009
"SMAD5",0.7083,0.21289056,-1.305607,-5.194,-0.21732831
"SERPINA1",0.7083,0.21289169,-1.3056036,-5.194,-0.46039486
"DNAAF2",0.7083,0.21289799,-1.3055846,-5.1941,-0.35306409
"BRD4",0.7083,0.21294316,1.3054481,-5.1942,0.39767483
"OSBPL11",0.7085,0.21305347,-1.305115,-5.1946,-0.66585897
"RPS29",0.7089,0.2132858,-1.3044139,-5.1954,-0.20857362
"ZNF184",0.7089,0.21333673,-1.3042603,-5.1956,-0.50796657
"KDM4B",0.7089,0.21338623,1.304111,-5.1958,0.29398894
"ZHX2",0.7089,0.21338727,1.3041079,-5.1958,0.38564102
"CDC34",0.709,0.21348073,1.3038261,-5.1961,0.26837592
"RDH11",0.7091,0.21356238,-1.30358,-5.1964,-0.34945806
"LDLRAD4",0.7098,0.21385497,-1.3026989,-5.1974,-0.54595713
"STX3",0.7098,0.21386673,-1.3026635,-5.1975,-0.36108654
"LHCGR",0.7103,0.21408682,1.3020013,-5.1982,0.92314578
"PUM1",0.7105,0.21419787,1.3016674,-5.1986,0.25527558
"ZNF471",0.711,0.21442113,-1.3009965,-5.1994,-0.40404921
"LMOD3",0.711,0.2144385,1.3009443,-5.1995,0.59578985
"CAMK2A",0.7111,0.21464846,1.300314,-5.2002,0.61195481
"VIMP",0.7111,0.21473257,-1.3000616,-5.2005,-0.30299102
"PYCR2",0.7111,0.21479911,1.299862,-5.2007,0.40739538
"PLA2G6",0.7111,0.21482731,1.2997774,-5.2008,0.83092075
"SART3",0.7111,0.21488479,1.299605,-5.201,0.60122361
"TMEM86B",0.7111,0.21489126,-1.2995856,-5.201,-0.49908779
"FBXO2",0.7111,0.21503062,1.2991679,-5.2015,0.42303268
"LAMA2",0.7111,0.21519804,1.2986663,-5.2021,0.43499262
"SETD6",0.7111,0.21527635,1.2984318,-5.2024,0.40070228
"ZNF696",0.7111,0.21529651,1.2983714,-5.2024,0.25482607
"PATJ",0.7111,0.2152974,1.2983688,-5.2024,0.69114493
"ALKBH8",0.7111,0.21539136,-1.2980875,-5.2028,-0.41882963
"PIGS",0.7111,0.21539702,1.2980706,-5.2028,0.35236783
"DNM2",0.7111,0.21547381,1.2978408,-5.2031,0.37691642
"STX16",0.7111,0.21548187,1.2978167,-5.2031,0.23504599
"PIGP",0.7111,0.2155771,-1.2975318,-5.2034,-0.63992027
"CSK",0.7111,0.21558798,-1.2974993,-5.2035,-0.38827023
"MAP3K3",0.7111,0.21560448,1.2974499,-5.2035,0.73657414
"RCOR3",0.7111,0.2156105,1.297432,-5.2035,0.22838485
"ADCY6",0.7113,0.2157833,1.2969154,-5.2041,0.38316164
"TBC1D14",0.7113,0.21588163,1.2966216,-5.2045,0.34658537
"UNC119",0.7113,0.21600833,-1.2962432,-5.2049,-0.71843845
"FBXW5",0.7113,0.21604105,1.2961455,-5.205,0.37371623
"C3orf38",0.7113,0.21624102,1.2955486,-5.2057,0.4272597
"CCNL1",0.7113,0.21626736,-1.2954701,-5.2058,-0.51580101
"GPHN",0.7113,0.21639347,1.295094,-5.2062,0.32277924
"CRNKL1",0.7113,0.21642183,1.2950094,-5.2063,0.40254262
"FAM168B",0.7113,0.21643762,1.2949623,-5.2064,0.40418224
"PDE5A",0.7113,0.21645198,1.2949195,-5.2064,0.39509953
"MED15",0.7113,0.21645528,1.2949097,-5.2064,0.62305136
"SPI1",0.7113,0.21647468,-1.2948518,-5.2065,-0.54898259
"CGB8",0.7113,0.2165373,-1.2946652,-5.2067,-0.39981179
"SLC8B1",0.7113,0.21659531,-1.2944923,-5.2069,-0.34786029
"SYMPK",0.7113,0.21666605,1.2942816,-5.2072,0.7270126
"IL17RA",0.7113,0.21672624,1.2941023,-5.2074,1.00461049
"ACAD11",0.7113,0.21678872,1.2939163,-5.2076,0.24821007
"ITSN1",0.7113,0.21679077,1.2939102,-5.2076,0.26091702
"BCAS2",0.7113,0.21679136,-1.2939084,-5.2076,-0.91247418
"GDI1",0.7119,0.21715502,1.2928264,-5.2089,0.26774036
"FAM69B",0.7119,0.217234,1.2925916,-5.2091,0.46323178
"CD36",0.7119,0.21727951,-1.2924563,-5.2093,-0.43923089
"ADAT2",0.7119,0.21729348,-1.2924148,-5.2093,-0.32451382
"NRDE2",0.7119,0.21754687,1.2916621,-5.2102,0.39157406
"MTCL1",0.7119,0.21769175,1.2912321,-5.2107,0.75084213
"GGT7",0.7119,0.21783319,1.2908125,-5.2112,0.96860177
"AKAP7",0.7119,0.21785052,-1.2907611,-5.2112,-0.36834787
"ELP5",0.7119,0.21788422,1.2906611,-5.2114,0.29712085
"RFFL",0.7119,0.21791047,1.2905833,-5.2114,0.3108601
"RANGAP1",0.7119,0.21791841,-1.2905597,-5.2115,-0.51572514
"HOPX",0.7119,0.21791987,-1.2905554,-5.2115,-1.34163608
"C1orf106",0.7119,0.21798185,1.2903717,-5.2117,0.57737777
"MYNN",0.7119,0.21807378,-1.2900992,-5.212,-0.23772343
"TMEM179B",0.7119,0.21811101,-1.2899889,-5.2121,-0.21101316
"EFCAB6",0.7119,0.21813502,-1.2899177,-5.2122,-0.31892203
"TECPR1",0.7119,0.21813926,1.2899052,-5.2122,0.46708126
"RPS27A",0.7119,0.21815614,-1.2898552,-5.2123,-0.37055493
"ADIRF",0.7119,0.21816965,-1.2898151,-5.2123,-0.48822738
"TBCD",0.7119,0.21821727,-1.2896741,-5.2125,-0.28848172
"ORC5",0.7119,0.21825235,-1.2895702,-5.2126,-0.23900919
"PFKFB2",0.7119,0.21835118,1.2892776,-5.2129,0.34542139
"CDH5",0.7119,0.21842289,-1.2890653,-5.2132,-0.35279653
"DSC2",0.7119,0.21843922,1.289017,-5.2132,0.2897897
"OPN1MW2",0.7119,0.21845915,-1.288958,-5.2133,-0.80469173
"IMPA2",0.7119,0.21851772,-1.2887847,-5.2135,-0.38768255
"FAT1",0.7121,0.21865301,1.2883845,-5.214,0.2749324
"AGPAT1",0.7121,0.21868364,1.288294,-5.2141,0.39862853
"LTF",0.7124,0.21882062,-1.287889,-5.2145,-0.81484945
"MUTYH",0.7124,0.21888351,-1.2877032,-5.2148,-0.31821978
"SCLT1",0.7125,0.21904159,1.2872363,-5.2153,0.31962682
"SOX8",0.7125,0.21907436,1.2871395,-5.2154,0.28998344
"RGL2",0.7125,0.21913318,-1.2869659,-5.2156,-0.23661758
"PGLS",0.7126,0.21931338,1.2864341,-5.2162,0.2874604
"LPCAT2",0.7126,0.21938307,-1.2862286,-5.2165,-0.44465762
"PARVG",0.7126,0.21942339,-1.2861096,-5.2166,-0.60709993
"DCP2",0.7126,0.21956894,-1.2856805,-5.2171,-0.22709244
"FAM110B",0.7126,0.21975478,1.285133,-5.2177,0.30557883
"UIMC1",0.7126,0.21979054,1.2850277,-5.2178,0.19789382
