"","adj.P.Val","P.Value","t","B","logFC"
"XLOC_005127",2.28e-05,9.39e-07,8.203589,5.93034,1.0417044
"LSM14A",2.28e-05,9.41e-07,-8.201979,5.92797,-1.4860077
"NCAPH",2.29e-05,9.47e-07,8.197877,5.92193,1.3691162
"STK24",2.3e-05,9.55e-07,-8.191733,5.91289,-1.037702
"ANKLE1",2.3e-05,9.58e-07,8.189972,5.9103,1.1405286
"HNMT",2.3e-05,9.58e-07,8.189741,5.90996,1.1340089
"PPP2CA",2.3e-05,9.59e-07,-8.189538,5.90966,-0.9554937
"APP",2.34e-05,9.78e-07,-8.175851,5.88949,-2.33123
"TRA2B",2.34e-05,9.82e-07,-8.172771,5.88495,-0.9604327
"MRPL22",2.35e-05,9.89e-07,-8.168213,5.87823,-1.4935949
"C7orf59",2.35e-05,9.9e-07,-8.167103,5.87659,-1.2660648
"DGKZ",2.35e-05,9.91e-07,-8.166693,5.87599,-0.9631006
"PLD3",2.35e-05,9.95e-07,-8.163421,5.87116,-1.0081332
"PDIA4",2.38e-05,1.01e-06,-8.151242,5.85318,-1.4462374
"BCAP31",2.38e-05,1.01e-06,-8.150595,5.85222,-1.0861603
"C9orf46",2.42e-05,1.04e-06,-8.133254,5.82658,-1.0202522
"P39195",2.43e-05,1.04e-06,8.130741,5.82286,0.9051841
"PRRC1",2.43e-05,1.04e-06,-8.130205,5.82207,-1.043449
"XLOC_l2_006973",2.47e-05,1.08e-06,8.109207,5.79096,0.9623603
"SLC27A3",2.48e-05,1.08e-06,-8.105003,5.78473,-1.1539477
"XLOC_003011",2.48e-05,1.08e-06,-8.104239,5.78359,-1.1737066
"SUPT16H",2.48e-05,1.09e-06,-8.103774,5.7829,-1.1963498
"C11orf10",2.49e-05,1.1e-06,-8.097645,5.77381,-1.2861832
"EFCAB4A",2.49e-05,1.1e-06,-8.097455,5.77353,-1.1729932
"CHRNB4",2.5e-05,1.1e-06,8.092404,5.76603,0.9555808
"MRPL54",2.51e-05,1.11e-06,-8.088525,5.76027,-1.2517117
"HMGN2",2.51e-05,1.11e-06,-8.087286,5.75843,-0.9848622
"PPP1R10",2.51e-05,1.11e-06,-8.086948,5.75793,-0.9304758
"LOC441204",2.51e-05,1.11e-06,8.086281,5.75693,1.1342388
"YTHDF2",2.53e-05,1.13e-06,-8.07848,5.74534,-0.9731589
"TPI1",2.54e-05,1.13e-06,-8.073778,5.73835,-1.097391
"DYNLT3",2.54e-05,1.13e-06,-8.073623,5.73812,-1.4704954
"ADAM10",2.55e-05,1.14e-06,-8.069173,5.7315,-1.1597168
"PQBP1",2.6e-05,1.17e-06,-8.05252,5.7067,-0.9767358
"KBTBD11",2.6e-05,1.17e-06,-8.050981,5.70441,-1.7125946
"LOC257152",2.6e-05,1.17e-06,8.049833,5.7027,1.0346504
"PAIP1",2.6e-05,1.18e-06,-8.049554,5.70228,-1.7147502
"H2AFZ",2.6e-05,1.18e-06,-8.045983,5.69696,-1.203438
"GLG1",2.61e-05,1.19e-06,-8.042358,5.69155,-1.1969117
"WBP1",2.61e-05,1.19e-06,-8.042141,5.69123,-1.0244411
"PAFAH1B1",2.61e-05,1.19e-06,-8.042016,5.69104,-1.7271758
"TCEAL8",2.61e-05,1.19e-06,-8.041429,5.69017,-1.6403109
"LOC729706",2.61e-05,1.2e-06,8.037385,5.68413,1.5706983
"RPL13",2.62e-05,1.2e-06,-8.033501,5.67834,-1.3983939
"HBG1",2.64e-05,1.22e-06,8.026643,5.6681,4.3790123
"RPS17",2.66e-05,1.23e-06,-8.015852,5.65197,-2.6266238
"NDUFAF4",2.67e-05,1.24e-06,-8.010821,5.64445,-1.3179906
"PPP1CC",2.68e-05,1.25e-06,-8.006141,5.63745,-1.004831
"FNIP2",2.68e-05,1.25e-06,-8.004788,5.63543,-1.192698
"IPCEF1",2.68e-05,1.26e-06,-8.004102,5.6344,-0.9052303
"SAMM50",2.69e-05,1.26e-06,-7.999416,5.62739,-1.1874067
"RPL41",2.71e-05,1.27e-06,-7.993987,5.61926,-1.5233174
"SDAD1",2.71e-05,1.28e-06,-7.991479,5.6155,-1.282685
"SMG8",2.71e-05,1.28e-06,-7.989977,5.61325,-1.3134392
"GTF2F2",2.71e-05,1.29e-06,-7.987575,5.60965,-1.571883
"ARF6",2.71e-05,1.29e-06,-7.987135,5.60899,-2.0984815
"RPL17",2.71e-05,1.29e-06,-7.98451,5.60506,-1.6729191
"COX17",2.71e-05,1.3e-06,-7.983328,5.60329,-1.4045098
"PLCL2",2.74e-05,1.31e-06,-7.974898,5.59064,-1.1606519
"GTF2H5",2.76e-05,1.33e-06,-7.966334,5.57779,-1.9999007
"NRXN1",2.8e-05,1.35e-06,7.95416,5.55951,0.7678205
"SMS",2.81e-05,1.37e-06,-7.946487,5.54797,-1.7183581
"SEC61B",2.81e-05,1.37e-06,-7.946442,5.5479,-1.3410373
"GPI",2.82e-05,1.37e-06,-7.943508,5.54349,-1.057338
"CD3D",2.82e-05,1.37e-06,-7.94304,5.54279,-1.5896276
"DPYSL2",2.82e-05,1.38e-06,-7.942195,5.54151,-1.491962
"COX7A2L",2.82e-05,1.38e-06,-7.940857,5.5395,-1.3014305
"WTAP",2.83e-05,1.38e-06,-7.937978,5.53517,-1.0865074
"PTGR1",2.83e-05,1.39e-06,7.936602,5.5331,1.0056822
"ROMO1",2.83e-05,1.39e-06,-7.933999,5.52918,-1.5637034
"LOC153811",2.87e-05,1.42e-06,7.920145,5.50831,0.7804427
"S100A9",2.88e-05,1.43e-06,-7.915894,5.5019,-1.2022768
"MRPL45",2.88e-05,1.43e-06,-7.915865,5.50186,-1.175359
"FAM107B",2.88e-05,1.44e-06,-7.911841,5.49579,-1.0914805
"LIX1L",2.93e-05,1.47e-06,-7.898108,5.47506,-0.942367
"CCBP2",2.93e-05,1.47e-06,7.898061,5.47499,1.0966904
"CXorf56",2.94e-05,1.48e-06,-7.894908,5.47023,-1.2906356
"PRKRIR",2.97e-05,1.5e-06,-7.884999,5.45525,-1.5966206
"XLOC_l2_003757",2.99e-05,1.51e-06,7.878374,5.44523,1.4962557
"LRP2",2.99e-05,1.52e-06,7.875801,5.44134,1.0442633
"RGS2",2.99e-05,1.52e-06,-7.875461,5.44082,-1.3961135
"BRK1",2.99e-05,1.52e-06,-7.873136,5.4373,-1.3297591
"NUPL1",2.99e-05,1.53e-06,7.871715,5.43515,1.0407726
"SERGEF",3.01e-05,1.54e-06,-7.866896,5.42786,-1.1041199
"MTCP1NB",3.02e-05,1.55e-06,-7.862533,5.42125,-0.995684
"LOC200830",3.04e-05,1.56e-06,7.85547,5.41055,1.3323039
"MRPL33",3.04e-05,1.57e-06,-7.854559,5.40916,-1.8740112
"FAM134C",3.05e-05,1.57e-06,-7.852897,5.40664,-0.8032624
"NAA11",3.05e-05,1.58e-06,-7.850629,5.40321,-1.1691544
"PRMT1",3.06e-05,1.58e-06,-7.848652,5.40021,-1.5892997
"SIVA1",3.06e-05,1.59e-06,-7.844954,5.3946,-1.6135847
"CANX",3.06e-05,1.59e-06,-7.844524,5.39394,-1.0678387
"ECHDC1",3.06e-05,1.6e-06,-7.842034,5.39017,-1.3746886
"SUMO1",3.06e-05,1.6e-06,-7.840913,5.38847,-1.0721333
"RPL32",3.07e-05,1.61e-06,-7.838014,5.38406,-1.5369516
"ARIH1",3.08e-05,1.61e-06,-7.834697,5.37903,-0.9597283
"FAM192A",3.08e-05,1.62e-06,-7.832542,5.37575,-0.9147034
"ANKRD13D",3.11e-05,1.64e-06,-7.824901,5.36415,-1.1123302
"C20orf30",3.11e-05,1.64e-06,-7.823982,5.36275,-0.9667042
"ARGFX",3.13e-05,1.66e-06,7.81685,5.3519,1.3357695
"LOC100134040",3.16e-05,1.67e-06,7.810365,5.34204,1.7032904
"KLRB1",3.23e-05,1.72e-06,-7.792924,5.31548,-2.4056764
"DDX39A",3.23e-05,1.72e-06,-7.791819,5.31379,-1.1692911
"CC2D1A",3.24e-05,1.73e-06,-7.789221,5.30983,-0.8093865
"SLC25A16",3.25e-05,1.73e-06,7.786226,5.30526,0.8069524
"EDN3",3.28e-05,1.76e-06,7.777203,5.2915,1.2410987
"ZNF426",3.29e-05,1.77e-06,-7.773925,5.28649,-1.144537
"XLOC_007326",3.29e-05,1.77e-06,7.771341,5.28255,0.8413351
"ITGB1BP1",3.35e-05,1.82e-06,-7.754956,5.25751,-1.1050356
"BAG4",3.36e-05,1.82e-06,-7.75273,5.25411,-1.0807016
"GLT25D1",3.39e-05,1.85e-06,-7.744369,5.24132,-0.8715385
"ARMC8",3.39e-05,1.85e-06,-7.744348,5.24128,-1.2833426
"LARP1",3.39e-05,1.85e-06,-7.743492,5.23997,-1.0907766
"MZT2B",3.42e-05,1.87e-06,-7.735049,5.22704,-1.3845973
"MTMR12",3.44e-05,1.89e-06,-7.729562,5.21864,-1.1015092
"EIF4H",3.44e-05,1.89e-06,-7.728064,5.21634,-0.797495
"KIAA1429",3.45e-05,1.9e-06,-7.724895,5.21148,-0.9213136
"PDE9A",3.45e-05,1.91e-06,7.721185,5.2058,0.9605474
"EIF4A1",3.46e-05,1.93e-06,-7.714925,5.19619,-0.9213079
"LOC100132874",3.46e-05,1.93e-06,7.714088,5.19491,0.982799
"ATRX",3.46e-05,1.94e-06,7.711617,5.19112,1.3854379
"FUCA1",3.49e-05,1.96e-06,-7.703698,5.17896,-1.130973
"TMEM203",3.49e-05,1.97e-06,-7.702232,5.1767,-1.2151975
"NAP1L5",3.52e-05,1.99e-06,7.696441,5.16781,1.343297
"ZNF175",3.52e-05,1.99e-06,7.693723,5.16363,1.0564514
"KRT8",3.55e-05,2.01e-06,7.686973,5.15325,1.1306995
"LIMK1",3.55e-05,2.03e-06,-7.682738,5.14673,-1.0786571
"TMEM167B",3.55e-05,2.03e-06,-7.680885,5.14388,-1.4460663
"C8orf59",3.55e-05,2.04e-06,-7.679755,5.14214,-1.3296307
"GLTPD1",3.56e-05,2.05e-06,-7.674858,5.1346,-1.0377677
"C15orf24",3.56e-05,2.05e-06,-7.674815,5.13454,-0.9678676
"RPS6",3.56e-05,2.05e-06,-7.674439,5.13396,-1.7251744
"SLC5A4",3.6e-05,2.08e-06,7.66668,5.12201,1.0052065
"SUMO2",3.6e-05,2.08e-06,-7.664599,5.1188,-0.8463178
"NFATC1",3.61e-05,2.1e-06,-7.65779,5.1083,-0.9236713
"C11orf31",3.61e-05,2.11e-06,-7.656619,5.10649,-1.3254351
"CALM2",3.63e-05,2.13e-06,-7.650186,5.09657,-1.0948278
"OXTR",3.63e-05,2.13e-06,7.650106,5.09645,0.906056
"RTN4",3.63e-05,2.14e-06,-7.648034,5.09325,-0.8534683
"BLZF1",3.65e-05,2.15e-06,-7.643308,5.08595,-0.8519427
"RAPGEF3",3.65e-05,2.15e-06,7.642165,5.08419,0.7775024
"SPNS3",3.7e-05,2.22e-06,-7.622224,5.05337,-0.8852712
"ZCCHC11",3.72e-05,2.24e-06,7.61772,5.0464,1.286172
"OCR1",3.77e-05,2.27e-06,7.608589,5.03226,1.9544752
"VPS25",3.78e-05,2.28e-06,-7.605446,5.0274,-0.8818584
"GOLM1",3.78e-05,2.28e-06,-7.604238,5.02553,-1.0125909
"PPP2R3B",3.78e-05,2.29e-06,-7.601705,5.0216,-1.0509187
"HNRNPC",3.78e-05,2.29e-06,-7.601237,5.02088,-0.852259
"HOMER3",3.78e-05,2.3e-06,-7.600202,5.01927,-0.9901945
"SOD1",3.79e-05,2.31e-06,-7.597584,5.01521,-1.4594168
"CROCC",3.8e-05,2.31e-06,-7.595355,5.01176,-1.0042465
"DPYD",3.87e-05,2.37e-06,7.57906,4.98647,1.379509
"TSHZ1",3.87e-05,2.37e-06,-7.579058,4.98647,-1.3169093
"C9orf64",3.91e-05,2.4e-06,-7.571817,4.97522,-1.3284319
"CYP3A5",3.92e-05,2.41e-06,7.569629,4.97182,0.7920152
"C7orf42",3.92e-05,2.41e-06,-7.568877,4.97066,-1.0397168
"LOC731932",3.93e-05,2.42e-06,7.567004,4.96774,0.7281782
"TROVE2",3.94e-05,2.42e-06,-7.564704,4.96417,-1.253772
"CRYGN",3.94e-05,2.43e-06,7.562658,4.96099,1.0134454
"FAM22F",3.97e-05,2.45e-06,7.557371,4.95277,1.3496158
"WDFY4",3.97e-05,2.45e-06,-7.55679,4.95186,-1.6638476
"LOC100129888",3.97e-05,2.46e-06,7.555949,4.95055,0.8388696
"GPBP1",3.99e-05,2.47e-06,-7.551254,4.94325,-1.6275338
"ANXA2",3.99e-05,2.48e-06,-7.550073,4.94141,-1.3603043
"LOC283911",3.99e-05,2.48e-06,7.548924,4.93962,0.9729453
"PDHA1",3.99e-05,2.48e-06,-7.548668,4.93922,-0.9093346
"AKNAD1",3.99e-05,2.49e-06,7.546824,4.93635,0.9545725
"YTHDF1",3.99e-05,2.49e-06,-7.546464,4.93579,-1.2136479
"COMMD4",4e-05,2.51e-06,-7.542956,4.93033,-1.1739626
"C20orf62",4e-05,2.51e-06,7.541233,4.92764,0.777804
"SMARCA4",4.01e-05,2.52e-06,-7.539091,4.92431,-0.9570803
"RHBDF2",4.04e-05,2.55e-06,-7.531623,4.91267,-1.2083709
"TP53I13",4.04e-05,2.55e-06,-7.531209,4.91202,-0.8802378
"UQCRFS1",4.05e-05,2.56e-06,-7.528165,4.90728,-1.5352711
"POLD3",4.09e-05,2.59e-06,-7.521538,4.89694,-1.0341972
"NOP56",4.09e-05,2.59e-06,-7.520554,4.8954,-1.0601956
"AFTPH",4.1e-05,2.61e-06,-7.517517,4.89066,-0.740653
"ZNF445",4.11e-05,2.62e-06,7.514393,4.88578,0.8357223
"SPNS2",4.12e-05,2.63e-06,-7.510243,4.8793,-1.1525473
"KLRK1",4.12e-05,2.63e-06,-7.51015,4.87916,-1.6300433
"HNRNPA1L2",4.14e-05,2.65e-06,-7.5054,4.87174,-0.7885326
"PPM1B",4.2e-05,2.71e-06,7.492562,4.85167,0.9471858
"CDC42",4.2e-05,2.71e-06,-7.491765,4.85042,-1.1838273
"UNC5CL",4.21e-05,2.73e-06,7.487765,4.84416,0.8893287
"DEFB128",4.24e-05,2.76e-06,7.479805,4.8317,0.8205981
"PDCD5",4.24e-05,2.76e-06,-7.479358,4.831,-1.7591992
"YME1L1",4.24e-05,2.76e-06,-7.478949,4.83036,-1.2119771
"SBF1",4.25e-05,2.78e-06,-7.475949,4.82566,-1.0319436
"UBXN1",4.25e-05,2.78e-06,-7.474762,4.8238,-0.9244036
"ATP6V1G1",4.26e-05,2.79e-06,-7.473201,4.82135,-2.0916281
"DNAJC7",4.27e-05,2.8e-06,-7.471144,4.81813,-0.8769344
"CTDSP1",4.27e-05,2.8e-06,-7.470597,4.81727,-0.9311047
"SUSD1",4.27e-05,2.81e-06,-7.468581,4.81411,-1.2420481
"SCYL2",4.27e-05,2.82e-06,-7.466481,4.81082,-0.9496882
"SUCLG1",4.27e-05,2.82e-06,-7.465662,4.80953,-1.2053966
"FAM175A",4.3e-05,2.85e-06,-7.4596,4.80003,-1.5237131
"IER5",4.37e-05,2.9e-06,-7.447312,4.78074,-1.3732465
"MDH1B",4.37e-05,2.91e-06,7.445449,4.77781,0.7884715
"FBL",4.37e-05,2.92e-06,-7.444252,4.77593,-1.5559589
"CLK1",4.37e-05,2.92e-06,-7.444141,4.77576,-1.4486912
"ATE1",4.37e-05,2.92e-06,-7.4433,4.77444,-1.0491901
"SIRPB1",4.37e-05,2.92e-06,7.442672,4.77345,1.3269203
"PSMB1",4.37e-05,2.93e-06,-7.440005,4.76926,-1.2013706
"KIAA0415",4.37e-05,2.94e-06,-7.438942,4.76759,-0.9155613
"EIF4EBP2",4.38e-05,2.95e-06,-7.436135,4.76318,-0.7785369
"XLOC_014257",4.38e-05,2.96e-06,7.43482,4.76111,1.1350022
"POP4",4.39e-05,2.97e-06,-7.432806,4.75794,-1.1394353
"AFF1",4.41e-05,2.98e-06,7.429757,4.75315,1.7217371
"RPS8",4.41e-05,2.99e-06,-7.427493,4.74959,-1.6122302
"TNFRSF10B",4.42e-05,3e-06,-7.425771,4.74688,-0.8197131
"HMGB3",4.42e-05,3e-06,7.42511,4.74584,0.8286364
"CRY2",4.42e-05,3.01e-06,-7.423974,4.74405,-0.9608109
"AMZ2",4.42e-05,3.01e-06,-7.423317,4.74302,-0.8817265
"OSGEP",4.42e-05,3.02e-06,-7.421093,4.73952,-0.7901595
"REXO1L1",4.44e-05,3.04e-06,7.417199,4.73338,0.8692771
"NENF",4.45e-05,3.06e-06,-7.413367,4.72735,-1.2445225
"PRPF4B",4.46e-05,3.07e-06,-7.411531,4.72446,-1.0227996
"CCZ1",4.5e-05,3.1e-06,-7.404394,4.71321,-1.1405382
"GTF2B",4.53e-05,3.13e-06,-7.398427,4.7038,-1.2429616
"OLIG1",4.53e-05,3.13e-06,-7.397345,4.7021,-1.7001996
"TMEM229A",4.53e-05,3.14e-06,7.396819,4.70127,0.8444953
"C1orf21",4.57e-05,3.17e-06,-7.390446,4.69121,-1.5875132
"XLOC_000682",4.58e-05,3.18e-06,7.387558,4.68665,0.7859531
"XLOC_l2_000421",4.61e-05,3.21e-06,7.381722,4.67744,0.9976537
"LOC100129216",4.63e-05,3.24e-06,7.37529,4.66728,0.8583314
"SNRPF",4.63e-05,3.24e-06,-7.374827,4.66654,-1.63675
"GOLGA1",4.65e-05,3.27e-06,7.370791,4.66016,0.8006299
"ATG3",4.65e-05,3.27e-06,-7.370358,4.65948,-1.0130138
"COBRA1",4.65e-05,3.27e-06,-7.370187,4.65921,-0.9509196
"YWHAB",4.65e-05,3.27e-06,-7.369792,4.65858,-0.9995456
"MAPK8",4.65e-05,3.28e-06,-7.36772,4.65531,-0.9288608
"RTF1",4.66e-05,3.29e-06,-7.365384,4.65161,-1.0338729
"DSTYK",4.67e-05,3.3e-06,-7.363973,4.64938,-0.8300645
"IFT20",4.68e-05,3.32e-06,-7.360941,4.64459,-1.0294937
"USP39",4.7e-05,3.34e-06,-7.356632,4.63777,-1.0430108
"TNFSF12",4.76e-05,3.38e-06,-7.347818,4.62381,-1.6576324
"CUL3",4.83e-05,3.45e-06,-7.335033,4.60355,-1.1124654
"NASP",4.84e-05,3.46e-06,-7.333508,4.60113,-0.7694134
"AZGP1",4.85e-05,3.48e-06,7.3304,4.5962,0.849973
"C16orf61",4.87e-05,3.49e-06,-7.327616,4.59178,-1.3160758
"NIPBL",4.9e-05,3.53e-06,-7.320758,4.58089,-0.8609148
"HSPA4",4.9e-05,3.53e-06,-7.320577,4.58061,-1.4536266
"RBM8A",4.92e-05,3.55e-06,-7.316938,4.57483,-0.7532461
"CNBP",5.04e-05,3.65e-06,-7.299166,4.54658,-1.2276123
"SEC61G",5.04e-05,3.66e-06,-7.29708,4.54326,-1.6439391
"MKKS",5.06e-05,3.68e-06,-7.293259,4.53718,-1.1088525
"FTSJ2",5.06e-05,3.69e-06,-7.291365,4.53417,-0.9301981
"POLDIP3",5.1e-05,3.73e-06,-7.284858,4.52381,-0.7172996
"FMNL3",5.13e-05,3.76e-06,-7.279425,4.51515,-1.0520763
"FAM108A1",5.14e-05,3.78e-06,-7.277267,4.51171,-1.1861998
"ZSCAN1",5.21e-05,3.85e-06,7.264328,4.49108,1.1334794
"METTL2B",5.21e-05,3.85e-06,-7.264258,4.49097,-0.8614444
"GM2A",5.22e-05,3.88e-06,-7.260011,4.48419,-1.4216813
"JMJD6",5.23e-05,3.89e-06,-7.258886,4.4824,-0.9034193
"SMARCC1",5.24e-05,3.9e-06,-7.256304,4.47827,-0.8917969
"CDK13",5.24e-05,3.9e-06,-7.256292,4.47825,-0.7950372
"LOC100287036",5.24e-05,3.91e-06,7.255716,4.47733,0.7878153
"CRNKL1",5.26e-05,3.93e-06,-7.252106,4.47157,-1.3819873
"AKT1",5.27e-05,3.95e-06,-7.248941,4.46651,-0.9338745
"FXR1",5.28e-05,3.96e-06,-7.246999,4.46341,-1.2086172
"HIPK1",5.32e-05,3.99e-06,-7.241616,4.45481,-1.8853159
"ARHGEF10L",5.36e-05,4.03e-06,-7.235563,4.44513,-1.0600414
"POMT1",5.36e-05,4.04e-06,-7.233727,4.44219,-1.0469632
"RPS21",5.36e-05,4.04e-06,-7.233526,4.44187,-2.2538808
"RBM10",5.37e-05,4.07e-06,-7.22983,4.43596,-0.8541783
"CHST12",5.37e-05,4.07e-06,-7.229442,4.43534,-1.0730275
"GMFB",5.38e-05,4.08e-06,-7.227487,4.43221,-0.8067347
"SLC1A5",5.38e-05,4.09e-06,7.226533,4.43068,1.0580918
"MIA3",5.4e-05,4.1e-06,-7.224452,4.42735,-1.4868925
"ULBP1",5.41e-05,4.12e-06,7.221909,4.42328,0.7917868
"MRPL40",5.41e-05,4.12e-06,-7.221054,4.42191,-1.8297904
"C6orf72",5.41e-05,4.13e-06,-7.22049,4.421,-0.9882383
"GOLGA6L6",5.43e-05,4.15e-06,7.216966,4.41536,0.8257768
"VAV2",5.43e-05,4.15e-06,7.216409,4.41447,0.9779542
"XLOC_l2_011361",5.46e-05,4.18e-06,7.212025,4.40744,0.7638096
"GBF1",5.49e-05,4.23e-06,-7.205155,4.39643,-1.1266775
"XLOC_000391",5.49e-05,4.23e-06,7.204863,4.39596,1.166325
"SUMF2",5.49e-05,4.23e-06,-7.204672,4.39565,-1.061089
"SEC11C",5.49e-05,4.24e-06,-7.204023,4.39461,-1.9778072
"DHRS4L2",5.51e-05,4.27e-06,-7.198646,4.38599,-1.2693912
"COQ5",5.51e-05,4.27e-06,7.198322,4.38547,0.8748873
"PPP1R2",5.52e-05,4.28e-06,-7.197524,4.38419,-0.7964263
"NT5DC4",5.58e-05,4.33e-06,7.189666,4.37157,0.7657597
"TMEM41B",5.59e-05,4.35e-06,-7.186815,4.36699,-0.9197836
"MAP2K3",5.59e-05,4.35e-06,7.186745,4.36688,1.0804399
"CLC",5.61e-05,4.37e-06,-7.184388,4.3631,-1.9532516
"PSMD2",5.69e-05,4.45e-06,-7.173144,4.34502,-1.1807874
"ROCK1",5.7e-05,4.46e-06,-7.171694,4.34269,-1.0595224
"AGAP3",5.7e-05,4.46e-06,-7.170842,4.34132,-1.1740452
"ZNF618",5.71e-05,4.47e-06,-7.169606,4.33933,-0.8186146
"XLOC_l2_009886",5.71e-05,4.47e-06,7.169019,4.33839,1.4199223
"ACCN5",5.71e-05,4.48e-06,7.167732,4.33632,0.6876161
"LOC100506639",5.73e-05,4.51e-06,7.164433,4.33101,0.7334633
"SERP1",5.78e-05,4.57e-06,-7.156054,4.31752,-1.6487173
"NSMCE4A",5.79e-05,4.6e-06,-7.152137,4.31121,-1.2390205
"MPHOSPH10",5.83e-05,4.66e-06,-7.142629,4.29589,-1.3440715
"NOL8",5.89e-05,4.72e-06,-7.135673,4.28467,-1.2731862
"U2AF1",5.92e-05,4.74e-06,-7.132451,4.27947,-0.8262335
"CLEC2D",5.94e-05,4.76e-06,-7.12959,4.27486,-0.9737532
"FBRS",5.94e-05,4.77e-06,-7.12805,4.27237,-1.1219567
"TTN",5.95e-05,4.79e-06,7.126112,4.26924,1.0426357
"KCNC3",5.96e-05,4.81e-06,7.123561,4.26512,0.7020214
"BTN3A2",5.96e-05,4.81e-06,-7.122738,4.26379,-0.8238823
"FKBP1B",6.01e-05,4.87e-06,7.115332,4.25183,1.5256555
"HPS5",6.02e-05,4.88e-06,-7.113839,4.24942,-1.1913583
"AKAP5",6.05e-05,4.92e-06,-7.109373,4.2422,-1.767102
"ENTPD4",6.06e-05,4.94e-06,-7.106596,4.23771,-0.7332508
"TMOD3",6.06e-05,4.94e-06,-7.10619,4.23705,-1.1294636
"RBBP8",6.1e-05,4.99e-06,-7.10036,4.22762,-0.9607187
"SETD8",6.1e-05,4.99e-06,-7.100254,4.22745,-1.000436
"HGS",6.1e-05,5.01e-06,-7.097956,4.22373,-0.8867897
"GZMB",6.1e-05,5.01e-06,-7.097945,4.22371,-1.7092557
"XLOC_l2_000010",6.17e-05,5.08e-06,7.089181,4.20952,1.193068
"VPS4A",6.19e-05,5.1e-06,-7.086417,4.20504,-0.788797
"PRDM16",6.19e-05,5.13e-06,7.083117,4.1997,0.7175196
"APEX1",6.19e-05,5.13e-06,-7.083018,4.19954,-1.1057635
"ESYT2",6.19e-05,5.13e-06,-7.082133,4.1981,-1.3078629
"KRI1",6.19e-05,5.13e-06,-7.082042,4.19795,-0.9892495
"TMEM105",6.21e-05,5.15e-06,7.080008,4.19466,0.7676707
"COX5B",6.21e-05,5.15e-06,-7.079582,4.19397,-1.0876985
"WIPF1",6.26e-05,5.22e-06,7.071942,4.18158,1.1418523
"C9orf114",6.26e-05,5.22e-06,-7.071344,4.18061,-0.9434134
"NKAP",6.29e-05,5.27e-06,-7.065859,4.17171,-0.8915782
"PDZD11",6.29e-05,5.28e-06,-7.064723,4.16987,-0.9202034
"CAB39",6.34e-05,5.33e-06,-7.058327,4.15948,-1.3007281
"HIST1H1D",6.34e-05,5.33e-06,-7.058291,4.15942,-0.9687742
"PDSS1",6.35e-05,5.34e-06,7.057029,4.15737,1.4704685
"SCN5A",6.37e-05,5.38e-06,7.052549,4.1501,1.2355591
"DKKL1",6.37e-05,5.4e-06,7.050398,4.1466,0.7103846
"USP17L2",6.38e-05,5.43e-06,7.047155,4.14133,1.4169559
"AP1M1",6.38e-05,5.43e-06,-7.047134,4.1413,-0.7791946
"RHOU",6.38e-05,5.44e-06,-7.045953,4.13938,-1.3679756
"H2AFV",6.38e-05,5.44e-06,-7.045219,4.13818,-1.0446288
"ZKSCAN1",6.38e-05,5.45e-06,-7.044141,4.13643,-0.8017623
"ITGBL1",6.38e-05,5.45e-06,7.044104,4.13637,0.8391816
"PRF1",6.39e-05,5.46e-06,-7.0433,4.13506,-1.8422627
"XLOC_001011",6.39e-05,5.47e-06,7.042474,4.13372,1.3748167
"HSP90AA1",6.4e-05,5.49e-06,-7.040198,4.13002,-1.6156498
"RABAC1",6.4e-05,5.49e-06,-7.039468,4.12883,-1.1449969
"GRIK2",6.41e-05,5.5e-06,7.038278,4.1269,1.1648141
"AHCYL1",6.43e-05,5.53e-06,-7.034979,4.12153,-1.1681072
"KIAA1109",6.45e-05,5.55e-06,-7.033304,4.1188,-1.014571
"CHMP3",6.47e-05,5.57e-06,-7.03095,4.11497,-0.9690078
"C3orf35",6.47e-05,5.57e-06,7.030301,4.11392,1.1949455
"RNF113A",6.47e-05,5.58e-06,-7.029825,4.11314,-1.2911645
"BCL7C",6.49e-05,5.6e-06,-7.026926,4.10842,-1.2587985
"GIMAP8",6.53e-05,5.66e-06,-7.021259,4.09919,-1.2905179
"ILKAP",6.53e-05,5.66e-06,-7.021195,4.09909,-0.8767061
"ANGPTL4",6.53e-05,5.66e-06,7.020861,4.09854,1.0203488
"LATS2",6.55e-05,5.68e-06,-7.0187,4.09502,-1.0058953
"EIF3H",6.6e-05,5.74e-06,-7.012039,4.08417,-1.1685073
"ACAN",6.6e-05,5.75e-06,7.010646,4.08189,0.799898
"MUTED",6.67e-05,5.82e-06,-7.003527,4.07028,-1.4565744
"CD68",6.68e-05,5.83e-06,-7.00194,4.06769,-0.9705774
"XLOC_003444",6.75e-05,5.91e-06,6.99364,4.05414,0.8643136
"ATXN7L1",6.79e-05,5.96e-06,6.988595,4.04591,0.9211846
"ANKRD36B",6.79e-05,5.96e-06,6.987954,4.04486,1.5913244
"COQ10B",6.79e-05,5.98e-06,-6.986758,4.0429,-0.9809812
"EVI5L",6.81e-05,6e-06,-6.984541,4.03928,-0.7591065
"RPS9",6.81e-05,6e-06,-6.983949,4.03831,-1.0961231
"COL11A2",6.82e-05,6.02e-06,6.982008,4.03514,1.0081822
"NGEF",6.83e-05,6.04e-06,6.980234,4.03224,0.893443
