"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"XPO1",-0.6682399552439,6.21814662605775,-3.62968902690707,0.000827702573066015,0.00973441251806276,-0.870604173835098
"ARHGEF17",0.657519663214812,3.80667439443539,3.62960530586567,0.000827901788417104,0.00973441251806276,-0.870829818326071
"THAP1",-0.397165039336505,8.06279453991336,-3.62959508580622,0.000827926110351691,0.00973441251806276,-0.870857363205275
"CCDC102B",0.696545009498618,7.16727620884437,3.62906852216775,0.000829180170951681,0.00974533198553294,-0.872276496203109
"INHBE",1.06331195529033,3.31234156822084,3.62902400000894,0.000829286288543446,0.00974533198553294,-0.872396482666969
"TAS2R3",-0.613036447348392,4.68746297640132,-3.62896790028448,0.000829420019647359,0.00974533198553294,-0.872547669480842
"DMGDH",-0.789904681892973,4.86791378014694,-3.62784839139415,0.000832093066566634,0.00977174507084978,-0.875564475498352
"NEDD8",-0.39031370459602,10.1798459608365,-3.62759350813535,0.000832702809621041,0.00977445773725484,-0.876251262629935
"CNBP",-0.411280455699625,11.5380411286861,-3.62706466663584,0.0008339693016757,0.00978711293799099,-0.877676161743342
"CDADC1",-0.445895624813461,7.67789915227995,-3.62642014564696,0.000835515337964279,0.00980192088099954,-0.879412611932427
"ASPSCR1",-0.497593590617142,7.40877815559924,-3.62608358494925,0.000836323755931161,0.00980806826161744,-0.880319306036354
"NDUFAF6",-0.439916131523026,7.50200163477642,-3.62492684895589,0.000839107984569059,0.00983570321137457,-0.883435246815571
"TXN2",-0.445069067803322,8.7275437414981,-3.62481853985912,0.00083936913816704,0.00983709251646232,-0.883726978705904
"TSNAX",-0.764046370900326,5.37355853032031,-3.62449100099118,0.000840159372645167,0.0098446809261531,-0.884609183507087
"RAB41",-1.30397983078742,3.08292370748543,-3.62325921235141,0.000843137662342143,0.00987573089490361,-0.887926587716823
"LRP8",-0.783047206298255,5.64351986619488,-3.62320926900819,0.000843258632605587,0.00987573089490361,-0.888061081842533
"TENT5B",-1.01170327364664,7.43484981912837,-3.62286823784893,0.00084408510832701,0.00988116478541015,-0.888979432690314
"TRIM23",-0.4247492571508,8.84099036678234,-3.6222684585415,0.00084554054404661,0.00989428763537406,-0.890594457678407
"NQO2",-1.2891469401399,5.57771854776073,-3.62117678192846,0.000848195835738474,0.00992199233223924,-0.893533687625341
"TAF9B",-0.354571567281077,9.73525913531317,-3.62046484036622,0.000849931822217851,0.00994055280050921,-0.895450291962052
"GGA2",-0.520267206688128,8.4471526613612,-3.62040792087811,0.000850070761452853,0.00994055280050921,-0.895603516093242
"RFXAP",-0.388079722736672,7.34754080431667,-3.62029689721797,0.000850341830775075,0.00994203696703796,-0.895902382381292
"PIGF",-0.420131430327523,5.6331979353134,-3.61995784293544,0.000851170162901012,0.00995003493818353,-0.896815060791227
"ITPRID1",-0.783554723654042,4.174788854949,-3.61955440986669,0.000852156789625929,0.00995988032206411,-0.897900983312521
"COA1",-0.881756255055743,7.41936472202639,-3.61939503411429,0.000852546858902797,0.00996176594737788,-0.898329959834633
"RBM38-AS1",0.540391028161967,6.64273250791365,3.61851923616715,0.00085469343067233,0.0099827613740001,-0.900687101203661
"PPP1R12C",-0.529893405777491,7.28333697709694,-3.61834945582499,0.000855110162720084,0.00998593767741351,-0.901144020223489
"DOCK5",-0.56455401250969,7.58575463160711,-3.61786903281652,0.000856290439572793,0.00999802803747004,-0.902436896735476
"PTPN2",-0.40046162979549,6.20787025889844,-3.61774619796454,0.000856592465359415,0.0099982499871569,-0.902767447074922
"ZNF335",-0.943848366550679,3.71900422780244,-3.61739553199319,0.000857455246134179,0.0100065462480329,-0.903711064788213
"GZF1",-0.366338409446501,9.66415401080784,-3.61720908313968,0.000857914326947803,0.0100102099694789,-0.90421276792511
"FRMD4B",-0.386060674494418,6.93701591716066,-3.61683356142597,0.000858839668387651,0.0100176174410107,-0.905223197565556
"COPS8",-0.433753378380311,8.21339546857252,-3.61660948192473,0.000859392291671929,0.0100206739402558,-0.905826112437705
"FAM210A",-1.20056318413802,6.07908132558377,-3.61613889786689,0.000860553958162168,0.0100308275299045,-0.907092221732951
"LRSAM1",-0.551831474754022,7.87449379382129,-3.61597214149302,0.000860965969725235,0.010033934256835,-0.907540861932897
"RYR2",-0.640372128164413,6.70334656442257,-3.61573267266454,0.000861557967253138,0.0100391371855802,-0.908185109966194
"FAR2",-0.409508105235872,8.25098717703713,-3.61548152756715,0.000862179251316136,0.0100446795546071,-0.908860749054683
"HAPLN1",1.24349839750718,7.91735135847077,3.6153439411846,0.000862519796210841,0.0100458417785192,-0.909230879134943
"ALPK3",0.777877153367443,12.1860243332646,3.61532353285968,0.000862570320608829,0.0100458417785192,-0.909285780325655
"ZNF133",-0.449648703392802,6.84966835852898,-3.61502329817267,0.0008633139339844,0.0100528046643431,-0.910093435694749
"ZNF789",-0.367948122035042,7.13852582895238,-3.61495276748087,0.000863488712109878,0.0100531425513535,-0.910283164267551
"ATRN",-0.53995347021214,8.72857645771155,-3.61414794732783,0.000865485506848622,0.0100695909931426,-0.912448016978225
"STK32C",-0.868570036858648,3.90869964075644,-3.61401254035756,0.000865821894464608,0.0100709618524439,-0.912812220029884
"TSTD3",-0.415742686903653,6.47310234316706,-3.61384255516859,0.000866244362058331,0.0100733221465458,-0.913269418623325
"DSEL",-0.499409540036648,8.67409020403713,-3.61351989052154,0.000867046833272022,0.0100809541623013,-0.914137241431162
"PKIG",0.622691510368677,5.92911994589107,3.61339013312025,0.00086736974349664,0.0100813096071728,-0.91448622006549
"RPS6KB2",-0.452562880818896,7.40793643702379,-3.61249013821461,0.00086961263335377,0.0101024564182008,-0.916906564683187
"LINC00861",0.852850389251748,4.21779063490797,3.61236635947462,0.000869921540781418,0.0101024564182008,-0.917239418722738
"UBL4A",-0.369810006375861,9.36384973049099,-3.61209351716469,0.000870602830872286,0.010105019104019,-0.917973101131186
"OR5A2",-0.374346655341366,7.89854172139791,-3.61205834355467,0.000870690697135471,0.010105019104019,-0.918067682259164
"ABL1",-0.414881772293187,8.28559485313357,-3.61191087708732,0.000871059172204451,0.0101054585545738,-0.918464211827512
"ZNF275",-0.382918629911238,8.3007853141916,-3.61128714216174,0.000872619363272212,0.0101218562874007,-0.920141316677618
"LRRC28",-0.39860372882005,7.15059997302242,-3.61122802847023,0.000872767367987757,0.0101218707533404,-0.920300254997489
"TMEM165",-0.446301294242378,6.93642854923214,-3.61018769541892,0.000875376041812336,0.0101504178890042,-0.923097183328342
"NUP85",-0.677889763962185,6.44765934907997,-3.60977635999018,0.000876409551240621,0.0101555723704747,-0.924202949567578
"CLIC4",-0.836453559560292,3.55328332283414,-3.60944527747048,0.000877242273200484,0.0101618071183469,-0.92509293338116
"NF2",-0.736754044815512,5.20471039213403,-3.60785861057992,0.000881243566438033,0.0101961699005588,-0.929357514986201
"DANT1",1.45280592641366,2.79984861860235,3.60736095818025,0.000882502175127601,0.0102055960795692,-0.930694900935076
"LGALS1",-0.462659206427297,11.2853760535231,-3.6069921615755,0.000883436012431899,0.0102129704621904,-0.931685944176479
"POSTN",1.83494648428834,9.1675971854894,3.60656597515584,0.000884516353091099,0.0102237460822345,-0.93283114693439
"MORF4L1",-0.354267819167266,12.149749751827,-3.60643338754402,0.00088485270907563,0.0102245849962425,-0.933187409030459
"ADPRS",-0.382527084552029,7.16437207603539,-3.60642049343917,0.000884885426164585,0.0102245849962425,-0.93322205507612
"RNF187",-0.44491232354401,9.44360224095191,-3.60629253884686,0.000885210157206965,0.0102251519774958,-0.933565861741891
"POLA2",-0.658812622264704,5.1788642677573,-3.60628432543845,0.000885231005620233,0.0102251519774958,-0.933587930500665
"PSMC4",-0.371019412942299,9.48088087316112,-3.60607341859767,0.000885766520655079,0.0102279117578404,-0.934154611742168
"PRRT3",0.812940660519848,4.219984134103,3.60558838656419,0.000886999253007975,0.0102387177372318,-0.935457774082114
"PDE5A",0.54734446700862,7.39012380113454,3.60547838481071,0.000887279057555552,0.0102402337014067,-0.935753310184789
"UBIAD1",-0.341545675463973,7.9080953784549,-3.60507091987156,0.000888316241339783,0.0102487740323193,-0.936847987827059
"ENO1",-0.676211929780457,5.218094588956,-3.60494403786476,0.000888639452162674,0.0102507882615253,-0.937188851423068
"ZNF772",-0.815488564170211,4.95520129131104,-3.60356724500295,0.000892153893284848,0.0102799386391063,-0.940887182396397
"LINC02232",-1.58713680465604,3.07629934139261,-3.60330448446283,0.000892826142803784,0.0102818866370307,-0.94159293088535
"HK3",-1.09688336063515,3.84868898395839,-3.60308168027121,0.000893396549726899,0.0102833044116596,-0.942191341290476
"SRSF10",-0.415880354060556,8.07710270523985,-3.60221897898025,0.000895608486242592,0.0102998455919521,-0.944508228270228
"C6orf226",-0.613953874749063,5.34117725433255,-3.60211159886121,0.000895884173982857,0.0102998455919521,-0.944796591732702
"H3C13",-0.968993553747128,3.58071422693103,-3.60205546497545,0.000896028324658732,0.0102998455919521,-0.94494733458472
"EIF4H",-0.655638762585853,4.73850788026503,-3.60147535745344,0.000897519337724755,0.0103152655762167,-0.94650509876435
"PNPLA6",-0.484578976411346,8.11950584586065,-3.6013576010287,0.000897822291081067,0.0103167722200171,-0.946821295685014
"PDSS2",-0.335767331202565,8.87437706083947,-3.60125000938142,0.000898099179483584,0.0103167722200171,-0.94711019403427
"ATP6V1H",-0.516688991924607,7.11882567627949,-3.60078218522587,0.000899304087013766,0.0103288930693321,-0.948366317969885
"RALY",-0.472786856465235,7.2976873508078,-3.60041021658454,0.000900263224020854,0.0103381875725472,-0.949365010645836
"ATCAY",-0.764341973605066,6.67187370390759,-3.60034726927589,0.000900425633765871,0.0103383312736528,-0.949534011970627
"RTCA",-0.532494148338348,7.7096502772013,-3.59985423701244,0.000901698677840143,0.0103495020486994,-0.950857658970778
"ITM2C",-0.505156468998312,8.73144431191982,-3.59924613949082,0.000903271215748858,0.0103646122415694,-0.952490102519097
"LINC00595",-0.569998813640687,4.73651301925873,-3.59874645096856,0.00090456538465235,0.0103772246472842,-0.953831421917634
"MCOLN1",-0.447187413772004,7.32810048220356,-3.59862503133598,0.000904880125111992,0.010377528557535,-0.954157336459881
"DESI1",-0.620899083393291,5.05811018454578,-3.59843235148496,0.000905379800703795,0.0103813873407383,-0.95467451681321
"LTBP4",1.13381049020552,3.76004687947524,3.59802003451056,0.00090644995277102,0.0103867508294762,-0.955781189992396
"TMEM14C",-0.620185295542768,8.66957870838983,-3.59723822692089,0.000908482447969511,0.0104055341212913,-0.957879421520849
"ANKRD2",-1.3127834954721,10.0969160668863,-3.59645465156725,0.000910523941580905,0.0104230433611344,-0.959982177403731
"GCLM",-0.331099448544979,8.22780772779919,-3.59628692386562,0.000910961505724296,0.0104263217805849,-0.960432252787736
"TMPRSS9",0.934174957158671,2.93052918093078,3.59596636977018,0.000911798323109634,0.010432437018061,-0.961292389751147
"ENY2",-0.754227953585211,4.61528100637427,-3.5957105835988,0.000912466592501067,0.0104353727650416,-0.961978709662473
"ZBTB11-AS1",-0.392788698989839,6.38567272333835,-3.5956944276398,0.000912508817543365,0.0104353727650416,-0.962022058192788
"DMRTA1",-0.72620648774685,5.43104363029323,-3.59508473677225,0.000914103674963363,0.0104518783922784,-0.96365786923854
"FAM210B",-0.356240862994467,10.4203657087689,-3.59417541260528,0.0009164873142021,0.0104750615994051,-0.966097353476473
"CHCHD4",-0.668944362408936,6.6763934803899,-3.59408962250345,0.000916712507092028,0.0104750615994051,-0.966327491046313
"ZW10",-0.336673121428362,8.32564421906857,-3.59407962500225,0.000916738753284171,0.0104750615994051,-0.96635430982632
"MCC",-0.325234815409212,10.2803231303152,-3.59384045965079,0.000917366843868318,0.0104805021072715,-0.966995871727821
"PGAM1",-0.937686224762029,3.03796280340274,-3.59353399377562,0.00091817228315521,0.0104867427202077,-0.96781793746827
"TNNT1",0.702194340140561,6.84019372178405,3.59347457317803,0.000918328528372875,0.0104867427202077,-0.967977323696338
"RNF34",-0.526578326788534,5.26396561434494,-3.59284297517407,0.000919990884976566,0.0105035211615351,-0.969671405631026
"METTL4",-0.486205161485193,6.55697441542647,-3.5921973180298,0.000921693239373535,0.010519520322988,-0.971403048904605
"ZDHHC5",-0.382194509368396,9.85078196150982,-3.59079082536282,0.00092541213487407,0.0105601712346566,-0.975174722882119
"CPVL",-0.632671057027656,9.43074836734123,-3.58991054443573,0.000927747023375643,0.0105839318066295,-0.977534936349451
"SH3TC1",-1.03765363742738,3.38466790275089,-3.5898901284818,0.000927801242611014,0.0105839318066295,-0.977589672391468
"SYNE3",-0.463376562278031,6.44990105705489,-3.58968113385245,0.000928356451118661,0.0105885140455853,-0.978149987256224
"PDXK",-0.531480204573291,4.88575673434431,-3.58934291511215,0.000929255629968227,0.0105952654651858,-0.979056718778347
"ENTPD6",-0.510261429446724,7.1694269313502,-3.58840278389315,0.00093175944262066,0.0106185473822781,-0.981576902463195
"TSSC4",-0.667719541517689,6.79699674828133,-3.58749612501445,0.000934180260314741,0.010640577863263,-0.984007055861666
"HMGCL",-0.447861282578056,7.97128045579017,-3.58744771276471,0.000934309693198791,0.010640577863263,-0.984136808775757
"HLA-DRB1",-0.909467511675762,8.79147151157294,-3.58720543625403,0.000934957692529625,0.0106444423991034,-0.984786137577654
"ESR1",-0.338977435130699,8.01919921597075,-3.58668434394158,0.000936352886325476,0.0106585671843321,-0.98618265288717
"PAG1",0.672044405179455,4.14513607956922,3.58661318819275,0.000936543557066638,0.0106589784044366,-0.986373341037689
"PSMG3",-0.414481439404123,6.05766350877698,-3.58645273240682,0.000936973655608204,0.0106621140120934,-0.98680333496278
"LINS1",-0.892087824119476,3.56176016708162,-3.58610938265837,0.000937894636553942,0.0106708335669953,-0.987723422041507
"GLCE",-0.559322020940376,8.66672357602072,-3.58497244859677,0.000940950504600251,0.0106985420874183,-0.990769802569017
"FAHD2A",-0.371112415599941,7.83673252811132,-3.58440599767612,0.000942476594238402,0.0107105965899856,-0.992287416411975
"SLC2A10",-0.465958705754216,6.69846220293228,-3.58402042040211,0.000943516750024815,0.0107206507824072,-0.993320374090795
"SPI1",-0.83000414006746,5.75240749285784,-3.5832437892157,0.000945615190674577,0.0107391865142146,-0.995400798121212
"ZFAND2A",-0.733379820381032,3.90778096467962,-3.5827110068376,0.000947057354046275,0.0107537941568277,-0.996827878688655
"EXOC8",-0.368897331738074,8.77718524883766,-3.58250305304208,0.000947620828485915,0.0107584211589586,-0.997384864027453
"SLC25A40",-0.535756680139054,8.35975431079739,-3.58235054245015,0.000948034278337355,0.0107613436762553,-0.997793339837871
"SLC43A2",-0.788712297572417,2.74513746379817,-3.58219003858175,0.000948469585123533,0.0107645132937255,-0.998223215299936
"RPS10",-1.10177609977587,2.82212241323626,-3.58173308935163,0.00094970994288539,0.0107768171702543,-0.9994470055256
"ABHD12",-0.735965553166085,3.9087758033625,-3.58162249277941,0.000950010384354568,0.0107784530694085,-0.999743191191941
"PCDHGC3",-0.479680546917676,8.29517458264204,-3.5813785725032,0.000950673330125116,0.0107842005886068,-1.00039641178141
"GRIA3",1.44939969444569,1.92927113382736,3.58075562574685,0.000952368445069692,0.0107998769576548,-1.00206457074754
"THAP2",-0.652303498471426,3.97474515369858,-3.57966821126417,0.00095533440677899,0.0108228341057074,-1.00497616844373
"ARF6",-0.324536624821979,10.1499972308577,-3.57898548383699,0.00095720111044477,0.0108371118527858,-1.00680398062029
"STMP1",-0.521360789959278,8.27295941135325,-3.57800415465286,0.000959890396493425,0.0108601772713503,-1.00943091956494
"ITCH",-0.944980279338496,6.79658432671069,-3.57703469207688,0.000962554301181667,0.0108885304498113,-1.01202574944026
"CWC15",-0.457354356744359,8.94687564238477,-3.57682036788818,0.000963144184061568,0.010892459270079,-1.01259935607307
"PDE7B",-0.716105866943335,7.86998331624657,-3.57679374851593,0.00096321747264335,0.010892459270079,-1.01267059767681
"SLC25A1",-0.467581800262776,7.75033847789336,-3.57661192500331,0.000963718213528339,0.0108945492848795,-1.01315720627684
"MAGEH1",-0.467586257500964,7.36970780512374,-3.57580137256579,0.000965953519083974,0.0109139428641368,-1.01532631642964
"CINP",-0.467543624410493,7.25899294764164,-3.57562539298477,0.000966439486487549,0.010914578579179,-1.01579722184884
"NDUFAF8",-0.440832913763394,8.55169352746941,-3.57520176186905,0.000967610308290036,0.0109252818101483,-1.01693077419125
"CUX2",2.1089148079665,3.72921487678605,3.57515343436177,0.000967743961425204,0.0109252818101483,-1.01706008481373
"ZC3HC1",-0.613893852731155,7.34130529615509,-3.57511060246401,0.000967862430912076,0.0109252818101483,-1.01717469004333
"ANKRD10",0.824163989968524,6.07861003252655,3.57452234566341,0.00096949091315774,0.0109400831610748,-1.01874862020045
"TMEM98",-0.637717448367823,6.54585151015311,-3.57431888450219,0.000970054771848994,0.0109446552616432,-1.01929296823204
"COQ9",-0.464474275102182,10.1020372808831,-3.57410376443269,0.000970651284434599,0.0109495942243138,-1.01986849259523
"TMEM138",-0.481046898260088,5.8871211302077,-3.57384041598518,0.000971382011368951,0.0109544274839409,-1.02057302248275
"CRYAB",-0.624857270326764,8.45701926711374,-3.57383487306147,0.00097139739730002,0.0109544274839409,-1.02058785106471
"AHCYL1",-0.632231277638729,6.08025053930244,-3.57294407888141,0.000973873094213252,0.0109787556894227,-1.02297078290901
"SLC38A2",-0.533011913981347,5.19231503075416,-3.57280066701848,0.000974272231654381,0.010979966926827,-1.02335439189985
"RAB11FIP1",-0.696490511941874,5.58699318971754,-3.57198069957231,0.000976557352397621,0.0110036204206607,-1.02554755959654
"CTDNEP1",0.891768801498023,4.96558162001752,3.57095129467648,0.00097943344358435,0.0110306212612692,-1.02830056319579
"ISCA1",-0.343455096230397,10.6648310004471,-3.57014506966942,0.00098169167330755,0.0110496865189165,-1.03045643288002
"ZNF776",-0.322424858711717,9.44471984922111,-3.5699184908756,0.000982327219824245,0.0110541863846106,-1.03106226867487
"ZNF638",-0.576218476345441,5.80820480413047,-3.56958568922308,0.000983261435918176,0.011061089746416,-1.03195209362598
"DNAJB4",-0.581574990457578,7.98841220351511,-3.56938870647181,0.000983814793887489,0.0110637055820023,-1.03247875517745
"AVPI1",-0.499950783544332,6.49636485573643,-3.56898414798217,0.000984952206959834,0.0110746908565406,-1.03356035576682
"TMEM167A",-0.360571663372903,10.4150580508054,-3.56838701303362,0.000986633359179405,0.0110899776373213,-1.03515670682514
"MAOA",-0.508575851566372,11.0948699439146,-3.56821963682651,0.000987105079212246,0.0110921803124523,-1.03560413875869
"ATP6V1G1",-0.386448708751432,9.83333313429466,-3.56813844502852,0.000987333981977707,0.011092429505946,-1.03582117789105
"MAPK8",-0.601111163745964,5.60643598702015,-3.56800912520135,0.00098769867678362,0.0110947195012649,-1.03616686625389
"EHHADH",-0.342384862352128,9.11342356131659,-3.567629161063,0.000988770963419857,0.0111031477282754,-1.03718252345447
"CEBPZ",-0.384234401913332,9.99256912011742,-3.5667524545596,0.000991249367948505,0.0111273549653985,-1.03952578893543
"SOX13",0.795748808575111,4.85048242431362,3.56666598215106,0.0009914941445562,0.0111282914808855,-1.03975689760765
"EMC9",-0.700272651091664,3.0462889583946,-3.56639138084644,0.000992271841359372,0.0111352080863254,-1.04049078692474
"LTBP2",1.00612731221857,4.68893570148962,3.5659767275645,0.000993447290679974,0.011146585267317,-1.04159892177926
"VAPA",-0.369106836420212,7.96319160933164,-3.56578868142428,0.000993980800776064,0.011150757291725,-1.04210144257126
"MTRFR",-0.614217251895499,5.33376985158376,-3.56566118903493,0.00099434266916717,0.0111530027471881,-1.04244213658386
"THUMPD1",-0.449306699041076,8.66796151940189,-3.56556578776376,0.000994613534528845,0.011153028790657,-1.04269707059675
"SON",-0.529639015572579,8.25139802154277,-3.56534138993819,0.000995250929548129,0.011156654581982,-1.04329669978585
"YEATS2",0.499901147573896,8.96494419621962,3.56531873876426,0.000995315291328624,0.011156654581982,-1.04335722655563
"CDO1",-0.679002993002091,6.38185956771401,-3.56514337898191,0.000995813699797153,0.0111604275065014,-1.04382580347959
"GSDME",-0.60442428673347,5.15741104094856,-3.56488952642821,0.000996535626148468,0.0111667038400422,-1.04450410014596
"CCT7",-0.394391784596761,11.0193349897467,-3.56401951098152,0.000999013667413918,0.0111872012731836,-1.0468286116792
"CAPS2",-0.626477738365105,6.08646860818771,-3.56395298413443,0.000999203397761305,0.0111875094713632,-1.04700634703936
"BZW1-AS1",-0.458323274585603,6.58072425514577,-3.56337897717384,0.00100084186944606,0.0112003997624039,-1.04853981605504
"OSBPL1A",-0.65174949845442,5.07131993626499,-3.56312053907281,0.00100158041035701,0.0112032113043015,-1.04923019831568
"FAM47E-STBD1",0.997639605109655,6.32843984220298,3.56233325815681,0.00100383346219841,0.0112247720310999,-1.0513331615783
"HMGN3",-0.462097108270568,8.19383917512698,-3.5614986258668,0.00100622734792275,0.0112460703591367,-1.05356236065239
"LRBA",-0.746630607357362,8.08735572202901,-3.56111265574984,0.00100733624011498,0.0112529932751426,-1.05459315254294
"LCMT1",-0.419717710035179,8.45860496698552,-3.56096575181222,0.00100775860386706,0.011255888406269,-1.0549854675035
"GTF2B",-0.401100885064128,7.91171885475388,-3.56043371288446,0.00100928969575483,0.0112656919106992,-1.05640624021231
"NT5DC2",-0.825893477382961,4.87573962488427,-3.56025427231649,0.00100980659086941,0.0112688762815541,-1.0568854002841
"ZCCHC3",-0.365634441385495,8.39270940166939,-3.55956941939619,0.00101178171399723,0.0112834523855674,-1.05871405421239
"MYO1B",-0.733624099500616,4.36822449006268,-3.55888585667327,0.0010137568207701,0.0112976638178208,-1.06053909156803
"WASHC4",-0.67338771523061,3.83050290848516,-3.55820617754806,0.00101572438229811,0.0113137129598031,-1.06235359013231
"VPS13B-DT",-0.550517031648338,4.73547528522367,-3.55794978220959,0.00101646755903651,0.0113165080785711,-1.06303802932627
"UFSP2",-0.376911575003904,9.19250370484676,-3.55781309742973,0.001016863961451,0.0113186251415076,-1.06340289513131
"TSPAN11",-0.867303684060115,6.38654654048198,-3.55777104932601,0.00101698593594204,0.0113186251415076,-1.06351513679149
"ATL3",-0.392950091291041,10.3027452715475,-3.5574964776383,0.00101778276830626,0.0113256659454797,-1.06424805238459
"ABHD2",-0.744763125012109,6.28499382141725,-3.55721295554711,0.00101860620563015,0.0113311725810179,-1.06500483027778
"PRPF38A",-0.570538795277969,5.03134609950063,-3.55638716582107,0.00102100821074559,0.0113498288455828,-1.06720886206566
"SLC35A4",-0.555225552559818,5.88443082286532,-3.55638498073494,0.00102101457380608,0.0113498288455828,-1.06721469372554
"HSPH1",-0.686444537069189,6.38924429867082,-3.55635355058474,0.00102110610391244,0.0113498288455828,-1.06729857578339
"GMFB",-0.408909603772489,9.70850449365914,-3.55628894701921,0.00102129426559704,0.0113498847571411,-1.06747099125559
"CTNNA1",-0.483626119120064,7.84073214675454,-3.55585100011114,0.00102257069113931,0.0113576526657637,-1.06863975352489
"CRYL1",-1.11178325695858,4.15698127515414,-3.5557586830483,0.00102283995109019,0.0113576526657637,-1.06888611388828
"SSR2",-0.403334100929925,9.2414673126926,-3.55539653466101,0.00102389688295522,0.0113635775605722,-1.06985252478141
"USP33",-0.560449085792968,7.36401072488937,-3.55520253061583,0.00102446351664055,0.011365167885266,-1.07037021433925
"HPGDS",-0.846981525541126,4.67787550436778,-3.55490390286211,0.00102533631741081,0.0113730211984277,-1.07116705969046
"TSG101",-0.355663517070361,9.66291189740577,-3.55445528411999,0.00102664884160624,0.0113838613617202,-1.07236407283658
"ETF1",-0.425237413526668,9.00656698076419,-3.55444147170789,0.00102668927821647,0.0113838613617202,-1.07240092620494
"PPP2R5D",-0.390698406215757,8.56646927277858,-3.55440065525023,0.00102680877963261,0.0113838613617202,-1.0725098295792
"PLEKHG1",-0.657063155759548,8.35782372415407,-3.55420932570762,0.00102736912785279,0.0113882431288985,-1.0730203123708
"MAT2A",-0.648844483757401,6.29383943700677,-3.55370008114269,0.00102886198928358,0.0113931838200493,-1.07437895267101
"PSMG2",-0.39926625220933,7.97432822304372,-3.55365486277867,0.00102899464867647,0.0113931838200493,-1.07449958850347
"WDR11",-0.909047788891993,3.83748017667595,-3.55364731147819,0.00102901680390974,0.0113931838200493,-1.07451973417047
"C1QBP",-0.449881470239331,8.60368260991334,-3.55345777402577,0.00102957304997416,0.0113961889354386,-1.07502538303041
"SMIM14",-0.891706573810676,3.12041196810679,-3.55327261140334,0.00103011673616225,0.0113985482581599,-1.0755193479284
"CMC2",-0.720963631432874,5.43992056486995,-3.5530470137559,0.00103077952329945,0.0114040525700935,-1.07612116571803
"PWWP2A",-0.3557563977731,7.71890411808404,-3.55280423059549,0.00103149325811993,0.0114082889692962,-1.07676880767395
"ZRANB3",-0.642127890121714,5.2045939896834,-3.55264830791735,0.00103195189073994,0.011411531490193,-1.07718473145065
"USP46-DT",0.634850486447498,6.71794542215298,3.55225857871684,0.00103309910203272,0.0114205553882347,-1.07822429501025
"KLHL28",-1.00514524102861,3.46015182773604,-3.55194527810885,0.0010340222262677,0.0114270970911205,-1.07905995239208
"NDC1",-0.351752466398954,8.34332051745124,-3.55147819740183,0.00103539992840176,0.0114404891159676,-1.08030571569644
"DAGLB",-0.41346570502487,6.92604396238752,-3.55140334299164,0.00103562088313243,0.0114410975988538,-1.08050535439794
"UBA3",-0.845306898521453,6.78022977895735,-3.55105168903478,0.00103665949974857,0.0114507376197404,-1.08144319720482
"EPPK1",3.76872181262168,4.03576184719653,3.55092817273398,0.00103702454508343,0.0114529356083914,-1.08177259793444
"NUDT7",-0.677319753207861,5.60312503507518,-3.55075549078351,0.00103753510385468,0.0114549057328089,-1.0822331071585
"GNL2",-0.410988805714272,9.05736654800715,-3.55065724542987,0.00103782568808369,0.0114562800427548,-1.08249510352849
"LINC02891",-1.29651118867075,3.08416484992605,-3.55044941497949,0.00103844065441826,0.0114612341070935,-1.08304932486581
"ASS1",-0.964821408009113,4.60450954811521,-3.54916242424149,0.00104225664478681,0.01149415426782,-1.08648098747217
"LATS1",-0.728676236535415,5.62078109560606,-3.54900616627243,0.00104272087405085,0.0114974354409731,-1.08689759581697
"TBC1D2B",-0.747568627118843,3.73832849596565,-3.5484897862121,0.00104425641006983,0.0115070082445305,-1.08827428224335
"RNF41",-0.508990199172908,8.47241377091759,-3.54818151172965,0.00104517414801217,0.011515281308051,-1.08909610534374
"CCDC69",-0.53788240604153,4.42366635607476,-3.54790738736824,0.00104599087177684,0.0115193900836856,-1.08982685880569
"ULK3",-1.02084044024173,3.36305939080742,-3.54788817423091,0.0010460481382358,0.0115193900836856,-1.08987807563753
"TMEM131L",0.565740707903475,5.83042254849515,3.54745483690409,0.00104734053945927,0.011530079103234,-1.09103319511344
"C6orf132",-0.884169929879202,3.71430218412779,-3.5472423672177,0.00104797477759796,0.0115350814572185,-1.09159953656277
"APP",-0.708162776806483,6.24243821919925,-3.54669866476266,0.00104959945246586,0.011542939734958,-1.09304870845435
"ITGB1",0.576191596781399,6.38630428003007,3.54661146578264,0.00104986024296639,0.011542939734958,-1.09328111642392
"MIR583HG",-0.50553220052496,4.07339319321921,-3.54628613706252,0.00105083377024209,0.0115499609774656,-1.09414817730421
"COP1",-0.477596229679479,7.68674232572697,-3.54620466728662,0.00105107769964762,0.0115508012977528,-1.0943653031167
"LINC02599",-0.770464237914861,3.1662580759155,-3.54609417321818,0.00105140861793081,0.0115525971608552,-1.09465977790414
"KRIT1",-0.658902833386654,6.69572525888796,-3.54603049055953,0.00105159938638692,0.0115528527682552,-1.09482949480445
"P4HTM",-0.526906858474049,7.809257636221,-3.54579916848281,0.0010522926172707,0.0115586274586973,-1.09544596502117
"RIMKLB",-0.761883274160152,3.98067785501605,-3.54554366618649,0.00105305882252902,0.0115652017499724,-1.09612685219832
"ATF7IP2",-0.590192588562871,6.26648463065984,-3.54517259832502,0.00105417254314185,0.0115755899220655,-1.09711566664967
