"","adj.P.Val","P.Value","t","B","logFC"
"HS.561438",0.703,0.397,0.8501615,-6.774958,0.02250374
"HS.86636",0.703,0.397,0.8501421,-6.774974,0.02009281
"LOC647832",0.703,0.397,0.850117,-6.774995,0.01374345
"HS.570328",0.703,0.397,-0.8501056,-6.775005,-0.02025318
"C6ORF155",0.703,0.397,-0.8500411,-6.77506,-0.02203989
"TAC1",0.703,0.397,0.8498679,-6.775206,0.01363868
"LOC646029",0.703,0.397,-0.8498329,-6.775236,-0.02250993
"HIST1H2AH",0.703,0.397,-0.8497946,-6.775268,-0.02181055
"HS.26038",0.703,0.397,-0.8497824,-6.775279,-0.01988256
"PTMS",0.703,0.397,-0.8497812,-6.775279,-0.06016939
"GSTM2",0.703,0.397,0.8496215,-6.775415,0.06923325
"HS.554470",0.703,0.397,0.8496192,-6.775417,0.0199348
"HS.436369",0.703,0.397,-0.8493965,-6.775605,-0.02361433
"UPK1B",0.703,0.397,0.8493481,-6.775646,0.0288423
"HS.584357",0.703,0.397,-0.8492979,-6.775688,-0.01952462
"LOC645029",0.703,0.397,0.8492137,-6.775759,0.02178161
"LOC651291",0.703,0.397,0.8490408,-6.775906,0.02049386
"KRT34",0.703,0.397,-0.8490248,-6.775919,-0.01996132
"HS.540858",0.703,0.397,0.8490239,-6.77592,0.0248694
"HS.566242",0.703,0.397,0.848985,-6.775953,0.04475304
"LOC647011",0.703,0.397,-0.8487688,-6.776135,-0.02562883
"CINP",0.703,0.397,-0.848754,-6.776148,-0.03262422
"WFDC13",0.703,0.397,-0.8486352,-6.776248,-0.02450521
"AKT3",0.703,0.397,-0.8486229,-6.776259,-0.01235157
"HS.563046",0.703,0.397,0.8486209,-6.776261,0.02331144
"USP8",0.703,0.397,0.8485946,-6.776283,0.04764133
"LOC400163",0.703,0.397,-0.8485924,-6.776285,-0.02729318
"HS.154593",0.704,0.398,0.8484929,-6.776369,0.01892088
"HS.368405",0.704,0.398,0.848365,-6.776477,0.03015861
"HS.444464",0.704,0.398,-0.848323,-6.776512,-0.02245503
"ACSS2",0.704,0.398,-0.8482955,-6.776535,-0.04095485
"C17ORF45",0.704,0.398,0.8482873,-6.776542,0.04856165
"APOL5",0.704,0.398,0.8482536,-6.776571,0.02242151
"NUDT10",0.704,0.398,-0.8482406,-6.776582,-0.01669394
"HS.562928",0.704,0.398,0.8482264,-6.776594,0.0224669
"HS.582650",0.704,0.398,0.8481476,-6.77666,0.02260068
"NUDT16L1",0.704,0.398,0.8481103,-6.776692,0.07097014
"ASXL2",0.704,0.398,-0.8480851,-6.776713,-0.03776548
"CYP2B7P1",0.704,0.398,-0.8480677,-6.776728,-0.02014445
"HS.552078",0.704,0.398,-0.8479567,-6.776822,-0.02110288
"HS.104829",0.704,0.398,-0.8478742,-6.776891,-0.02412743
"FAM178B",0.704,0.398,0.8478426,-6.776918,0.02018095
"MGC25181",0.704,0.398,0.8478365,-6.776923,0.03024226
"HS.573792",0.704,0.398,-0.8477911,-6.776961,-0.02097425
"LOC653412",0.704,0.398,-0.8477872,-6.776965,-0.02007375
"HS.195063",0.704,0.398,0.8476317,-6.777096,0.02203621
"HS.562688",0.704,0.398,0.8475657,-6.777151,0.02133931
"HS.542342",0.704,0.398,-0.8473861,-6.777303,-0.02753704
"CDY1",0.704,0.398,-0.8473328,-6.777348,-0.01288479
"HS.444587",0.704,0.398,0.8473321,-6.777349,0.02610745
"BMP15",0.704,0.398,0.8472939,-6.777381,0.02195579
"LOC643467",0.704,0.398,-0.8472477,-6.77742,-0.01970381
"LOC643210",0.704,0.398,-0.8471531,-6.7775,-0.02041987
"OR2F2",0.704,0.398,-0.8471192,-6.777528,-0.02090995
"LOC648490",0.704,0.398,0.8470968,-6.777547,0.02396938
"TXNRD2",0.704,0.398,0.8470126,-6.777618,0.03336345
"HS.556879",0.704,0.398,-0.8469773,-6.777648,-0.02458594
"HS.572022",0.704,0.398,-0.846922,-6.777694,-0.0209616
"NUMB",0.704,0.398,-0.8468966,-6.777716,-0.02689238
"HS.537944",0.704,0.398,0.8468514,-6.777754,0.02369322
"C9ORF25",0.704,0.398,0.8468205,-6.77778,0.02715438
"LOC390282",0.704,0.399,-0.8467067,-6.777876,-0.02151098
"HS.542812",0.704,0.399,0.8466226,-6.777947,0.02095158
"ATR",0.704,0.399,-0.8465455,-6.778012,-0.01307984
"C3ORF41",0.704,0.399,-0.8465188,-6.778034,-0.02067585
"COX7C",0.704,0.399,0.8464266,-6.778112,0.03926642
"PABPC1L2B",0.704,0.399,-0.8463663,-6.778163,-0.01960434
"HS.98724",0.704,0.399,-0.8462776,-6.778238,-0.0201257
"HS.541645",0.705,0.399,0.8460018,-6.77847,0.03189286
"KSR1",0.705,0.399,-0.8459301,-6.77853,-0.02267926
"LOC92154",0.705,0.399,0.8458223,-6.778621,0.02506281
"DICER1",0.705,0.399,-0.8457894,-6.778649,-0.02350144
"HS.553983",0.705,0.399,0.8457368,-6.778693,0.02164851
"HS.539700",0.705,0.399,0.8456572,-6.77876,0.02037872
"HS.131244",0.705,0.399,-0.8455774,-6.778827,-0.02293673
"LOC648289",0.705,0.399,0.8455582,-6.778844,0.0216292
"LOC441868",0.705,0.399,0.8454508,-6.778934,0.02234019
"LOC643791",0.705,0.399,-0.8452597,-6.779095,-0.02080902
"WDR33",0.705,0.399,-0.8452125,-6.779135,-0.02872518
"FLJ46347",0.705,0.399,-0.8451745,-6.779167,-0.02208556
"EXDL1",0.705,0.399,0.8451236,-6.779209,0.02518704
"ANAPC1",0.705,0.399,0.8450424,-6.779278,0.01980201
"HS.160973",0.705,0.4,0.8449637,-6.779344,0.02219947
"LOC400174",0.705,0.4,0.8449165,-6.779384,0.02197343
"HS.544464",0.705,0.4,-0.8449111,-6.779388,-0.01920703
"LOC653047",0.705,0.4,0.8448336,-6.779453,0.01514271
"HS.584074",0.705,0.4,-0.8447295,-6.779541,-0.02088773
"HS.544099",0.705,0.4,-0.8445769,-6.779669,-0.02136902
"HS.148477",0.705,0.4,0.8445517,-6.77969,0.01932139
"FNTA",0.705,0.4,0.844513,-6.779723,0.03636688
"PRPF8",0.705,0.4,-0.8444298,-6.779793,-0.05121879
"ESF1",0.705,0.4,0.8444201,-6.779801,0.02434097
"LOC389118",0.705,0.4,0.8444016,-6.779817,0.03282287
"HS.541840",0.705,0.4,0.8443028,-6.7799,0.0291883
"HS.254602",0.706,0.4,0.8440671,-6.780098,0.02198551
"LOC440905",0.706,0.4,0.8439964,-6.780157,0.01544608
"FATE1",0.706,0.4,-0.8439949,-6.780159,-0.02696536
"HS.582070",0.706,0.4,-0.8439208,-6.780221,-0.01979102
"LOC440786",0.706,0.4,0.8437243,-6.780386,0.0243054
"CRLF2",0.706,0.4,-0.8436843,-6.78042,-0.01246093
"FLJ38723",0.706,0.4,-0.8435679,-6.780517,-0.02250429
"LOC643424",0.706,0.4,0.8435076,-6.780568,0.02208081
"CCDC99",0.706,0.4,-0.8433549,-6.780696,-0.02783195
"LOC645781",0.706,0.4,0.8431928,-6.780832,0.0167212
"C10ORF46",0.706,0.401,-0.8431595,-6.78086,-0.02878078
"HS.521205",0.706,0.401,-0.8431553,-6.780864,-0.02459704
"MRPS15",0.706,0.401,0.8430979,-6.780912,0.03537749
"HS.441374",0.706,0.401,0.8430657,-6.780939,0.02685125
"LOC652682",0.706,0.401,-0.8430207,-6.780977,-0.02317318
"C6ORF59",0.707,0.401,-0.842736,-6.781216,-0.02417858
"LOC440131",0.707,0.401,0.8426173,-6.781315,0.02063115
"ATG3",0.707,0.401,0.8425404,-6.78138,0.0387495
"HS.542939",0.707,0.401,-0.8424997,-6.781414,-0.02030471
"LUZP2",0.707,0.401,-0.8424941,-6.781419,-0.02408352
"HS.569540",0.707,0.401,-0.8424744,-6.781435,-0.02230315
"SLC35B3",0.707,0.401,0.8424484,-6.781457,0.03272719
"TXN2",0.707,0.401,0.8423239,-6.781561,0.04788288
"HS.200768",0.707,0.401,-0.8423114,-6.781572,-0.02041637
"LOC643598",0.707,0.401,0.8423022,-6.78158,0.02047242
"ZCCHC24",0.707,0.401,-0.8422231,-6.781646,-0.0495658
"HIPK4",0.707,0.401,-0.8421771,-6.781685,-0.02066416
"RC3H1",0.707,0.401,0.8420894,-6.781758,0.03514428
"HS.539872",0.707,0.401,-0.842083,-6.781763,-0.01887394
"HS.577449",0.707,0.401,-0.8420589,-6.781784,-0.02158919
"LOC653039",0.707,0.401,-0.8419931,-6.781839,-0.01875753
"HS.580568",0.707,0.401,0.8418974,-6.781919,0.02122971
"C12ORF54",0.707,0.401,-0.841831,-6.781975,-0.02449096
"CSPG4LYP2",0.707,0.401,0.8418079,-6.781994,0.02024193
"HS.563688",0.707,0.401,-0.8418047,-6.781997,-0.02457003
"CTGLF3",0.707,0.401,0.8418027,-6.781998,0.04715449
"HS.334096",0.707,0.401,-0.8417348,-6.782055,-0.02187718
"LOC645084",0.707,0.401,-0.8417102,-6.782076,-0.02837121
"HS.579243",0.707,0.401,-0.8417055,-6.78208,-0.02542568
"HS.541092",0.707,0.401,0.8416374,-6.782137,0.02186413
"HS.335310",0.707,0.401,0.8415036,-6.782249,0.02435643
"HS.569266",0.707,0.401,-0.8413819,-6.782351,-0.02117155
"LOC646278",0.707,0.402,-0.8413494,-6.782378,-0.02222506
"HS.574749",0.707,0.402,-0.8412559,-6.782457,-0.02396036
"HS.577061",0.707,0.402,0.8412324,-6.782476,0.02255332
"SPOCD1",0.707,0.402,0.8411671,-6.782531,0.02845567
"SYT14",0.707,0.402,-0.8411068,-6.782581,-0.01887906
"LOC652224",0.707,0.402,-0.8410962,-6.78259,-0.0227374
"HS.576542",0.707,0.402,0.841026,-6.782649,0.01978812
"LOC647651",0.707,0.402,-0.841009,-6.782663,-0.01941292
"HS.436442",0.707,0.402,0.8409843,-6.782684,0.02091267
"HS.571013",0.707,0.402,0.8409367,-6.782724,0.02179635
"PHF13",0.707,0.402,-0.8408952,-6.782759,-0.04128173
"HS.565633",0.707,0.402,0.8408716,-6.782778,0.02349812
"HS.578028",0.707,0.402,-0.8407788,-6.782856,-0.01940372
"LOC651062",0.707,0.402,0.8407179,-6.782907,0.01895629
"TCTN2",0.707,0.402,-0.840658,-6.782957,-0.02342849
"ELA3B",0.707,0.402,-0.8405914,-6.783013,-0.02119664
"HS.211210",0.707,0.402,-0.8405463,-6.783051,-0.02078467
"HS.564561",0.707,0.402,-0.8405426,-6.783054,-0.01982932
"LOC654128",0.707,0.402,-0.840321,-6.783239,-0.01977057
"HS.444290",0.707,0.402,-0.8402192,-6.783324,-0.02014653
"HS.578471",0.707,0.402,-0.8402186,-6.783325,-0.02423324
"HS.134945",0.707,0.402,-0.8401982,-6.783342,-0.02083595
"HS.545864",0.707,0.402,-0.8400812,-6.78344,-0.024718
"SPG20",0.707,0.402,0.8400254,-6.783487,0.02814826
"HS.335004",0.707,0.402,0.8400223,-6.783489,0.02047309
"SORCS1",0.708,0.402,-0.8399191,-6.783576,-0.04236995
"LOC729777",0.708,0.402,-0.8399131,-6.783581,-0.02278711
"HS.538121",0.708,0.402,0.8398536,-6.78363,0.01964682
"HS.71912",0.708,0.402,-0.8398333,-6.783647,-0.02246568
"DGCR14",0.708,0.402,0.8398024,-6.783673,0.02508634
"DUSP5P",0.708,0.402,-0.8397407,-6.783725,-0.01578084
"HS.543982",0.708,0.402,-0.8396683,-6.783785,-0.01857897
"IER2",0.708,0.403,-0.8395514,-6.783883,-0.0391701
"LOC646452",0.708,0.403,-0.8395035,-6.783923,-0.02124726
"HS.583158",0.708,0.403,0.8394849,-6.783939,0.02145512
"HS.455693",0.708,0.403,0.8393858,-6.784021,0.01973561
"ANKRD34A",0.708,0.403,-0.8392792,-6.78411,-0.02307454
"CCNT2",0.708,0.403,-0.8392726,-6.784116,-0.02068501
"LOC728763",0.708,0.403,0.8391807,-6.784193,0.01846051
"IL4",0.708,0.403,-0.8391433,-6.784224,-0.01494101
"FAM105B",0.708,0.403,-0.8388685,-6.784454,-0.03639956
"LOC731641",0.708,0.403,0.8388652,-6.784456,0.01915833
"LOC646012",0.708,0.403,0.838854,-6.784466,0.01638391
"LOC650556",0.708,0.403,-0.8388371,-6.78448,-0.02075188
"RUFY1",0.708,0.403,0.8387454,-6.784556,0.01811961
"LOC652715",0.708,0.403,0.8387021,-6.784593,0.01879566
"HS.202419",0.708,0.403,0.8386942,-6.784599,0.02158058
"LOC343927",0.708,0.403,0.8386113,-6.784668,0.02346184
"SULT1A3",0.708,0.403,-0.8386,-6.784678,-0.02352803
"HS.136343",0.708,0.403,0.838594,-6.784683,0.02289265
"HS.55315",0.708,0.403,-0.8385838,-6.784691,-0.02040239
"HS.526959",0.708,0.403,0.8385072,-6.784755,0.02526251
"LOC648362",0.708,0.403,-0.8384988,-6.784762,-0.03058899
"C6ORF129",0.708,0.403,-0.8383575,-6.78488,-0.04315921
"HS.531033",0.708,0.403,-0.8381177,-6.78508,-0.01968533
"DEFB32",0.708,0.403,-0.8381107,-6.785086,-0.0164663
"BDKRB2",0.708,0.403,-0.8380508,-6.785136,-0.02780303
"LOC645465",0.708,0.403,-0.8379726,-6.785202,-0.01972615
"LOC644800",0.709,0.403,-0.8378504,-6.785304,-0.02214306
"LOC646708",0.709,0.404,-0.8377968,-6.785348,-0.02206171
"LOC653857",0.709,0.404,0.8377703,-6.78537,0.01299458
"HS.481853",0.709,0.404,0.8377271,-6.785406,0.02313113
"CTSL2",0.709,0.404,-0.8376915,-6.785436,-0.02646834
"HS.252904",0.709,0.404,0.8376876,-6.785439,0.01670381
"HS.537883",0.709,0.404,0.8376383,-6.78548,0.01930676
"HS.562032",0.709,0.404,0.8376049,-6.785508,0.0201205
"HS.580085",0.709,0.404,-0.8374786,-6.785614,-0.02493103
"MSTO1",0.709,0.404,-0.8373389,-6.78573,-0.04803346
"TNFRSF12A",0.709,0.404,-0.8372849,-6.785775,-0.13538638
"HS.539798",0.709,0.404,-0.8372407,-6.785812,-0.01808738
"HS.354110",0.709,0.404,0.8369991,-6.786013,0.02793782
"HS.538572",0.709,0.404,-0.8368341,-6.786151,-0.01908977
"KRTAP7-1",0.709,0.404,0.8368234,-6.78616,0.01919723
"HS.542167",0.709,0.404,-0.8367391,-6.78623,-0.02127765
"BBC3",0.709,0.404,0.8366091,-6.786338,0.02693804
"HS.563131",0.709,0.404,-0.8365693,-6.786372,-0.02228248
"SORD",0.709,0.404,-0.8365468,-6.78639,-0.02154944
"LOC642797",0.709,0.404,0.8364831,-6.786443,0.02045815
"MGC40069",0.709,0.404,-0.8364458,-6.786474,-0.02304368
"CSTL1",0.709,0.404,-0.8363596,-6.786546,-0.02430608
"HS.486398",0.709,0.404,0.8363472,-6.786556,0.01860197
"HS.545410",0.709,0.404,0.8363224,-6.786577,0.02134806
"LOC643216",0.709,0.404,-0.8363209,-6.786578,-0.02801837
"HS.516209",0.709,0.404,0.836299,-6.786597,0.02161098
"HS.130092",0.709,0.404,0.8362647,-6.786625,0.02126184
"FAM127C",0.709,0.404,-0.8361306,-6.786737,-0.03262846
"AQP12A",0.709,0.404,0.8360956,-6.786766,0.02470933
"PPP4R2",0.709,0.404,-0.8360609,-6.786795,-0.0226919
"HS.216652",0.709,0.405,0.8359785,-6.786863,0.02573507
"HS.584366",0.709,0.405,0.8358297,-6.786987,0.01967447
"GLTPD2",0.709,0.405,-0.8357826,-6.787027,-0.02009264
"HS.164153",0.71,0.405,-0.835732,-6.787069,-0.02204211
"LOC644774",0.71,0.405,0.8356777,-6.787114,0.07444486
"NSUN7",0.71,0.405,-0.8355987,-6.78718,-0.01552641
"HS.250648",0.71,0.405,0.8355763,-6.787198,0.04086675
"HS.256249",0.71,0.405,0.8353017,-6.787427,0.02154497
"LOC400682",0.71,0.405,0.8352575,-6.787463,0.0129812
"LOC647704",0.71,0.405,-0.8352471,-6.787472,-0.01867674
"HS.581558",0.71,0.405,0.8352242,-6.787491,0.0289545
"MARCKS",0.71,0.405,0.8349791,-6.787695,0.05511346
"LOC729254",0.71,0.405,-0.8348122,-6.787834,-0.0199854
"HS.561481",0.71,0.405,-0.8347443,-6.78789,-0.01958966
"LOC648489",0.71,0.405,0.8345765,-6.78803,0.01799725
"LOC650580",0.71,0.405,0.8345696,-6.788035,0.04014026
"PSMA8",0.71,0.405,0.8345261,-6.788071,0.02301493
"HS.434422",0.71,0.405,0.8345053,-6.788089,0.03063593
"HS.580335",0.71,0.405,-0.8344664,-6.788121,-0.01909511
"NLRP4",0.71,0.405,0.834422,-6.788158,0.02402396
"HS.570661",0.71,0.405,-0.8343681,-6.788203,-0.02188673
"HS.542791",0.71,0.405,-0.834348,-6.78822,-0.0223005
"HS.565657",0.71,0.405,-0.834324,-6.788239,-0.02200107
"HS.577232",0.71,0.405,0.8343132,-6.788248,0.02199793
"F13B",0.71,0.405,-0.8342793,-6.788277,-0.0207491
"LOC343052",0.71,0.405,0.834274,-6.788281,0.03236467
"HS.569196",0.71,0.405,-0.8342701,-6.788284,-0.02550843
"IGFL1",0.71,0.405,-0.8342429,-6.788307,-0.02249353
"HS.133046",0.71,0.406,0.8341084,-6.788419,0.018909
"HS.545142",0.71,0.406,0.833984,-6.788522,0.02350671
"HS.553349",0.71,0.406,0.8339168,-6.788578,0.02790642
"HS.582647",0.71,0.406,-0.8337686,-6.788701,-0.01993676
"HS.418134",0.71,0.406,-0.8337651,-6.788704,-0.02002597
"HS.569276",0.71,0.406,-0.8337414,-6.788723,-0.02425606
"TDO2",0.71,0.406,-0.8337274,-6.788735,-0.01493233
"HS.545754",0.71,0.406,-0.8337205,-6.788741,-0.02359728
"HS.560706",0.71,0.406,0.8337204,-6.788741,0.02796727
"PTRF",0.71,0.406,-0.8337167,-6.788744,-0.07524985
"FLJ12688",0.71,0.406,-0.8336517,-6.788798,-0.02279628
"MRP63",0.71,0.406,0.8336122,-6.788831,0.02818983
"HS.156200",0.71,0.406,0.8335937,-6.788846,0.01924824
"PTGR1",0.71,0.406,-0.8334929,-6.78893,-0.07001405
"LOC644611",0.711,0.406,-0.8333598,-6.78904,-0.02745147
"CDH12",0.711,0.406,-0.8329911,-6.789346,-0.02016862
"LOC644781",0.711,0.406,0.8329086,-6.789414,0.01909363
"HS.582219",0.711,0.406,0.8328066,-6.789499,0.02098918
"LOC728760",0.711,0.406,-0.8327168,-6.789573,-0.01384227
"HS.437705",0.711,0.406,-0.8326559,-6.789624,-0.02090314
"UPB1",0.711,0.406,-0.8325901,-6.789678,-0.03636644
"HS.564389",0.711,0.406,0.8325647,-6.7897,0.02617815
"LOC642504",0.711,0.407,0.832445,-6.789799,0.01987333
"LY6H",0.711,0.407,-0.8324199,-6.78982,-0.01740204
"TRR1",0.711,0.407,0.832369,-6.789862,0.01938764
"LOC649417",0.711,0.407,-0.8323671,-6.789863,-0.02202538
"HS.537802",0.711,0.407,0.8323244,-6.789899,0.01993598
"LOC644184",0.711,0.407,-0.8322693,-6.789944,-0.02037324
"HMX1",0.711,0.407,0.8321013,-6.790084,0.02068042
"LOC729003",0.711,0.407,-0.8320819,-6.7901,-0.01946713
"FLJ40244",0.711,0.407,0.8320251,-6.790147,0.02324282
"HS.209882",0.711,0.407,-0.8320027,-6.790165,-0.02527262
"PLA2G10",0.711,0.407,0.8319831,-6.790182,0.02331831
"HS.243423",0.711,0.407,0.8319588,-6.790202,0.02041576
"LOC646566",0.711,0.407,0.8319506,-6.790209,0.02232196
"PVRIG",0.711,0.407,-0.8319286,-6.790227,-0.02241674
"HS.554137",0.711,0.407,-0.8318707,-6.790275,-0.02158152
"LOC654155",0.711,0.407,0.8318191,-6.790318,0.03254298
"HS.105423",0.711,0.407,0.8317586,-6.790368,0.02173276
"HS.538616",0.711,0.407,0.8317221,-6.790398,0.02011501
"GALNT9",0.711,0.407,0.8316633,-6.790447,0.01160598
"CCDC150",0.711,0.407,0.8316445,-6.790462,0.02045562
"HS.583954",0.711,0.407,-0.8315777,-6.790517,-0.0245836
"LOC440607",0.711,0.407,0.8315251,-6.790561,0.02004978
"LOC646300",0.711,0.407,-0.8315045,-6.790578,-0.01527947
"HS.543944",0.711,0.407,0.8314914,-6.790589,0.02062222
"TBC1D29",0.712,0.407,-0.8313261,-6.790726,-0.02486263
"C20ORF3",0.712,0.407,-0.8311987,-6.790831,-0.06276507
"C10ORF129",0.712,0.407,-0.8310463,-6.790957,-0.01479757
"LOC651746",0.712,0.407,0.831036,-6.790966,0.02518557
"HS.545554",0.712,0.407,-0.8310194,-6.79098,-0.0211966
"CHCHD2",0.712,0.407,-0.8310115,-6.790986,-0.03949616
"C5ORF15",0.712,0.407,-0.8309883,-6.791005,-0.03699098
"GSTM1",0.712,0.407,0.8309822,-6.79101,0.06211555
"CDCP2",0.712,0.407,-0.8308687,-6.791104,-0.02146274
"HS.538186",0.712,0.407,-0.8307865,-6.791172,-0.0194856
"HS.564715",0.712,0.407,0.8306827,-6.791258,0.01879782
"IFLTD1",0.712,0.408,0.8306453,-6.791289,0.02164647
"HS.566877",0.712,0.408,-0.8305249,-6.791389,-0.02125911
"KRTAP10-9",0.712,0.408,-0.8303281,-6.791551,-0.01468469
"HS.112582",0.712,0.408,-0.8302374,-6.791626,-0.02982269
"FBF1",0.712,0.408,0.8302051,-6.791653,0.01493249
"WDR75",0.712,0.408,0.8301855,-6.791669,0.03133228
"HS.547712",0.712,0.408,-0.8301174,-6.791726,-0.0224636
"LOC644999",0.712,0.408,-0.8300748,-6.791761,-0.02072552
"HS.564730",0.712,0.408,-0.8300452,-6.791785,-0.0198702
"CEP76",0.712,0.408,0.8299645,-6.791852,0.02311323
"DNAJC12",0.712,0.408,0.8299555,-6.791859,0.04788389
"HS.26010",0.712,0.408,0.8299384,-6.791874,0.03476286
"HS.545670",0.712,0.408,-0.8298955,-6.791909,-0.02450052
"OR1D2",0.712,0.408,0.8298845,-6.791918,0.02323314
"HS.527312",0.712,0.408,-0.8298471,-6.791949,-0.01922888
"HS.537889",0.712,0.408,0.8298417,-6.791953,0.02847586
"HS.560300",0.712,0.408,-0.8298262,-6.791966,-0.01999262
"HS.548785",0.712,0.408,-0.8297146,-6.792059,-0.02186581
"TYR",0.712,0.408,-0.8296976,-6.792073,-0.02379067
"HS.563552",0.712,0.408,0.8295687,-6.792179,0.02139089
"SARS2",0.712,0.408,0.8295454,-6.792198,0.06363004
"PCDHGB3",0.712,0.408,0.829543,-6.7922,0.02105222
"LOC644844",0.712,0.408,0.8295235,-6.792216,0.02414328
"HS.544703",0.712,0.408,-0.8295176,-6.792221,-0.01766331
"HS.560861",0.712,0.408,0.829499,-6.792237,0.02020856
"C6ORF174",0.712,0.408,0.8294686,-6.792262,0.02300007
"HS.563138",0.712,0.408,-0.8294426,-6.792283,-0.02558815
"HS.209202",0.712,0.408,0.8294287,-6.792295,0.02091507
"HS.297353",0.712,0.408,-0.8294205,-6.792301,-0.01973549
"HS.576474",0.712,0.408,-0.8293894,-6.792327,-0.02374214
"HS.441062",0.712,0.408,0.8293304,-6.792376,0.02224511
"HS.542123",0.712,0.408,0.8292981,-6.792403,0.02005543
"HS.253347",0.712,0.408,0.8291986,-6.792485,0.01874032
"HS.584369",0.712,0.408,0.8291976,-6.792486,0.02160625
"ARPM2",0.712,0.408,-0.8291775,-6.792502,-0.02056125
"HS.112680",0.712,0.408,-0.8291768,-6.792503,-0.02161858
"LOC391509",0.712,0.408,-0.829122,-6.792548,-0.0298203
"KIF18B",0.712,0.408,0.8290506,-6.792607,0.01478506
"GDAP1L1",0.712,0.408,-0.8290251,-6.792628,-0.02247996
"LOC642655",0.712,0.409,-0.8289053,-6.792727,-0.02321588
"HS.539016",0.712,0.409,0.8288001,-6.792814,0.02344009
"HS.540646",0.712,0.409,-0.8287676,-6.792841,-0.028785
"LOC128322",0.712,0.409,0.8287604,-6.792847,0.02158106
"HS.46704",0.712,0.409,0.8287138,-6.792885,0.02210942
"HS.543091",0.712,0.409,-0.8286713,-6.79292,-0.02265247
"HS.562460",0.712,0.409,0.8286448,-6.792942,0.02014858
"HS.436336",0.712,0.409,0.8286423,-6.792944,0.02112714
"HS.538581",0.712,0.409,-0.8286399,-6.792946,-0.01991981
"TRIB2",0.712,0.409,0.8286087,-6.792972,0.05018517
"LOC440498",0.713,0.409,0.8281906,-6.793317,0.03990578
"HS.565823",0.713,0.409,0.8280888,-6.793401,0.02409352
"HS.148649",0.713,0.409,0.8280206,-6.793457,0.02519448
"HS.561434",0.713,0.409,-0.8279787,-6.793491,-0.02306416
"HS.86046",0.713,0.409,-0.827911,-6.793547,-0.02163216
"FUT3",0.713,0.409,0.8279094,-6.793549,0.02077017
"LOC642782",0.713,0.409,0.8278314,-6.793613,0.01334425
"HS.568528",0.713,0.409,0.8278115,-6.793629,0.01945624
"LOC650036",0.713,0.409,0.827798,-6.79364,0.03344689
"COCH",0.713,0.409,0.8276891,-6.79373,0.02121046
"HS.571044",0.713,0.409,-0.827601,-6.793803,-0.02697075
"ZNF22",0.713,0.409,-0.8274959,-6.793889,-0.02847856
"EML5",0.713,0.409,0.8273921,-6.793975,0.01458575
"HS.370999",0.713,0.409,-0.8273648,-6.793997,-0.03122839
"TPRXL",0.713,0.409,0.827352,-6.794008,0.01361049
"GRID2",0.713,0.409,-0.8273144,-6.794039,-0.02283541
"HS.584577",0.713,0.409,-0.8272639,-6.794081,-0.02218072
"HS.520328",0.713,0.409,-0.8272213,-6.794116,-0.02270906
"WDR64",0.713,0.409,0.8271693,-6.794158,0.01982554
"HS.485648",0.713,0.41,0.8271224,-6.794197,0.02377404
"AIP",0.713,0.41,-0.827097,-6.794218,-0.04169856
"TTC6",0.713,0.41,-0.8270851,-6.794228,-0.01993899
"HS.170894",0.713,0.41,0.8270618,-6.794247,0.02246506
"HS.21856",0.713,0.41,0.8269648,-6.794327,0.02265021
"LOC651401",0.713,0.41,-0.82695,-6.794339,-0.01818353
"CISH",0.713,0.41,0.8268334,-6.794435,0.06829817
"LOC645574",0.713,0.41,-0.8266299,-6.794603,-0.0302108
"FLJ13305",0.713,0.41,0.8266095,-6.794619,0.03097371
"AHRR",0.713,0.41,0.8266025,-6.794625,0.02401972
"C1ORF55",0.713,0.41,-0.8265075,-6.794703,-0.03969279
"OR52B6",0.713,0.41,0.8264397,-6.794759,0.0217455
"PANX3",0.713,0.41,0.8262962,-6.794877,0.02221379
"LOC654023",0.714,0.41,-0.8260417,-6.795087,-0.02116425
"HS.148889",0.714,0.41,0.826034,-6.795093,0.01872465
"GP9",0.714,0.41,-0.8260316,-6.795095,-0.02126487
"BHMT",0.714,0.41,0.8260074,-6.795115,0.02173944
"TMEM133",0.714,0.41,-0.8258857,-6.795215,-0.03465237
"C17ORF68",0.714,0.41,0.8257823,-6.7953,0.01921299
"HS.103426",0.714,0.41,0.8257714,-6.795309,0.01888078
"PLCD4",0.714,0.41,0.8257486,-6.795328,0.02291901
"HS.583860",0.714,0.41,0.8257257,-6.795347,0.02065538
"HS.563304",0.714,0.41,0.825461,-6.795564,0.02281873
"HS.176837",0.714,0.41,0.8253732,-6.795636,0.02489905
"HS.572929",0.714,0.411,0.8252853,-6.795709,0.01868118
"AIPL1",0.714,0.411,-0.8251785,-6.795796,-0.0154749
"RP11-45B20.2",0.714,0.411,0.8249186,-6.79601,0.01702361
"HS.542594",0.714,0.411,-0.8248681,-6.796051,-0.01658007
